AL, 96, 2006082112, 03, NGPS,   0, 126N,  190W,  12, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082112, 03, NGPS,   6, 130N,  206W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082112, 03, NGPS,  12, 135N,  221W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082112, 03, NGPS,  18, 135N,  235W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082112, 03, NGPS,  24, 140N,  246W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082112, 03, NGPS,  30, 145N,  260W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082112, 03, NGPS,  36, 145N,  272W,  13, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082112, 03, NGPS,  42, 145N,  281W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082118, 03, NGPS,   0, 128N,  209W,  12, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082118, 03, NGPS,   6, 138N,  220W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082118, 03, NGPS,  12, 141N,  235W,  13, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082118, 03, NGPS,  18, 147N,  248W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082118, 03, NGPS,  24, 149N,  261W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082118, 03, NGPS,  30, 153N,  271W,  14, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006082118, 03, NGPS,  36, 154N,  278W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092000, 03,  NGX,   0,  94N,  245W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092000, 03,  NGX,  12, 106N,  263W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 01, CARQ, -24,  88N,  235W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 96, 2006092006, 01, CARQ, -18,  86N,  245W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 96, 2006092006, 01, CARQ, -12,  85N,  255W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 267,  10, 
AL, 96, 2006092006, 01, CARQ,  -6,  85N,  265W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 96, 2006092006, 01, CARQ,   0,  85N,  275W,  20, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1012,  150,  50,   0,   0,   L,   0,   X, 270,  10,     INVEST, D, 
AL, 96, 2006092006, 01, CARQ,   0,  85N,  275W,  20, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1012,  150,  50,   0,   0,   L,   0,   X, 270,  10,     INVEST, D, 
AL, 96, 2006092006, 01, CARQ,   0,  85N,  275W,  20, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1012,  150,  50,   0,   0,   L,   0,   X, 270,  10,     INVEST, D, 
AL, 96, 2006092006, 03, A90E,   0,  85N,  275W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E,  12,  86N,  296W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E,  24,  90N,  319W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E,  36,  94N,  343W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E,  48,  96N,  365W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E,  60, 102N,  387W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E,  72, 108N,  406W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E,  84, 115N,  425W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E,  96, 121N,  444W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E, 108, 127N,  462W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A90E, 120, 134N,  479W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E,   0,  85N,  275W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E,  12,  86N,  296W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E,  24,  90N,  319W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E,  36,  94N,  342W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E,  48,  96N,  364W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E,  60, 102N,  386W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E,  72, 108N,  404W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E,  84, 114N,  422W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E,  96, 120N,  440W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E, 108, 127N,  457W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, A98E, 120, 136N,  474W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AC00,   0,  81N,  273W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AEMN,   0,  80N,  271W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP01,   0,  78N,  269W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP02,   0,  78N,  274W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP03,   0,  74N,  270W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP03,   6,  69N,  281W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP03,  12,  73N,  284W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP03,  18,  74N,  290W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP03,  24,  82N,  301W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP03,  30,  84N,  329W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP03,  36,  95N,  339W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,   0,  78N,  277W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,   6,  64N,  288W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,  12,  71N,  305W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,  18,  78N,  298W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,  24,  77N,  299W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,  30,  72N,  310W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,  36,  83N,  323W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,  42,  82N,  320W,  13, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,  48,  78N,  328W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,  54,  64N,  335W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP04,  60,  73N,  353W,   9, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP05,   0,  80N,  269W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP06,   0,  87N,  279W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP09,   0,  81N,  269W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP09,   6,  92N,  279W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,   0,  77N,  261W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,   6,  80N,  271W,  11, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,  12,  71N,  282W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,  18,  68N,  294W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,  24,  65N,  293W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,  30,  69N,  304W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,  36,  71N,  305W,  13, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,  42,  77N,  314W,  12, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,  48,  82N,  318W,  12, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,  54,  77N,  313W,  11, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP10,  60,  71N,  311W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP11,   0,  85N,  279W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP14,   0,  77N,  266W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP14,   6,  73N,  283W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP14,  12,  80N,  291W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP14,  18,  82N,  294W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP14,  24,  88N,  300W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AP14,  30,  99N,  321W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, AVNO,   0,  74N,  276W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD,  12,  91N,  291W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD,  24,  98N,  307W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD,  36, 103N,  325W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD,  48, 109N,  343W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD,  60, 116N,  361W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD,  72, 125N,  378W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD,  84, 134N,  394W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD,  96, 141N,  408W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD, 108, 145N,  421W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMD, 120, 146N,  436W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM,  12,  91N,  292W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM,  24,  98N,  307W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM,  36, 105N,  323W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM,  48, 112N,  338W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM,  60, 123N,  353W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM,  72, 137N,  368W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM,  84, 154N,  384W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM,  96, 168N,  396W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM, 108, 179N,  408W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMM, 120, 186N,  423W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS,  12,  91N,  286W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS,  24, 103N,  300W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS,  36, 116N,  319W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS,  48, 128N,  341W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS,  60, 144N,  368W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS,  72, 161N,  394W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS,  84, 180N,  418W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS,  96, 191N,  439W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS, 108, 199N,  463W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, BAMS, 120, 200N,  485W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLIP,  12,  86N,  297W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLIP,  24,  89N,  324W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLIP,  36,  93N,  354W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLIP,  48,  99N,  385W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLIP,  72, 115N,  448W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5,  12,  86N,  297W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5,  24,  90N,  320W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5,  36,  93N,  343W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5,  48,  99N,  368W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5,  60, 100N,  393W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5,  72, 102N,  416W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5,  84, 107N,  445W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5,  96, 118N,  475W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5, 108, 131N,  505W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, CLP5, 120, 142N,  533W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP,   0,  85N,  275W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP,  12,  91N,  292W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP,  24,  98N,  307W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP,  36, 105N,  323W,  46,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP,  48, 112N,  338W,  58,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP,  60, 123N,  353W,  70,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP,  72, 137N,  368W,  81,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP,  84, 154N,  384W,  86,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP,  96, 168N,  396W,  88,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP, 108, 179N,  408W,  88,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSHP, 120, 186N,  423W,  88,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSNS,   0,  85N,  275W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSNS,  12,  91N,  292W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSNS,  24,  98N,  307W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSNS,  36, 105N,  323W,  46,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2006092006, 03, DSNS,  48, 112N,  338W,  58,    0,   ,   0,    ,    0,    0,    0,    0, 
