IO, 92, 2018052006, 03, CTCX, 000,  67N,  647E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 058
IO, 92, 2018052006, 03, CTCX, 006,  70N,  637E,  11, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
IO, 92, 2018052012, 03, CTCX, 000,  71N,  639E,  13, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
IO, 92, 2018052012, 03, CTCX, 006,  75N,  617E,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 058
IO, 92, 2018052012, 03, CTCX, 012,  77N,  592E,   0, 1006, XX,  34, NEQ, 0073, 0000, 0000, 0000,    0,    0, ***
IO, 92, 2018052106, 03, CTCX, 000,  81N,  582E,  29, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 101
IO, 92, 2018052106, 03, CTCX, 006,  84N,  575E,  50, 1000, XX,  34, NEQ, 0068, 0044, 0163, 0051,    0,    0, 020
IO, 92, 2018052106, 03, CTCX, 006,  84N,  575E,  50, 1000, XX,  50, NEQ, 0000, 0000, 0020, 0000,    0,    0, 020
IO, 92, 2018052106, 03, CTCX, 012,  86N,  573E,  39,  998, XX,  34, NEQ, 0034, 0224, 0175, 0117,    0,    0, 089
IO, 92, 2018052106, 03, CTCX, 018,  88N,  572E,  43,  996, XX,  34, NEQ, 0165, 0187, 0083, 0153,    0,    0, 034
IO, 92, 2018052106, 03, CTCX, 024,  92N,  566E,  47,  991, XX,  34, NEQ, 0243, 0224, 0166, 0175,    0,    0, 026
IO, 92, 2018052106, 03, CTCX, 030,  97N,  566E,  60,  988, XX,  34, NEQ, 0186, 0256, 0207, 0177,    0,    0, 016
IO, 92, 2018052106, 03, CTCX, 030,  97N,  566E,  60,  988, XX,  50, NEQ, 0000, 0038, 0041, 0000,    0,    0, 016
IO, 92, 2018052106, 03, CTCX, 036, 106N,  560E,  65,  979, XX,  34, NEQ, 0184, 0250, 0195, 0182,    0,    0, 020
IO, 92, 2018052106, 03, CTCX, 036, 106N,  560E,  65,  979, XX,  50, NEQ, 0065, 0000, 0040, 0101,    0,    0, 020
IO, 92, 2018052106, 03, CTCX, 036, 106N,  560E,  65,  979, XX,  64, NEQ, 0000, 0000, 0000, 0021,    0,    0, 020
IO, 92, 2018052106, 03, CTCX, 042, 108N,  555E,  78,  973, XX,  34, NEQ, 0152, 0294, 0156, 0150,    0,    0, 021
IO, 92, 2018052106, 03, CTCX, 042, 108N,  555E,  78,  973, XX,  50, NEQ, 0055, 0065, 0067, 0092,    0,    0, 021
IO, 92, 2018052106, 03, CTCX, 042, 108N,  555E,  78,  973, XX,  64, NEQ, 0040, 0033, 0036, 0061,    0,    0, 021
IO, 92, 2018052106, 03, CTCX, 048, 112N,  554E,  88,  966, XX,  34, NEQ, 0260, 0185, 0188, 0153,    0,    0, 021
IO, 92, 2018052106, 03, CTCX, 048, 112N,  554E,  88,  966, XX,  50, NEQ, 0086, 0079, 0079, 0081,    0,    0, 021
IO, 92, 2018052106, 03, CTCX, 048, 112N,  554E,  88,  966, XX,  64, NEQ, 0042, 0041, 0042, 0042,    0,    0, 021
IO, 92, 2018052106, 03, CTCX, 054, 118N,  551E, 107,  959, XX,  34, NEQ, 0195, 0223, 0191, 0182,    0,    0, 015
IO, 92, 2018052106, 03, CTCX, 054, 118N,  551E, 107,  959, XX,  50, NEQ, 0082, 0082, 0084, 0084,    0,    0, 015
IO, 92, 2018052106, 03, CTCX, 054, 118N,  551E, 107,  959, XX,  64, NEQ, 0045, 0047, 0057, 0054,    0,    0, 015
IO, 92, 2018052106, 03, CTCX, 060, 122N,  549E, 108,  957, XX,  34, NEQ, 0253, 0191, 0166, 0206,    0,    0, 014
IO, 92, 2018052106, 03, CTCX, 060, 122N,  549E, 108,  957, XX,  50, NEQ, 0073, 0081, 0087, 0188,    0,    0, 014
IO, 92, 2018052106, 03, CTCX, 060, 122N,  549E, 108,  957, XX,  64, NEQ, 0038, 0045, 0045, 0040,    0,    0, 014
IO, 92, 2018052106, 03, CTCX, 066, 128N,  549E, 112,  954, XX,  34, NEQ, 0247, 0176, 0215, 0232,    0,    0, 013
IO, 92, 2018052106, 03, CTCX, 066, 128N,  549E, 112,  954, XX,  50, NEQ, 0083, 0083, 0080, 0076,    0,    0, 013
IO, 92, 2018052106, 03, CTCX, 066, 128N,  549E, 112,  954, XX,  64, NEQ, 0040, 0052, 0043, 0043,    0,    0, 013
IO, 92, 2018052106, 03, CTCX, 072, 136N,  546E,  97,  954, XX,  34, NEQ, 0225, 0228, 0221, 0142,    0,    0, 016
IO, 92, 2018052106, 03, CTCX, 072, 136N,  546E,  97,  954, XX,  50, NEQ, 0092, 0129, 0073, 0078,    0,    0, 016
IO, 92, 2018052106, 03, CTCX, 072, 136N,  546E,  97,  954, XX,  64, NEQ, 0051, 0054, 0032, 0045,    0,    0, 016
IO, 92, 2018052106, 03, CTCX, 078, 143N,  544E, 117,  950, XX,  34, NEQ, 0275, 0219, 0188, 0171,    0,    0, 017
IO, 92, 2018052106, 03, CTCX, 078, 143N,  544E, 117,  950, XX,  50, NEQ, 0077, 0089, 0081, 0098,    0,    0, 017
IO, 92, 2018052106, 03, CTCX, 078, 143N,  544E, 117,  950, XX,  64, NEQ, 0041, 0048, 0044, 0049,    0,    0, 017
IO, 92, 2018052106, 03, CTCX, 084, 147N,  546E, 109,  955, XX,  34, NEQ, 0303, 0181, 0133, 0141,    0,    0, 015
IO, 92, 2018052106, 03, CTCX, 084, 147N,  546E, 109,  955, XX,  50, NEQ, 0078, 0084, 0077, 0105,    0,    0, 015
IO, 92, 2018052106, 03, CTCX, 084, 147N,  546E, 109,  955, XX,  64, NEQ, 0027, 0050, 0049, 0049,    0,    0, 015
IO, 92, 2018052106, 03, CTCX, 090, 156N,  546E,  99,  954, XX,  34, NEQ, 0210, 0223, 0130, 0116,    0,    0, 024
IO, 92, 2018052106, 03, CTCX, 090, 156N,  546E,  99,  954, XX,  50, NEQ, 0094, 0099, 0079, 0051,    0,    0, 024
IO, 92, 2018052106, 03, CTCX, 090, 156N,  546E,  99,  954, XX,  64, NEQ, 0057, 0050, 0041, 0033,    0,    0, 024
IO, 92, 2018052106, 03, CTCX, 096, 165N,  542E, 101,  951, XX,  34, NEQ, 0194, 0212, 0122, 0068,    0,    0, 014
IO, 92, 2018052106, 03, CTCX, 096, 165N,  542E, 101,  951, XX,  50, NEQ, 0063, 0089, 0046, 0030,    0,    0, 014
IO, 92, 2018052106, 03, CTCX, 096, 165N,  542E, 101,  951, XX,  64, NEQ, 0029, 0027, 0017, 0025,    0,    0, 014
IO, 92, 2018052106, 03, CTCX, 102, 171N,  535E,  57,  968, XX,  34, NEQ, 0275, 0132, 0145, 0045,    0,    0, 015
