AL, 76, 2019070812, 03, AC00, 000, 333N,  837W,   7, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 006, 326N,  832W,   9, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 012, 321N,  835W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 018, 313N,  839W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 024, 308N,  843W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 030, 303N,  847W,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 036, 293N,  851W,  12, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 042, 288N,  859W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 048, 286N,  867W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 054, 280N,  875W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 060, 277N,  878W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 066, 278N,  885W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 072, 280N,  890W,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 078, 281N,  891W,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 084, 284N,  895W,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 090, 287N,  904W,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 096, 288N,  912W,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 102, 287N,  918W,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 108, 288N,  924W,  29, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 114, 291N,  928W,  32, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 120, 296N,  930W,  35, 1002, XX,  34, NEQ, 0000, 0090, 0000, 0000
AL, 76, 2019070812, 03, AC00, 126, 302N,  934W,  37, 1003, XX,  34, NEQ, 0000, 0103, 0000, 0000
AL, 76, 2019070812, 03, AC00, 132, 307N,  937W,  36, 1002, XX,  34, NEQ, 0000, 0080, 0000, 0000
AL, 76, 2019070812, 03, AC00, 138, 309N,  941W,  38, 1002, XX,  34, NEQ, 0000, 0127, 0000, 0000
AL, 76, 2019070812, 03, AC00, 144, 313N,  940W,  36, 1002, XX,  34, NEQ, 0000, 0136, 0000, 0000
AL, 76, 2019070812, 03, AC00, 150, 317N,  940W,  33, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 156, 317N,  940W,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 162, 318N,  945W,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 168, 320N,  947W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 174, 320N,  950W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 180, 318N,  953W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 186, 316N,  958W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 192, 314N,  960W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 198, 312N,  952W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 204, 311N,  955W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 210, 312N,  962W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 216, 307N,  962W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 222, 304N,  962W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 228, 303N,  959W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 234, 307N,  950W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AC00, 240, 310N,  943W,  14, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 000, 333N,  836W,   8, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 006, 326N,  833W,  10, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 012, 321N,  835W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 018, 313N,  839W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 024, 308N,  843W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 030, 303N,  847W,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 036, 296N,  851W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 042, 290N,  859W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 048, 288N,  867W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 054, 282N,  876W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 060, 279N,  879W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 066, 278N,  886W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 072, 280N,  891W,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 078, 281N,  894W,  27, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 084, 284N,  898W,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 090, 286N,  906W,  29, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 096, 288N,  912W,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 102, 289N,  917W,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 108, 290N,  923W,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 114, 292N,  929W,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 120, 297N,  931W,  33, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 126, 302N,  934W,  33, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 132, 307N,  936W,  30, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 138, 311N,  939W,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 144, 315N,  938W,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 76, 2019070812, 03, AEMN, 150, 319N,  938W,  29, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
