WP, 97, 2021070412, 03,  UKM,   0, 157N, 1164E,  27, 1004, TD,   0,    ,    0,    0,    0,    0,     ,     , 266,    ,    ,   W,    ,    ,    ,    ,        97W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 97, 2021070500, 03,  UKM,   0, 153N, 1149E,  20, 1004, TD,   0,    ,    0,    0,    0,    0,     ,     , 190,    ,    ,   W,    ,    ,    ,    ,        97W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 97, 2021070506, 03, CTCX, 000, 154N, 1137E,  18, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 079
WP, 97, 2021070506, 03, CTCX, 006, 150N, 1126E,  30, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 004
WP, 97, 2021070506, 03, CTCX, 012, 147N, 1119E,  34, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 022
WP, 97, 2021070506, 03, CTCX, 018, 150N, 1120E,  34, 1000, XX,  34, NEQ, 0276, 0000, 0000, 0000,    0,    0, 061
WP, 97, 2021070506, 03, CTCX, 024, 155N, 1121E,  33, 1000, XX,  34, NEQ, 0000, 0243, 0226, 0000,    0,    0, 019
WP, 97, 2021070506, 03, CTCX, 030, 161N, 1121E,  30,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 076
WP, 97, 2021070506, 03, CTCX, 036, 169N, 1119E,  33, 1000, XX,  34, NEQ, 0270, 0254, 0000, 0000,    0,    0, 104
WP, 97, 2021070506, 03, CTCX, 042, 178N, 1113E,  38,  999, XX,  34, NEQ, 0197, 0301, 0000, 0000,    0,    0, 025
WP, 97, 2021070506, 03, CTCX, 048, 184N, 1109E,  34,  999, XX,  34, NEQ, 0000, 0047, 0117, 0000,    0,    0, 047
WP, 97, 2021070506, 03, CTCX, 054, 192N, 1099E,  34,  996, XX,  34, NEQ, 0222, 0000, 0000, 0000,    0,    0, 105
WP, 97, 2021070506, 03, CTCX, 060, 202N, 1085E,  36,  998, XX,  34, NEQ, 0065, 0154, 0000, 0066,    0,    0, 039
WP, 97, 2021070506, 03, CTCX, 066, 209N, 1069E,  39,  997, XX,  34, NEQ, 0090, 0047, 0013, 0000,    0,    0, 011
WP, 97, 2021070506, 03, CTCX, 072, 214N, 1050E,  22,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 056
WP, 97, 2021070512, 03, CTCX, 000, 150N, 1124E,  20, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 022
WP, 97, 2021070512, 03, CTCX, 006, 148N, 1117E,  35, 1001, XX,  34, NEQ, 0000, 0023, 0000, 0000,    0,    0, 021
WP, 97, 2021070512, 03, CTCX, 012, 152N, 1118E,  34, 1000, XX,  34, NEQ, 0251, 0162, 0211, 0000,    0,    0, 026
WP, 97, 2021070512, 03, CTCX, 018, 158N, 1115E,  30, 1000, XX,  34, NEQ, 0000, 0277, 0000, 0119,    0,    0, 049
WP, 97, 2021070512, 03, CTCX, 024, 162N, 1114E,  31, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 026
WP, 97, 2021070512, 03, CTCX, 030, 170N, 1107E,  35,  999, XX,  34, NEQ, 0000, 0071, 0000, 0000,    0,    0, 071
WP, 97, 2021070512, 03, CTCX, 036, 178N, 1103E,  42,  998, XX,  34, NEQ, 0243, 0245, 0082, 0000,    0,    0, 025
WP, 97, 2021070512, 03, CTCX, 042, 181N, 1098E,  49,  993, XX,  34, NEQ, 0314, 0111, 0060, 0018,    0,    0, 013
WP, 97, 2021070512, 03, CTCX, 048, 186N, 1090E,  36,  997, XX,  34, NEQ, 0206, 0021, 0000, 0000,    0,    0, 021
WP, 97, 2021070512, 03, CTCX, 054, 196N, 1079E,  36, 1000, XX,  34, NEQ, 0070, 0042, 0000, 0000,    0,    0, 038
WP, 97, 2021070512, 03, CTCX, 060, 204N, 1062E,  37,  998, XX,  34, NEQ, 0117, 0000, 0000, 0000,    0,    0, 089
WP, 97, 2021070512, 03, CTCX, 066, 208N, 1053E,  27,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 038
WP, 97, 2021070512, 03,  UKM,   0, 154N, 1132E,  21, 1002, TD,   0,    ,    0,    0,    0,    0,     ,     , 316,    ,    ,   W,    ,    ,    ,    ,        97W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 97, 2021070518, 03, CTCX, 000, 146N, 1119E,  23, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 045
WP, 97, 2021070518, 03, CTCX, 006, 150N, 1118E,  38, 1000, XX,  34, NEQ, 0000, 0046, 0035, 0000,    0,    0, 041
WP, 97, 2021070518, 03, CTCX, 012, 159N, 1115E,  37,  999, XX,  34, NEQ, 0000, 0322, 0000, 0117,    0,    0, 101
WP, 97, 2021070518, 03, CTCX, 018, 165N, 1109E,  32,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 034
WP, 97, 2021070518, 03, CTCX, 024, 168N, 1103E,  52,  998, XX,  34, NEQ, 0269, 0201, 0052, 0056,    0,    0, 013
WP, 97, 2021070518, 03, CTCX, 024, 168N, 1103E,  52,  998, XX,  50, NEQ, 0000, 0000, 0013, 0000,    0,    0, 013
WP, 97, 2021070518, 03, CTCX, 030, 176N, 1103E,  51,  993, XX,  34, NEQ, 0177, 0031, 0026, 0014,    0,    0, 017
WP, 97, 2021070518, 03, CTCX, 030, 176N, 1103E,  51,  993, XX,  50, NEQ, 0000, 0017, 0000, 0000,    0,    0, 017
WP, 97, 2021070518, 03, CTCX, 036, 179N, 1096E,  46,  994, XX,  34, NEQ, 0036, 0108, 0000, 0000,    0,    0, 024
WP, 97, 2021070518, 03, CTCX, 042, 185N, 1090E,  37,  997, XX,  34, NEQ, 0000, 0000, 0033, 0000,    0,    0, 031
