AL, 96, 2005112812, 03,  NGX,   0, 304N,  469W,  31, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112812, 03,  NGX,  12, 302N,  488W,  34, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112812, 03,  NGX,  24, 300N,  500W,  30, 1000, XX,  34, NEQ,  301,    0,    0,  246, 
AL, 96, 2005112812, 03,  NGX,  36, 303N,  510W,  25, 1000, XX,  34, NEQ,  340,    0,    0,  343, 
AL, 96, 2005112812, 03,  NGX,  48, 309N,  525W,  23, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112812, 03,  NGX,  60, 317N,  545W,  20, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112812, 03,  NGX,  72, 331N,  560W,  17, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112812, 03,  NGX,  84, 349N,  565W,  16, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112812, 03,  NGX,  96, 353N,  558W,  17, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 01, CARQ, -24, 306N,  469W,  25,    0, EX,  34, AAA,    0,    0,    0,    0, 
AL, 96, 2005112818, 01, CARQ, -18, 305N,  470W,  30,    0, EX,  34, AAA,    0,    0,    0,    0, 
AL, 96, 2005112818, 01, CARQ, -12, 305N,  471W,  30,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 270,   1, 
AL, 96, 2005112818, 01, CARQ,  -6, 305N,  473W,  35,    0, EX,  34, AAA,    0,    0,    0,    0, 
AL, 96, 2005112818, 01, CARQ,   0, 306N,  475W,  35,  995, EX,  34, NEQ,    0,    0,    0,  150, 1006,  300, 130,   0,   0,   L,   0,   X, 275,   2,     INVEST, D, 
AL, 96, 2005112818, 01, CARQ,   0, 306N,  475W,  35,  995, EX,  50, NEQ,    0,    0,    0,    0, 1006,  300, 130,   0,   0,   L,   0,   X, 275,   2,     INVEST, D, 
AL, 96, 2005112818, 01, CARQ,   0, 306N,  475W,  35,  995, EX,  64, NEQ,    0,    0,    0,    0, 1006,  300, 130,   0,   0,   L,   0,   X, 275,   2,     INVEST, D, 
AL, 96, 2005112818, 03, A90E,   0, 306N,  475W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E,  12, 310N,  479W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E,  24, 319N,  491W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E,  36, 331N,  514W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E,  48, 339N,  545W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E,  60, 354N,  573W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E,  72, 366N,  556W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E,  84, 374N,  529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E,  96, 387N,  508W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E, 108, 387N,  472W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A90E, 120, 391N,  451W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E,   0, 306N,  475W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E,  12, 310N,  479W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E,  24, 319N,  491W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E,  36, 331N,  513W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E,  48, 339N,  544W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E,  60, 355N,  572W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E,  72, 366N,  557W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E,  84, 374N,  532W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E,  96, 387N,  511W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E, 108, 386N,  475W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, A98E, 120, 391N,  454W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,   0, 304N,  478W,  32,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,   6, 303N,  484W,  31,  999, XX,  34, NEQ,  650,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  12, 307N,  488W,  29,  997, XX,  34, NEQ,  322,    0,    0,  338, 
AL, 96, 2005112818, 03, AC00,  18, 308N,  497W,  30,  999, XX,  34, NEQ,    0,    0,    0,  335, 
AL, 96, 2005112818, 03, AC00,  24, 312N,  502W,  28,  999, XX,  34, NEQ,    0,    0,    0,  329, 
AL, 96, 2005112818, 03, AC00,  30, 313N,  505W,  25, 1000, XX,  34, NEQ,    0,    0,    0,  344, 
AL, 96, 2005112818, 03, AC00,  36, 313N,  512W,  23,  999, XX,  34, NEQ,    0,    0,    0,  343, 
AL, 96, 2005112818, 03, AC00,  42, 312N,  523W,  24, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  48, 318N,  530W,  23,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  54, 320N,  540W,  24, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  60, 321N,  546W,  20,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  66, 321N,  542W,  21, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  72, 329N,  540W,  20,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  78, 332N,  532W,  20,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  84, 337N,  525W,  18,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  90, 339N,  514W,  18, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00,  96, 343N,  494W,  18, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 102, 347N,  475W,  18, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 108, 350N,  459W,  18, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 114, 358N,  442W,  15, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 120, 364N,  424W,  14, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 126, 371N,  409W,  14, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 132, 377N,  396W,  13, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 138, 384N,  386W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 144, 401N,  376W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 150, 432N,  367W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 156, 441N,  352W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 162, 436N,  336W,  28, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 168, 432N,  320W,  33, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 174, 423N,  307W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 180, 418N,  303W,  31, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 186, 410N,  303W,  32, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 192, 403N,  312W,  33, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 198, 395N,  322W,  32, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 204, 387N,  330W,  34, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AC00, 210, 374N,  341W,  30, 1008, XX,  34, NEQ,  228,    0,    0,  233, 
AL, 96, 2005112818, 03, AC00, 216, 364N,  345W,  28, 1006, XX,  34, NEQ,    0,    0,    0,  256, 
AL, 96, 2005112818, 03, AC00, 222, 349N,  345W,  15, 1007, XX,  34, NEQ,  301,    0,    0,  327, 
AL, 96, 2005112818, 03, AC00, 228, 332N,  344W,  14, 1005, XX,  34, NEQ,  347,    0,    0,  645, 
AL, 96, 2005112818, 03, AEMN,   0, 304N,  479W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,   6, 302N,  485W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  12, 304N,  490W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  18, 304N,  497W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  24, 309N,  499W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  30, 314N,  500W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  36, 317N,  506W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  42, 323N,  511W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  48, 325N,  520W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  54, 327N,  529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  60, 329N,  538W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  66, 334N,  540W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  72, 340N,  542W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  78, 345N,  539W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  84, 356N,  537W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  90, 367N,  533W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN,  96, 379N,  528W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 102, 389N,  516W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 108, 399N,  505W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 114, 371N,  464W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 120, 378N,  448W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 126, 338N,  420W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 132, 341N,  404W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 138, 345N,  392W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 144, 349N,  380W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 150, 352N,  369W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 156, 354N,  361W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AEMN, 162, 354N,  351W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,   0, 302N,  479W,  34,  999, XX,  34, NEQ,    0,    0,    0,  172, 
AL, 96, 2005112818, 03, AN01,   6, 305N,  485W,  31, 1000, XX,  34, NEQ,  341,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,  12, 311N,  492W,  33,  999, XX,  34, NEQ,  333,    0,    0,  294, 
AL, 96, 2005112818, 03, AN01,  18, 313N,  504W,  35, 1000, XX,  34, NEQ,  640,    0,    0,  297, 
AL, 96, 2005112818, 03, AN01,  24, 315N,  514W,  37,  999, XX,  34, NEQ,  650,    0,    0,  331, 
AL, 96, 2005112818, 03, AN01,  30, 316N,  522W,  33,  999, XX,  34, NEQ,  345,    0,    0,  340, 
AL, 96, 2005112818, 03, AN01,  36, 313N,  538W,  34,  998, XX,  34, NEQ,  645,    0,    0,  650, 
AL, 96, 2005112818, 03, AN01,  42, 310N,  550W,  36,  999, XX,  34, NEQ,  315,    0,    0,  305, 
AL, 96, 2005112818, 03, AN01,  48, 309N,  556W,  30,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,  54, 307N,  559W,  27,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,  60, 305N,  560W,  26,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,  66, 307N,  556W,  24,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,  72, 310N,  549W,  23,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,  78, 311N,  538W,  24,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,  84, 312N,  527W,  23,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,  90, 316N,  510W,  23, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01,  96, 319N,  494W,  25,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 102, 322N,  475W,  21, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 108, 322N,  460W,  22, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 114, 326N,  445W,  22, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 120, 331N,  430W,  20, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 126, 332N,  417W,  21, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 132, 339N,  403W,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 138, 345N,  394W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 144, 344N,  381W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 150, 349N,  370W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 156, 357N,  366W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN01, 162, 361N,  360W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 96, 2005112818, 03, AN02,   0, 298N,  486W,  37,  999, XX,  34, NEQ,  267,    0,    0,  199, 
AL, 96, 2005112818, 03, AN02,   6, 293N,  493W,  36, 1000, XX,  34, NEQ,  285,    0,    0,  238, 
AL, 96, 2005112818, 03, AN02,  12, 293N,  498W,  33,  999, XX,  34, NEQ,  640,    0,    0,  645, 
