IO, 90, 2022030318, 01, CARQ,   0, 089N, 0833E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  165,  30,   0,   0,   B,   0,   X, 310,  11,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO902022, JTWC, NCEP_TCVITALS, 
IO, 90, 2022030318, 01, CARQ,   0, 089N, 0833E,  25, 1004, XX,  50, NEQ,    0,    0,    0,    0, 1007,  165,  30,   0,   0,   B,   0,   X, 310,  11,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO902022, JTWC, NCEP_TCVITALS, 
IO, 90, 2022030318, 01, CARQ,   0, 089N, 0833E,  25, 1004, XX,  64, NEQ,    0,    0,    0,    0, 1007,  165,  30,   0,   0,   B,   0,   X, 310,  11,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO902022, JTWC, NCEP_TCVITALS, 
IO, 90, 2022030318, 03, AC00, 000,  90N,  835E,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 006,  93N,  827E,  32, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 012,  95N,  823E,  35, 1005, XX,  34, NEQ, 0000, 0060, 0000, 0000
IO, 90, 2022030318, 03, AC00, 018, 100N,  825E,  32, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 024, 107N,  825E,  33, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 030, 109N,  822E,  35, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0038
IO, 90, 2022030318, 03, AC00, 036, 112N,  823E,  34, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 042, 112N,  821E,  38,  999, XX,  34, NEQ, 0030, 0000, 0039, 0048
IO, 90, 2022030318, 03, AC00, 048, 111N,  821E,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 054, 109N,  818E,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 060, 108N,  814E,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 066, 107N,  810E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 072, 106N,  805E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 078, 105N,  799E,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 084, 104N,  789E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AC00, 090, 111N,  782E,  16, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 000,  90N,  835E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 006,  93N,  826E,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 012,  94N,  823E,  33, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 018,  99N,  824E,  35, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 024, 104N,  823E,  34, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 030, 106N,  820E,  35, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 036, 108N,  818E,  35, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 042, 108N,  818E,  35, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 048, 107N,  816E,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 054, 105N,  812E,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 060, 104N,  808E,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 066, 103N,  804E,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 072, 101N,  800E,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 078,  99N,  794E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 084,  97N,  792E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 090,  97N,  789E,  16, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2022030318, 03, AEMN, 096,  95N,  789E,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
