WP, 90, 2023040906, 01, CARQ,   0, 091N, 1371E,  15, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1006,  220,  90,   0,   0,   W,   0,   X, 280,   4,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP902023, JTWC, NCEP_TCVITALS, 
WP, 90, 2023040906, 01, CARQ,   0, 091N, 1371E,  15, 1004, XX,  50, NEQ,    0,    0,    0,    0, 1006,  220,  90,   0,   0,   W,   0,   X, 280,   4,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP902023, JTWC, NCEP_TCVITALS, 
WP, 90, 2023040906, 01, CARQ,   0, 091N, 1371E,  15, 1004, XX,  64, NEQ,    0,    0,    0,    0, 1006,  220,  90,   0,   0,   W,   0,   X, 280,   4,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP902023, JTWC, NCEP_TCVITALS, 
WP, 90, 2023040906, 03, CTCX, 000,  86N, 1360E,  15, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 088
WP, 90, 2023040906, 03, CTCX, 006,  90N, 1354E,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
WP, 90, 2023040906, 03, CTCX, 012,  92N, 1347E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 069
WP, 90, 2023040906, 03, CTCX, 018,  99N, 1339E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 90, 2023040906, 03, CTCX, 024, 109N, 1328E,  23, 1004, XX,  34, NEQ, 0262, 0000, 0000, 0134,    0,    0, 088
WP, 90, 2023040906, 03, CTCX, 030, 120N, 1312E,  37, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0102,    0,    0, 100
WP, 90, 2023040906, 03, CTCX, 036, 123N, 1293E,  34, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0106,    0,    0, 106
WP, 90, 2023040906, 03, CTCX, 042, 128N, 1282E,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
WP, 90, 2023040906, 03, CTCX, 048, 126N, 1269E,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 078
WP, 90, 2023040906, 03, CTCX, 054, 126N, 1262E,  30, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 089
WP, 90, 2023040906, 03, CTCX, 060, 128N, 1253E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 080
WP, 90, 2023040906, 03, CTCX, 066, 130N, 1244E,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 098
WP, 90, 2023040906, 03, CTCX, 072, 132N, 1239E,  38, 1002, XX,  34, NEQ, 0000, 0095, 0000, 0000,    0,    0, 089
WP, 90, 2023040906, 03, CTCX, 078, 134N, 1235E,  40, 1003, XX,  34, NEQ, 0000, 0037, 0051, 0000,    0,    0, 035
WP, 90, 2023040906, 03, CTCX, 084, 136N, 1231E,  40, 1000, XX,  34, NEQ, 0059, 0045, 0058, 0000,    0,    0, 047
WP, 90, 2023040906, 03, CTCX, 090, 138N, 1225E,  45, 1001, XX,  34, NEQ, 0050, 0055, 0032, 0063,    0,    0, 037
WP, 90, 2023040906, 03, CTCX, 096, 141N, 1219E,  45,  999, XX,  34, NEQ, 0053, 0072, 0050, 0034,    0,    0, 020
