AL, 87, 2007072312, 01, CARQ, -24, 120N,  523W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 87, 2007072312, 01, CARQ, -18, 121N,  535W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 87, 2007072312, 01, CARQ, -12, 121N,  540W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 275,   5, 
AL, 87, 2007072312, 01, CARQ,  -6, 122N,  546W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 87, 2007072312, 01, CARQ,   0, 122N,  552W,  20, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   L,   0,   X, 275,   6,       TEST, D, 
AL, 87, 2007072312, 01, CARQ,   0, 122N,  552W,  20, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   L,   0,   X, 275,   6,       TEST, D, 
AL, 87, 2007072312, 01, CARQ,   0, 122N,  552W,  20, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   L,   0,   X, 275,   6,       TEST, D, 
AL, 87, 2007072312, 03, BAMD,  12, 125N,  579W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 87, 2007072312, 03, BAMD,  24, 129N,  605W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 87, 2007072312, 03, BAMD,  36, 135N,  631W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 87, 2007072312, 03, BAMD,  48, 142N,  654W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 87, 2007072312, 03, BAMD,  60, 150N,  675W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 87, 2007072312, 03, BAMD,  72, 156N,  695W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 87, 2007072312, 03, BAMD,  84, 161N,  714W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 87, 2007072312, 03, BAMD,  96, 164N,  730W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 87, 2007072312, 03, BAMD, 108, 168N,  746W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
