AL, 81, 2005111112, 01, CARQ, -24,  84N,  813W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 81, 2005111112, 01, CARQ, -18,  82N,  813W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 81, 2005111112, 01, CARQ, -12,  82N,  811W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,  71,   2, 
AL, 81, 2005111112, 01, CARQ,  -6,  83N,  810W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 81, 2005111112, 01, CARQ,   0,  85N,  810W,  20, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1011,  150,  45,   0,   0,   L,   0,   X,   0,   1,     NONAME, D, 
AL, 81, 2005111112, 01, CARQ,   0,  85N,  810W,  20, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1011,  150,  45,   0,   0,   L,   0,   X,   0,   1,     NONAME, D, 
AL, 81, 2005111112, 01, CARQ,   0,  85N,  810W,  20, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1011,  150,  45,   0,   0,   L,   0,   X,   0,   1,     NONAME, D, 
AL, 81, 2005111112, 03, A90E,   0,  85N,  810W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E,  12,  87N,  814W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E,  24,  90N,  822W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E,  36,  92N,  828W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E,  48,  97N,  828W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E,  60, 102N,  829W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E,  72, 111N,  827W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E,  84, 121N,  827W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E,  96, 129N,  830W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E, 108, 135N,  833W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A90E, 120, 141N,  833W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E,   0,  85N,  810W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E,  12,  87N,  814W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E,  24,  89N,  822W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E,  36,  91N,  828W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E,  48,  96N,  829W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E,  60, 101N,  830W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E,  72, 110N,  828W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E,  84, 119N,  828W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E,  96, 126N,  832W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E, 108, 132N,  835W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A98E, 120, 138N,  834W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A9UK,   0,  85N,  810W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A9UK,  12,  87N,  814W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A9UK,  24,  90N,  822W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A9UK,  36,  92N,  828W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A9UK,  48,  97N,  831W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A9UK,  60, 103N,  833W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, A9UK,  72, 114N,  835W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD,  12,  91N,  819W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD,  24,  98N,  828W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD,  36, 106N,  839W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD,  48, 112N,  852W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD,  60, 118N,  868W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD,  72, 124N,  886W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD,  84, 132N,  903W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD,  96, 140N,  919W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD, 108, 150N,  935W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMD, 120, 161N,  949W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM,  12,  88N,  819W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM,  24,  92N,  829W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM,  36,  96N,  838W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM,  48, 100N,  851W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM,  60, 104N,  865W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM,  72, 107N,  879W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM,  84, 109N,  891W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM,  96, 109N,  901W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM, 108, 110N,  913W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMM, 120, 112N,  926W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMS,  12,  86N,  820W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMS,  24,  88N,  828W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMS,  36,  91N,  836W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMS,  48,  92N,  848W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMS,  60,  92N,  862W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMS,  72,  90N,  876W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMS,  84,  90N,  886W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMS,  96,  86N,  894W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 81, 2005111112, 03, BAMS, 108,  85N,  901W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
