SH, 10, 2004012406, 72, JAVN,   0, 120S,  618E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN,  12, 146S,  604E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN,  24, 151S,  587E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN,  36, 142S,  618E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN,  48, 170S,  630E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN,  60, 182S,  645E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN,  72, 190S,  656E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN,  84, 209S,  661E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN,  96, 230S,  667E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN, 108, 240S,  672E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012406, 72, JAVN, 120, 239S,  676E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 71, JNGP,   0,  81S,  638E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 72, JAVN,   0, 130S,  620E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 72, JAVN,  12, 147S,  608E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 72, JAVN,  24, 143S,  618E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 72, JAVN,  36, 134S,  628E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 72, JAVN,  48, 130S,  642E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 72, JAVN,  60, 128S,  644E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 72, JAVN,  72, 127S,  648E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 72, JAVN,  84, 117S,  643E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 10, 2004012412, 72, JAVN,  96, 113S,  648E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
