WP, 93, 2004111312, 72, JAVN,   0,  95N, 1357E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111312, 72, JAVN,  12,  95N, 1344E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111312, 72, JAVN,  24, 105N, 1343E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111312, 73, JUKM,   0,  85N, 1358E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111312, 73, JUKM,  12,  95N, 1349E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111312, 73, JUKM,  24,  95N, 1321E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111312, 73, JUKM,  36, 105N, 1297E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111312, 73, JUKM,  48, 116N, 1285E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111312, 73, JUKM,  60, 125N, 1279E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111312, 73, JUKM,  72, 127N, 1284E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP,   0,  85N, 1348E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP,  12,  90N, 1315E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP,  24,  98N, 1295E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP,  36, 106N, 1283E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP,  48, 115N, 1272E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP,  60, 105N, 1247E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP,  72, 115N, 1231E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP,  84, 116N, 1224E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP,  96, 120N, 1205E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP, 108, 126N, 1192E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 71, JNGP, 120, 126N, 1174E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN,   0, 104N, 1364E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN,  12, 105N, 1320E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN,  24, 106N, 1284E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN,  36, 125N, 1286E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN,  48, 120N, 1265E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN,  60, 133N, 1256E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN,  72, 125N, 1255E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN,  84, 130N, 1265E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN,  96, 129N, 1265E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN, 108, 125N, 1256E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 93, 2004111318, 72, JAVN, 120, 105N, 1240E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
