EP, 15, 2014091012, 03, GFDN,   0, 148N, 1028W,  33, 1002
EP, 15, 2014091012, 03, GFDN,   6, 150N, 1036W,  46, 1000
EP, 15, 2014091012, 03, GFDN,  12, 151N, 1042W,  40,  999
EP, 15, 2014091012, 03, GFDN,  18, 149N, 1044W,  43,  997
EP, 15, 2014091012, 03, GFDN,  24, 142N, 1045W,  51,  993
EP, 15, 2014091012, 03, GFDN,  30, 137N, 1042W,  49,  991
EP, 15, 2014091012, 03, GFDN,  36, 134N, 1040W,  58,  985
EP, 15, 2014091012, 03, GFDN,  42, 137N, 1034W,  57,  985
EP, 15, 2014091012, 03, GFDN,  48, 141N, 1036W,  57,  982
EP, 15, 2014091012, 03, GFDN,  54, 144N, 1036W,  53,  979
EP, 15, 2014091012, 03, GFDN,  60, 149N, 1036W,  60,  974
EP, 15, 2014091012, 03, GFDN,  66, 155N, 1039W,  63,  973
EP, 15, 2014091012, 03, GFDN,  72, 161N, 1045W,  70,  971
EP, 15, 2014091012, 03, GFDN,  78, 165N, 1051W,  73,  968
EP, 15, 2014091012, 03, GFDN,  84, 172N, 1056W,  74,  964
EP, 15, 2014091012, 03, GFDN,  90, 179N, 1062W,  75,  963
EP, 15, 2014091012, 03, GFDN,  96, 189N, 1069W,  92,  958
EP, 15, 2014091012, 03, GFDN, 102, 200N, 1079W,  82,  957
EP, 15, 2014091012, 03, GFDN, 108, 210N, 1088W,  85,  956
EP, 15, 2014091012, 03, GFDN, 114, 217N, 1098W,  91,  955
EP, 15, 2014091012, 03, GFDN, 120, 226N, 1105W,  92,  954
EP, 15, 2014091012, 03, GFDN, 126, 234N, 1113W,  88,  954
EP, 15, 2014091012, 03, NG01, 000, 149N, 1019W,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 006, 154N, 1021W,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 012, 156N, 1024W,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 018, 157N, 1027W,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 024, 164N, 1032W,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 030, 158N, 1041W,  29, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 036, 159N, 1042W,  28, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 042, 160N, 1043W,  33, 1001, XX,  34, NEQ, 0000, 0193, 0000, 0000
EP, 15, 2014091012, 03, NG01, 048, 163N, 1047W,  36,  998, XX,  34, NEQ, 0000, 0222, 0169, 0000
EP, 15, 2014091012, 03, NG01, 054, 166N, 1050W,  40,  999, XX,  34, NEQ, 0000, 0227, 0162, 0196
EP, 15, 2014091012, 03, NG01, 060, 169N, 1054W,  38,  996, XX,  34, NEQ, 0000, 0266, 0231, 0160
EP, 15, 2014091012, 03, NG01, 066, 174N, 1057W,  42,  997, XX,  34, NEQ, 0000, 0246, 0224, 0131
EP, 15, 2014091012, 03, NG01, 072, 180N, 1061W,  39,  995, XX,  34, NEQ, 0000, 0266, 0385, 0325
EP, 15, 2014091012, 03, NG01, 078, 187N, 1069W,  40,  996, XX,  34, NEQ, 0000, 0216, 0219, 0155
EP, 15, 2014091012, 03, NG01, 084, 197N, 1078W,  37,  995, XX,  34, NEQ, 0000, 0165, 0175, 0000
EP, 15, 2014091012, 03, NG01, 090, 205N, 1088W,   0,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 096, 214N, 1098W,   0,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 102, 226N, 1109W,   0,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 108, 237N, 1119W,   0,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 114, 248N, 1131W,   0,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 15, 2014091012, 03, NG01, 120, 260N, 1141W,   0,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
