AL, 11, 2008092600, 03,  UKM,   0, 241N,  682W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  12, 256N,  684W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  24, 278N,  689W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  36, 301N,  696W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  48, 328N,  696W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  60, 364N,  694W,  42,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  72, 403N,  679W,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  84, 444N,  673W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  96, 465N,  667W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM, 108, 474N,  682W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM, 120, 464N,  690W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM, 132, 447N,  683W,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM, 144, 437N,  682W,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,   0, 241N,  682W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  12, 256N,  684W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  24, 278N,  689W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  36, 301N,  696W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  48, 328N,  696W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  60, 364N,  694W,  42,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  72, 403N,  679W,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  84, 444N,  673W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM,  96, 465N,  667W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM, 108, 474N,  682W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM, 120, 464N,  690W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM, 132, 447N,  683W,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092600, 03,  UKM, 144, 437N,  682W,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,   0, 267N,  683W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,  12, 288N,  694W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,  24, 310N,  695W,  40,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,  36, 342N,  695W,  41,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,  48, 378N,  690W,  42,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,  60, 421N,  682W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,  72, 445N,  662W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,  84, 471N,  660W,  40,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,  96, 463N,  679W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM, 108, 465N,  647W,  31,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM, 120, 470N,  645W,  22,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM, 132, 492N,  606W,  18,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM, 144, 496N,  594W,  16,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 11, 2008092612, 03,  UKM,   0, 267N,  683W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
