IO, 02, 2023060606, 01, CARQ,   0, 119N, 0660E,  50,  994, XX,  34, NEQ,   20,   20,   45,  105, 1009,  170,  40,   0,   0,   A,   0,   X, 335,   3,        TWO, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO022023, JTWC, NCEP_TCVITALS, 
IO, 02, 2023060606, 01, CARQ,   0, 119N, 0660E,  50,  994, XX,  50, NEQ,    0,    0,    0,    0, 1009,  170,  40,   0,   0,   A,   0,   X, 335,   3,        TWO, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO022023, JTWC, NCEP_TCVITALS, 
IO, 02, 2023060606, 01, CARQ,   0, 119N, 0660E,  50,  994, XX,  64, NEQ,    0,    0,    0,    0, 1009,  170,  40,   0,   0,   A,   0,   X, 335,   3,        TWO, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO022023, JTWC, NCEP_TCVITALS, 
IO, 02, 2023060606, 03, AC00, 000, 118N,  659E,  53,  996, XX,  34, NEQ, 0045, 0065, 0052, 0046
IO, 02, 2023060606, 03, AC00, 000, 118N,  659E,  53,  996, XX,  50, NEQ, 0000, 0045, 0000, 0000
IO, 02, 2023060606, 03, AC00, 006, 123N,  659E,  48,  992, XX,  34, NEQ, 0057, 0084, 0079, 0051
IO, 02, 2023060606, 03, AC00, 012, 124N,  657E,  46,  994, XX,  34, NEQ, 0062, 0072, 0089, 0058
IO, 02, 2023060606, 03, AC00, 018, 126N,  657E,  53,  988, XX,  34, NEQ, 0050, 0071, 0081, 0051
IO, 02, 2023060606, 03, AC00, 018, 126N,  657E,  53,  988, XX,  50, NEQ, 0028, 0042, 0041, 0000
IO, 02, 2023060606, 03, AC00, 024, 132N,  660E,  57,  987, XX,  34, NEQ, 0060, 0072, 0077, 0045
IO, 02, 2023060606, 03, AC00, 024, 132N,  660E,  57,  987, XX,  50, NEQ, 0040, 0047, 0000, 0000
IO, 02, 2023060606, 03, AC00, 030, 138N,  656E,  59,  986, XX,  34, NEQ, 0074, 0076, 0088, 0058
IO, 02, 2023060606, 03, AC00, 030, 138N,  656E,  59,  986, XX,  50, NEQ, 0000, 0046, 0000, 0000
IO, 02, 2023060606, 03, AC00, 036, 140N,  650E,  55,  983, XX,  34, NEQ, 0058, 0058, 0073, 0060
IO, 02, 2023060606, 03, AC00, 036, 140N,  650E,  55,  983, XX,  50, NEQ, 0032, 0000, 0036, 0035
IO, 02, 2023060606, 03, AC00, 042, 144N,  647E,  64,  983, XX,  34, NEQ, 0065, 0074, 0081, 0068
IO, 02, 2023060606, 03, AC00, 042, 144N,  647E,  64,  983, XX,  50, NEQ, 0046, 0046, 0029, 0039
IO, 02, 2023060606, 03, AC00, 048, 144N,  641E,  72,  984, XX,  34, NEQ, 0061, 0068, 0087, 0042
IO, 02, 2023060606, 03, AC00, 048, 144N,  641E,  72,  984, XX,  50, NEQ, 0041, 0043, 0030, 0029
IO, 02, 2023060606, 03, AC00, 048, 144N,  641E,  72,  984, XX,  64, NEQ, 0029, 0000, 0000, 0000
IO, 02, 2023060606, 03, AC00, 054, 147N,  640E,  64,  979, XX,  34, NEQ, 0070, 0106, 0128, 0060
IO, 02, 2023060606, 03, AC00, 054, 147N,  640E,  64,  979, XX,  50, NEQ, 0043, 0052, 0047, 0036
IO, 02, 2023060606, 03, AC00, 054, 147N,  640E,  64,  979, XX,  64, NEQ, 0000, 0000, 0031, 0000
IO, 02, 2023060606, 03, AC00, 060, 153N,  637E,  66,  982, XX,  34, NEQ, 0078, 0121, 0135, 0076
IO, 02, 2023060606, 03, AC00, 060, 153N,  637E,  66,  982, XX,  50, NEQ, 0046, 0050, 0032, 0044
IO, 02, 2023060606, 03, AC00, 060, 153N,  637E,  66,  982, XX,  64, NEQ, 0044, 0000, 0000, 0000
IO, 02, 2023060606, 03, AC00, 066, 156N,  636E,  71,  975, XX,  34, NEQ, 0098, 0130, 0157, 0083
IO, 02, 2023060606, 03, AC00, 066, 156N,  636E,  71,  975, XX,  50, NEQ, 0060, 0067, 0053, 0059
IO, 02, 2023060606, 03, AC00, 066, 156N,  636E,  71,  975, XX,  64, NEQ, 0044, 0047, 0000, 0000
IO, 02, 2023060606, 03, AC00, 072, 159N,  631E,  75,  967, XX,  34, NEQ, 0116, 0158, 0177, 0097
IO, 02, 2023060606, 03, AC00, 072, 159N,  631E,  75,  967, XX,  50, NEQ, 0067, 0077, 0076, 0064
IO, 02, 2023060606, 03, AC00, 072, 159N,  631E,  75,  967, XX,  64, NEQ, 0056, 0046, 0053, 0047
IO, 02, 2023060606, 03, AC00, 078, 162N,  630E,  85,  958, XX,  34, NEQ, 0103, 0186, 0174, 0095
IO, 02, 2023060606, 03, AC00, 078, 162N,  630E,  85,  958, XX,  50, NEQ, 0067, 0084, 0080, 0069
IO, 02, 2023060606, 03, AC00, 078, 162N,  630E,  85,  958, XX,  64, NEQ, 0051, 0058, 0055, 0048
IO, 02, 2023060606, 03, AC00, 084, 166N,  628E,  87,  960, XX,  34, NEQ, 0113, 0189, 0191, 0093
IO, 02, 2023060606, 03, AC00, 084, 166N,  628E,  87,  960, XX,  50, NEQ, 0069, 0066, 0082, 0067
IO, 02, 2023060606, 03, AC00, 084, 166N,  628E,  87,  960, XX,  64, NEQ, 0053, 0055, 0048, 0045
IO, 02, 2023060606, 03, AC00, 090, 169N,  626E,  85,  954, XX,  34, NEQ, 0144, 0237, 0233, 0094
IO, 02, 2023060606, 03, AC00, 090, 169N,  626E,  85,  954, XX,  50, NEQ, 0065, 0089, 0103, 0066
IO, 02, 2023060606, 03, AC00, 090, 169N,  626E,  85,  954, XX,  64, NEQ, 0054, 0060, 0057, 0049
IO, 02, 2023060606, 03, AC00, 096, 172N,  623E,  90,  954, XX,  34, NEQ, 0134, 0232, 0327, 0111
IO, 02, 2023060606, 03, AC00, 096, 172N,  623E,  90,  954, XX,  50, NEQ, 0075, 0087, 0100, 0079
IO, 02, 2023060606, 03, AC00, 096, 172N,  623E,  90,  954, XX,  64, NEQ, 0059, 0062, 0061, 0054
