AL, 93, 2008091900, 01, CARQ, -24, 129N,  579W,  15,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, 93, 2008091900, 01, CARQ, -18, 129N,  583W,  20,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, 93, 2008091900, 01, CARQ, -12, 129N,  588W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 270,   5, 
AL, 93, 2008091900, 01, CARQ,  -6, 129N,  593W,  20,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, 93, 2008091900, 01, CARQ,   0, 129N,  598W,  20, 1010, LO,  34, NEQ,    0,    0,    0,    0, 1012,  150,  40,   0,   0,   L,   0,   X, 270,   5,     INVEST, M, 
AL, 93, 2008091900, 01, CARQ,   0, 129N,  598W,  20, 1010, LO,  50, NEQ,    0,    0,    0,    0, 1012,  150,  40,   0,   0,   L,   0,   X, 270,   5,     INVEST, M, 
AL, 93, 2008091900, 01, CARQ,   0, 129N,  598W,  20, 1010, LO,  64, NEQ,    0,    0,    0,    0, 1012,  150,  40,   0,   0,   L,   0,   X, 270,   5,     INVEST, M, 
AL, 93, 2008091900, 03, AP05,   0, 132N,  604W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP05,   6, 133N,  623W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP05,  12, 133N,  628W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP05,  18, 139N,  638W,  14, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP10,   0, 135N,  604W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP10,   6, 134N,  615W,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP10,  12, 135N,  622W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP10,  18, 134N,  636W,  13, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP14,   0, 133N,  596W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP14,   6, 129N,  607W,  14, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP14,  12, 126N,  628W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP14,  18, 121N,  637W,  11, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP14,  24, 124N,  651W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP14,  30, 126N,  659W,  14, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP14,  36, 127N,  677W,  11, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP15,   0, 141N,  615W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP15,   6, 141N,  622W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP15,  12, 148N,  630W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP15,  18, 146N,  639W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP19,   0, 129N,  617W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP19,   6, 128N,  631W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP19,  12, 128N,  648W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP19,  18, 128N,  650W,  16, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, AP19,  24, 124N,  661W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, BAMD,  12, 132N,  611W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, BAMD,  24, 138N,  624W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, BAMD,  36, 145N,  637W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, BAMD,  48, 155N,  652W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, BAMD,  60, 166N,  667W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, BAMD,  72, 175N,  681W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, BAMD,  84, 182N,  693W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2008091900, 03, BAMD,  96, 187N,  702W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
