AL, 88, 2005083018, 01, CARQ, -24,  90N,  144W,  25,    0, TS,  34, AAA,    0,    0,    0,    0, 
AL, 88, 2005083018, 01, CARQ, -18,  93N,  166W,  25,    0, TS,  34, AAA,    0,    0,    0,    0, 
AL, 88, 2005083018, 01, CARQ, -12,  96N,  177W,  25,    0, TS,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 284,  11, 
AL, 88, 2005083018, 01, CARQ,  -6,  98N,  187W,  30,    0, TS,  34, AAA,    0,    0,    0,    0, 
AL, 88, 2005083018, 01, CARQ,   0,  99N,  199W,  35, 1009, TS,  34, NEQ,   70,  110,   70,   80, 1010,  150,   0,   0,   0,   L,   0,   X, 280,  11,       TEST, D, 
AL, 88, 2005083018, 01, CARQ,   0,  99N,  199W,  35, 1009, TS,  50, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   L,   0,   X, 280,  11,       TEST, D, 
AL, 88, 2005083018, 01, CARQ,   0,  99N,  199W,  35, 1009, TS,  64, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   L,   0,   X, 280,  11,       TEST, D, 
AL, 88, 2005083018, 03, A90E,   0,  99N,  199W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E,  12, 102N,  223W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E,  24, 104N,  250W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E,  36, 101N,  278W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E,  48,  92N,  305W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E,  60,  83N,  330W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E,  72,  78N,  350W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E,  84,  74N,  369W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E,  96,  72N,  389W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E, 108,  69N,  406W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A90E, 120,  74N,  421W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E,   0,  99N,  199W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E,  12, 102N,  223W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E,  24, 104N,  250W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E,  36, 101N,  277W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E,  48,  92N,  304W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E,  60,  84N,  328W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E,  72,  79N,  348W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E,  84,  75N,  367W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E,  96,  73N,  386W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E, 108,  70N,  402W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, A98E, 120,  76N,  416W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD,  12,  95N,  232W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD,  24,  89N,  267W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD,  36,  79N,  301W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD,  48,  69N,  332W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD,  60,  60N,  354W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD,  72,  59N,  368W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD,  84,  62N,  377W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD,  96,  70N,  384W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD, 108,  80N,  390W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMD, 120,  94N,  396W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM,  12,  93N,  229W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM,  24,  85N,  258W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM,  36,  77N,  284W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM,  48,  72N,  307W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM,  60,  74N,  321W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM,  72,  84N,  331W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM,  84,  99N,  339W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM,  96, 121N,  348W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM, 108, 145N,  363W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMM, 120, 170N,  387W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS,  12,  88N,  226W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS,  24,  78N,  251W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS,  36,  75N,  272W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS,  48,  77N,  289W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS,  60,  87N,  304W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS,  72, 102N,  319W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS,  84, 119N,  335W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS,  96, 137N,  353W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS, 108, 154N,  379W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, BAMS, 120, 167N,  410W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLIP,  12, 103N,  223W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLIP,  24, 109N,  250W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLIP,  36, 116N,  279W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLIP,  48, 124N,  310W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLIP,  72, 145N,  369W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLP5,  12, 104N,  223W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLP5,  24, 110N,  246W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLP5,  36, 116N,  272W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLP5,  48, 124N,  298W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2005083018, 03, CLP5,  60, 128N,  326W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
