CP, 80, 2008070112, 01, CARQ, -24, 189N, 1447W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
CP, 80, 2008070112, 01, CARQ, -18, 191N, 1459W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
CP, 80, 2008070112, 01, CARQ, -12, 192N, 1466W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 279,   6, 
CP, 80, 2008070112, 01, CARQ,  -6, 193N, 1472W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
CP, 80, 2008070112, 01, CARQ,   0, 194N, 1478W,  20, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   C,   0,   X, 280,   6,     INVEST, D, 
CP, 80, 2008070112, 01, CARQ,   0, 194N, 1478W,  20, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   C,   0,   X, 280,   6,     INVEST, D, 
CP, 80, 2008070112, 01, CARQ,   0, 194N, 1478W,  20, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   C,   0,   X, 280,   6,     INVEST, D, 
CP, 80, 2008070112, 03, BAMD,  12, 192N, 1487W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMD,  24, 187N, 1498W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMD,  36, 181N, 1512W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMD,  48, 173N, 1528W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMD,  60, 164N, 1546W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMD,  72, 156N, 1564W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMD,  84, 151N, 1580W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMD,  96, 150N, 1593W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMD, 108, 153N, 1605W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMD, 120, 158N, 1616W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM,  12, 191N, 1488W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM,  24, 187N, 1501W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM,  36, 182N, 1514W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM,  48, 175N, 1529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM,  60, 167N, 1545W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM,  72, 160N, 1562W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM,  84, 155N, 1578W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM,  96, 154N, 1594W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM, 108, 156N, 1610W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMM, 120, 158N, 1624W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS,  12, 193N, 1494W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS,  24, 190N, 1508W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS,  36, 189N, 1524W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS,  48, 187N, 1537W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS,  60, 185N, 1550W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS,  72, 184N, 1566W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS,  84, 185N, 1586W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS,  96, 187N, 1608W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS, 108, 191N, 1633W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, BAMS, 120, 194N, 1659W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLIP,  12, 196N, 1490W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLIP,  24, 196N, 1503W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLIP,  36, 197N, 1512W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLIP,  48, 202N, 1516W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLIP,  60, 199N, 1530W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLIP,  72, 187N, 1554W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5,  12, 196N, 1491W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5,  24, 199N, 1506W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5,  36, 201N, 1520W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5,  48, 203N, 1534W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5,  60, 207N, 1549W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5,  72, 212N, 1564W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5,  84, 215N, 1579W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5,  96, 220N, 1593W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5, 108, 224N, 1608W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, CLP5, 120, 229N, 1624W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP,   0, 194N, 1478W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP,  12, 191N, 1488W,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP,  24, 187N, 1501W,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP,  36, 182N, 1514W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP,  48, 175N, 1529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP,  60, 167N, 1545W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP,  72, 160N, 1562W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP,  84, 155N, 1578W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP,  96, 154N, 1594W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP, 108, 156N, 1610W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSHP, 120, 158N, 1624W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS,   0, 194N, 1478W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS,  12, 191N, 1488W,  16,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS,  24, 187N, 1501W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS,  36, 182N, 1514W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS,  48, 175N, 1529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS,  60, 167N, 1545W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS,  72, 160N, 1562W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS,  84, 155N, 1578W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS,  96, 154N, 1594W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS, 108, 156N, 1610W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, DSNS, 120, 158N, 1624W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN,   0, 194N, 1478W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN,  12, 191N, 1488W,  18,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN,  24, 187N, 1501W,  16,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN,  36, 182N, 1514W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN,  48, 175N, 1529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN,  60, 167N, 1545W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN,  72, 160N, 1562W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN,  84, 155N, 1578W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN,  96, 154N, 1594W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN, 108, 156N, 1610W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, IVCN, 120, 158N, 1624W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR,   0, 194N, 1478W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR,  12, 193N, 1484W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR,  24, 193N, 1494W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR,  36, 193N, 1507W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR,  48, 193N, 1521W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR,  60, 194N, 1540W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR,  72, 199N, 1562W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR,  84, 206N, 1588W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR,  96, 207N, 1614W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR, 108, 211N, 1633W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LBAR, 120, 207N, 1644W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM,   0, 194N, 1478W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM,  12, 191N, 1488W,  19,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM,  24, 187N, 1501W,  17,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM,  36, 182N, 1514W,  16,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM,  48, 175N, 1529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM,  60, 167N, 1545W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM,  72, 160N, 1562W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM,  84, 155N, 1578W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM,  96, 154N, 1594W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM, 108, 156N, 1610W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, LGEM, 120, 158N, 1624W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, SHF5,   0,   0N,    0W,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, SHF5,  12,   0N,    0W,  18,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, SHF5,  24,   0N,    0W,  12,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, SHF5,  36,   0N,    0W,   9,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 80, 2008070112, 03, SHF5,  48,   0N,    0W,   9,    0,   ,   0,    ,    0,    0,    0,    0, 
