AL, 95, 2019091200, 03, COTC, 000, 222N,  750W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
AL, 95, 2019091200, 03, COTC, 006, 225N,  753W,  36, 1002, XX,  34, NEQ, 0000, 0232, 0000, 0000,    0,    0, 083
AL, 95, 2019091200, 03, COTC, 012, 227N,  766W,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 099
AL, 95, 2019091200, 03, NG01, 000, 223N,  747W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 153
AL, 95, 2019091200, 03, NG01, 006, 227N,  747W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 067
AL, 95, 2019091200, 03, NG01, 012, 235N,  750W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 061
AL, 95, 2019091200, 03, NG01, 018, 240N,  755W,  24, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 064
AL, 95, 2019091200, 03, NG01, 024, 241N,  764W,  23, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 072
AL, 95, 2019091200, 03, NG01, 030, 242N,  777W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 110
AL, 95, 2019091200, 03, NG01, 036, 243N,  786W,  25, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 070
AL, 95, 2019091200, 03, NG01, 042, 245N,  794W,  22, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 124
AL, 95, 2019091200, 03, NG01, 048, 245N,  799W,  19, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 122
AL, 95, 2019091200, 03, NG01, 054, 244N,  808W,  18, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 122
AL, 95, 2019091200, 03, NG01, 060, 244N,  822W,  19, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 098
AL, 95, 2019091200, 03, NG01, 066, 243N,  840W,  18, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 142
AL, 95, 2019091200, 03, NG01, 072, 244N,  844W,  14, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 150
AL, 95, 2019091200, 03, NG01, 078, 245N,  846W,  19, 1016, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 143
AL, 95, 2019091200, 03, NG01, 084, 248N,  851W,  18, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 136
AL, 95, 2019091200, 03, NG01, 090, 249N,  857W,  17, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 094
AL, 95, 2019091200, 03, NG01, 096, 247N,  861W,  17, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 145
AL, 95, 2019091200, 03, NG01, 102, 248N,  866W,  16, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 155
AL, 95, 2019091200, 03, NG01, 108, 253N,  875W,  14, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 115
AL, 95, 2019091200, 03, NG01, 114, 259N,  881W,  11, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 160
AL, 95, 2019091200, 03, NG01, 120, 258N,  887W,  13, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 097
AL, 95, 2019091200, 03, NG01, 126, 262N,  894W,  14, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 092
AL, 95, 2019091200, 03, NG02, 000, 228N,  741W,  30, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 115
AL, 95, 2019091200, 03, NG02, 006, 240N,  749W,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 058
AL, 95, 2019091200, 03, NG02, 012, 254N,  758W,  26, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 072
AL, 95, 2019091200, 03, NG02, 018, 263N,  770W,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 091
AL, 95, 2019091200, 03, NG02, 024, 267N,  781W,  30, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 105
AL, 95, 2019091200, 03, NG02, 030, 278N,  790W,  29, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 103
AL, 95, 2019091200, 03, NG02, 036, 288N,  803W,  31, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 130
AL, 95, 2019091200, 03, NG02, 042, 292N,  823W,  29, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 129
AL, 95, 2019091200, 03, NG03, 000, 222N,  746W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
AL, 95, 2019091200, 03, NG03, 006, 224N,  754W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 082
AL, 95, 2019091200, 03, NG03, 012, 231N,  759W,  23, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 071
AL, 95, 2019091200, 03, NG03, 018, 235N,  765W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 092
AL, 95, 2019091200, 03, NG03, 024, 238N,  775W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 066
AL, 95, 2019091200, 03, NG03, 030, 243N,  790W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 104
AL, 95, 2019091200, 03, NG03, 036, 251N,  796W,  28, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 083
AL, 95, 2019091200, 03, NG03, 042, 256N,  804W,  25, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 058
AL, 95, 2019091200, 03, NG04, 000, 224N,  755W,  27, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 161
AL, 95, 2019091200, 03, NG04, 006, 228N,  759W,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 104
AL, 95, 2019091200, 03, NG04, 012, 240N,  763W,  27, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 140
AL, 95, 2019091200, 03, NG04, 018, 248N,  769W,  28, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 086
AL, 95, 2019091200, 03, NG04, 024, 252N,  776W,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 110
AL, 95, 2019091200, 03, NG04, 030, 254N,  785W,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 095
AL, 95, 2019091200, 03, NG04, 036, 260N,  791W,  28, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 148
AL, 95, 2019091200, 03, NG04, 042, 266N,  800W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 129
AL, 95, 2019091200, 03, NG04, 048, 272N,  806W,  28, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 147
AL, 95, 2019091200, 03, NG04, 054, 281N,  810W,  26, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 138
AL, 95, 2019091200, 03, NG05, 000, 212N,  751W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 160
AL, 95, 2019091200, 03, NG05, 006, 214N,  754W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 136
AL, 95, 2019091200, 03, NG05, 012, 220N,  762W,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 114
AL, 95, 2019091200, 03, NG05, 018, 224N,  771W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 111
AL, 95, 2019091200, 03, NG05, 024, 225N,  776W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 151
AL, 95, 2019091200, 03, NG05, 030, 225N,  784W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 094
AL, 95, 2019091200, 03, NG05, 036, 231N,  790W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 144
AL, 95, 2019091200, 03, NG05, 042, 235N,  793W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 162
AL, 95, 2019091200, 03, NG05, 048, 238N,  798W,  14, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
AL, 95, 2019091200, 03, NG05, 054, 242N,  799W,  14, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 111
AL, 95, 2019091200, 03, NG05, 060, 251N,  795W,  14, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 139
AL, 95, 2019091200, 03, NG06, 000, 215N,  747W,  27, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 154
AL, 95, 2019091200, 03, NG06, 006, 219N,  754W,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 137
AL, 95, 2019091200, 03, NG06, 012, 221N,  760W,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 125
AL, 95, 2019091200, 03, NG06, 018, 223N,  767W,  22, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 105
AL, 95, 2019091200, 03, NG06, 024, 229N,  767W,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 159
AL, 95, 2019091200, 03, NG06, 030, 235N,  769W,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 120
AL, 95, 2019091200, 03, NG06, 036, 249N,  768W,  27, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 110
AL, 95, 2019091200, 03, NG06, 042, 263N,  770W,  26, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 110
AL, 95, 2019091200, 03, NG06, 048, 271N,  786W,  31, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 119
AL, 95, 2019091200, 03, NG06, 054, 277N,  797W,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 146
AL, 95, 2019091200, 03, NG06, 060, 291N,  807W,  38, 1008, XX,  34, NEQ, 0112, 0000, 0000, 0128,    0,    0, 142
AL, 95, 2019091200, 03, NG06, 066, 298N,  824W,  30, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 101
AL, 95, 2019091200, 03, NG06, 072, 305N,  835W,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 129
AL, 95, 2019091200, 03, NG06, 078, 315N,  845W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 156
AL, 95, 2019091200, 03, NG06, 084, 328N,  849W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 121
AL, 95, 2019091200, 03, NG06, 090, 341N,  850W,  12, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 157
AL, 95, 2019091200, 03, NG06, 096, 351N,  845W,  10, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 157
AL, 95, 2019091200, 03, NG06, 102, 350N,  842W,  10, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 159
AL, 95, 2019091200, 03, NG06, 108, 346N,  837W,   9, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 149
AL, 95, 2019091200, 03, NG06, 114, 345N,  832W,  14, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 161
