IO, 99, 2005052706, 72, JAVN,   0,  62N,  574E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005052706, 72, JAVN,  12,  60N,  582E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005052706, 72, JAVN,  24,  71N,  586E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005052706, 72, JAVN,  36,  75N,  590E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005052706, 72, JAVN,  48,  78N,  591E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005052712, 72, JAVN,   0,  86N,  578E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005052712, 72, JAVN,  12,  62N,  589E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005052712, 72, JAVN,  24,  73N,  595E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005052712, 72, JAVN,  36,  81N,  598E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 71, JNGP,   0,  53N,  994E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN,   0,  33N,  953E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN,  12,  39N,  945E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN,  24,  44N,  926E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN,  36,  46N,  904E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN,  48,  53N,  885E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN,  60,  47N,  865E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN,  72,  51N,  855E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN,  84,  51N,  855E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN,  96,  65N,  840E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN, 108,  81N,  835E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121206, 72, JAVN, 120, 118N,  805E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121212, 71, JNGP,   0,  55N,  949E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121212, 72, JAVN,   0,  46N,  941E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121212, 72, JAVN,  12,  44N,  935E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 99, 2005121212, 72, JAVN,  24,  76N,  904E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
