CP, 91, 2010070606, 01, CARQ, -24, 118N, 1386W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
CP, 91, 2010070606, 01, CARQ, -18, 118N, 1410W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
CP, 91, 2010070606, 01, CARQ, -12, 120N, 1422W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 275,  11, 
CP, 91, 2010070606, 01, CARQ,  -6, 120N, 1433W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
CP, 91, 2010070606, 01, CARQ,   0, 120N, 1446W,  25, 1011, DB,  34, NEQ,    0,    0,    0,    0, 1014,  140,  45,   0,   0,   C,   0,   X, 275,  12,     INVEST, S, 
CP, 91, 2010070606, 01, CARQ,   0, 120N, 1446W,  25, 1011, DB,  50, NEQ,    0,    0,    0,    0, 1014,  140,  45,   0,   0,   C,   0,   X, 275,  12,     INVEST, S, 
CP, 91, 2010070606, 01, CARQ,   0, 120N, 1446W,  25, 1011, DB,  64, NEQ,    0,    0,    0,    0, 1014,  140,  45,   0,   0,   C,   0,   X, 275,  12,     INVEST, S, 
CP, 91, 2010070606, 03,  NAM,   0, 117N, 1446W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03,  NAM,   6, 121N, 1452W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03,  NAM,  12, 128N, 1458W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03,  NAM,  18, 134N, 1464W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03,  NAM,  24, 139N, 1469W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03,  NAM,  30, 143N, 1472W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03,  NAM,  36, 146N, 1474W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03,  NAM,  42, 147N, 1478W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AEMN,   0, 118N, 1449W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AEMN,   6, 118N, 1455W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AEMN,  12, 119N, 1464W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AEMN,  18, 121N, 1471W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AEMN,  24, 124N, 1476W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AEMN,  30, 130N, 1483W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AEMN,  36, 131N, 1489W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AEMN,  42, 133N, 1491W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AEMN,  48, 132N, 1495W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 91, 2010070606, 03, AP01,   0, 120N, 1450W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
