AL, 95, 2017071606, 03, CTCX, 000,  98N,  436W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 058
AL, 95, 2017071606, 03, CTCX, 006,  99N,  446W,  26, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 041
AL, 95, 2017071606, 03, CTCX, 012, 107N,  451W,  27, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 049
AL, 95, 2017071606, 03, CTCX, 018, 109N,  461W,  26, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0198,    0,    0, 103
AL, 95, 2017071606, 03, CTCX, 024, 108N,  471W,  38, 1012, XX,  34, NEQ, 0058, 0000, 0000, 0033,    0,    0, 033
AL, 95, 2017071606, 03, CTCX, 030, 113N,  487W,  43, 1014, XX,  34, NEQ, 0029, 0000, 0000, 0000,    0,    0, 025
AL, 95, 2017071606, 03, CTCX, 036, 116N,  501W,  33, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 008
AL, 95, 2017071606, 03, CTCX, 042, 117N,  512W,  43, 1013, XX,  34, NEQ, 0026, 0000, 0000, 0024,    0,    0, 018
AL, 95, 2017071606, 03, CTCX, 048, 118N,  526W,  36, 1010, XX,  34, NEQ, 0028, 0000, 0000, 0085,    0,    0, 080
AL, 95, 2017071606, 03, CTCX, 054, 121N,  543W,  52, 1007, XX,  34, NEQ, 0094, 0000, 0000, 0067,    0,    0, 022
AL, 95, 2017071606, 03, CTCX, 054, 121N,  543W,  52, 1007, XX,  50, NEQ, 0022, 0000, 0000, 0022,    0,    0, 022
AL, 95, 2017071606, 03, CTCX, 060, 124N,  561W,  57, 1003, XX,  34, NEQ, 0036, 0000, 0000, 0027,    0,    0, 020
AL, 95, 2017071606, 03, CTCX, 060, 124N,  561W,  57, 1003, XX,  50, NEQ, 0024, 0000, 0000, 0019,    0,    0, 020
AL, 95, 2017071606, 03, CTCX, 066, 124N,  577W,  52, 1005, XX,  34, NEQ, 0044, 0000, 0000, 0150,    0,    0, 024
AL, 95, 2017071606, 03, CTCX, 066, 124N,  577W,  52, 1005, XX,  50, NEQ, 0027, 0000, 0000, 0000,    0,    0, 024
AL, 95, 2017071606, 03, CTCX, 072, 124N,  599W,  56, 1009, XX,  34, NEQ, 0090, 0000, 0000, 0090,    0,    0, 028
AL, 95, 2017071606, 03, CTCX, 072, 124N,  599W,  56, 1009, XX,  50, NEQ, 0034, 0000, 0000, 0000,    0,    0, 028
AL, 95, 2017071606, 03, CTCX, 078, 126N,  617W,  48, 1008, XX,  34, NEQ, 0080, 0000, 0000, 0249,    0,    0, 037
AL, 95, 2017071606, 03, CTCX, 084, 128N,  636W,  61, 1008, XX,  34, NEQ, 0128, 0290, 0000, 0212,    0,    0, 025
AL, 95, 2017071606, 03, CTCX, 084, 128N,  636W,  61, 1008, XX,  50, NEQ, 0030, 0000, 0000, 0024,    0,    0, 025
AL, 95, 2017071606, 03, CTCX, 090, 127N,  655W,  51, 1007, XX,  34, NEQ, 0148, 0000, 0000, 0056,    0,    0, 028
AL, 95, 2017071606, 03, CTCX, 090, 127N,  655W,  51, 1007, XX,  50, NEQ, 0028, 0000, 0000, 0000,    0,    0, 028
AL, 95, 2017071606, 03, CTCX, 096, 124N,  677W,  39, 1008, XX,  34, NEQ, 0063, 0000, 0000, 0099,    0,    0, 027
AL, 95, 2017071606, 03, CTCX, 102, 124N,  699W,  42, 1009, XX,  34, NEQ, 0164, 0000, 0000, 0050,    0,    0, 034
AL, 95, 2017071606, 03, CTCX, 108, 125N,  718W,  40, 1012, XX,  34, NEQ, 0197, 0000, 0000, 0173,    0,    0, 073
AL, 95, 2017071606, 03, CTCX, 114, 125N,  740W,  30, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
AL, 95, 2017071606, 03, CTCX, 120, 122N,  762W,  36, 1010, XX,  34, NEQ, 0080, 0000, 0000, 0263,    0,    0, 076
AL, 95, 2017071606, 03, CTCX, 126, 119N,  781W,  37, 1011, XX,  34, NEQ, 0131, 0000, 0000, 0135,    0,    0, 073
