AL, 01, 2021052000, 01, CARQ, -24, 300N,  583W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 01, 2021052000, 01, CARQ, -18, 299N,  576W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 01, 2021052000, 01, CARQ, -12, 299N,  569W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,  85,   6,     INVEST,  , 
AL, 01, 2021052000, 01, CARQ,  -6, 300N,  562W,  25,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 01, 2021052000, 01, CARQ,   0, 304N,  554W,  30, 1013, LO,  34, NEQ,    0,    0,    0,    0, 1017,  150,  60,   0,   0,   L,   0,   X,  60,   6,     INVEST, M, 
AL, 01, 2021052000, 01, CARQ,   0, 304N,  554W,  30, 1013, LO,  50, NEQ,    0,    0,    0,    0, 1017,  150,  60,   0,   0,   L,   0,   X,  60,   6,     INVEST, M, 
AL, 01, 2021052000, 01, CARQ,   0, 304N,  554W,  30, 1013, LO,  64, NEQ,    0,    0,    0,    0, 1017,  150,  60,   0,   0,   L,   0,   X,  60,   6,     INVEST, M, 
AL, 01, 2021052000, 03, AC00,   0, 310N,  560W,  33, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2021052000, 03, AC00,   6, 325N,  553W,  31, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 01, 2021052000, 03, AC00,  12, 342N,  541W,  40, 1013, XX,  34, NEQ,  159,    0,    0,    0, 
AL, 01, 2021052000, 03, AC00,  18, 357N,  552W,  44, 1011, XX,  34, NEQ,  257,  258,    0,   87, 
AL, 01, 2021052000, 03, AC00,  24, 362N,  576W,  53, 1009, XX,  34, NEQ,  258,  248,    0,  141, 
AL, 01, 2021052000, 03, AC00,  24, 362N,  576W,  53, 1009, XX,  50, NEQ,   70,    0,    0,    0, 
AL, 01, 2021052000, 03, AC00,  30, 355N,  602W,  48, 1005, XX,  34, NEQ,  311,    0,    0,  157, 
AL, 01, 2021052000, 03, AC00,  36, 343N,  618W,  48, 1004, XX,  34, NEQ,  366,    0,   88,  233, 
AL, 01, 2021052000, 03, AC00,  42, 335N,  623W,  39, 1004, XX,  34, NEQ,   35,    0,   40,   56, 
AL, 01, 2021052000, 03, AC00,  48, 333N,  625W,  35, 1004, XX,  34, NEQ,   42,    0,    0,   47, 
AL, 01, 2021052000, 03, AC00,  54, 335N,  629W,  34, 1001, XX,  34, NEQ,    0,   45,    0,   30, 
AL, 01, 2021052000, 03, AC00,  60, 338N,  634W,  37, 1002, XX,  34, NEQ,   57,    0,    0,   45, 
AL, 01, 2021052000, 03, AC00,  66, 342N,  641W,  36, 1002, XX,  34, NEQ,   43,   33,    0,   32, 
AL, 01, 2021052000, 03, AC00,  72, 341N,  644W,  34, 1002, XX,  34, NEQ,   33,    0,    0,   38, 
