EP, 96, 2005073118, 01, CARQ, -24,  94N, 1000W,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 96, 2005073118, 01, CARQ, -18,  95N, 1010W,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 96, 2005073118, 01, CARQ, -12,  96N, 1020W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 276,  10, 
EP, 96, 2005073118, 01, CARQ,  -6,  97N, 1030W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 96, 2005073118, 01, CARQ,   0,  98N, 1040W,  20, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1011,  130,  45,   0,   0,   E,   0,   X, 275,  10,     INVEST, D, 
EP, 96, 2005073118, 01, CARQ,   0,  98N, 1040W,  20, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1011,  130,  45,   0,   0,   E,   0,   X, 275,  10,     INVEST, D, 
EP, 96, 2005073118, 01, CARQ,   0,  98N, 1040W,  20, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1011,  130,  45,   0,   0,   E,   0,   X, 275,  10,     INVEST, D, 
EP, 96, 2005073118, 03, BAMD,  12, 105N, 1059W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMD,  24, 110N, 1075W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMD,  36, 119N, 1091W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMD,  48, 131N, 1107W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMD,  60, 145N, 1122W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMD,  72, 161N, 1138W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMD,  84, 179N, 1154W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMD,  96, 197N, 1170W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMD, 108, 215N, 1182W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMD, 120, 230N, 1192W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMM,  12, 106N, 1062W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMM,  24, 112N, 1081W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMM,  36, 119N, 1100W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMM,  48, 128N, 1120W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMM,  60, 140N, 1138W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 96, 2005073118, 03, BAMM,  72, 152N, 1156W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
