AL, 96, 2014082000, 03, COTC, 000, 105N,  514W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
AL, 96, 2014082000, 03, COTC, 006, 111N,  521W,  27, 1009, XX,  34, NEQ, 0000, 0198, 0000, 0000,    0,    0, 108
AL, 96, 2014082000, 03, COTC, 012, 112N,  531W,  31, 1009, XX,  34, NEQ, 0000, 0162, 0000, 0000,    0,    0, 106
AL, 96, 2014082000, 03, COTC, 018, 121N,  527W,  37, 1008, XX,  34, NEQ, 0105, 0107, 0000, 0000,    0,    0, 100
AL, 96, 2014082000, 03, COTC, 024, 128N,  534W,  32, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 063
AL, 96, 2014082000, 03, COTC, 030, 133N,  549W,  48, 1007, XX,  34, NEQ, 0139, 0060, 0035, 0035,    0,    0, 029
AL, 96, 2014082000, 03, COTC, 036, 137N,  564W,  41, 1004, XX,  34, NEQ, 0082, 0027, 0077, 0066,    0,    0, 058
AL, 96, 2014082000, 03, COTC, 042, 141N,  582W,  38, 1006, XX,  34, NEQ, 0123, 0000, 0045, 0123,    0,    0, 054
AL, 96, 2014082000, 03, COTC, 048, 143N,  598W,  58,  996, XX,  34, NEQ, 0133, 0052, 0084, 0164,    0,    0, 031
AL, 96, 2014082000, 03, COTC, 048, 143N,  598W,  58,  996, XX,  50, NEQ, 0035, 0000, 0000, 0000,    0,    0, 031
AL, 96, 2014082000, 03, COTC, 054, 145N,  617W,  49,  999, XX,  34, NEQ, 0104, 0099, 0000, 0198,    0,    0, 030
AL, 96, 2014082000, 03, COTC, 060, 148N,  633W,  72,  995, XX,  34, NEQ, 0156, 0104, 0020, 0184,    0,    0, 031
AL, 96, 2014082000, 03, COTC, 060, 148N,  633W,  72,  995, XX,  50, NEQ, 0049, 0000, 0000, 0041,    0,    0, 031
AL, 96, 2014082000, 03, COTC, 060, 148N,  633W,  72,  995, XX,  64, NEQ, 0039, 0000, 0000, 0029,    0,    0, 031
AL, 96, 2014082000, 03, COTC, 066, 154N,  650W,  59,  989, XX,  34, NEQ, 0226, 0090, 0027, 0167,    0,    0, 031
AL, 96, 2014082000, 03, COTC, 066, 154N,  650W,  59,  989, XX,  50, NEQ, 0042, 0053, 0000, 0027,    0,    0, 031
AL, 96, 2014082000, 03, COTC, 072, 156N,  665W,  60,  987, XX,  34, NEQ, 0266, 0097, 0035, 0127,    0,    0, 021
AL, 96, 2014082000, 03, COTC, 072, 156N,  665W,  60,  987, XX,  50, NEQ, 0052, 0020, 0008, 0043,    0,    0, 021
AL, 96, 2014082000, 03, COTC, 078, 158N,  680W,  80,  976, XX,  34, NEQ, 0164, 0129, 0032, 0107,    0,    0, 028
AL, 96, 2014082000, 03, COTC, 078, 158N,  680W,  80,  976, XX,  50, NEQ, 0066, 0042, 0015, 0061,    0,    0, 028
AL, 96, 2014082000, 03, COTC, 078, 158N,  680W,  80,  976, XX,  64, NEQ, 0034, 0000, 0000, 0048,    0,    0, 028
AL, 96, 2014082000, 03, COTC, 084, 164N,  693W,  83,  972, XX,  34, NEQ, 0239, 0139, 0038, 0110,    0,    0, 026
AL, 96, 2014082000, 03, COTC, 084, 164N,  693W,  83,  972, XX,  50, NEQ, 0082, 0040, 0012, 0040,    0,    0, 026
AL, 96, 2014082000, 03, COTC, 084, 164N,  693W,  83,  972, XX,  64, NEQ, 0036, 0028, 0000, 0033,    0,    0, 026
AL, 96, 2014082000, 03, COTC, 090, 172N,  705W,  83,  970, XX,  34, NEQ, 0248, 0160, 0038, 0276,    0,    0, 023
AL, 96, 2014082000, 03, COTC, 090, 172N,  705W,  83,  970, XX,  50, NEQ, 0104, 0036, 0019, 0046,    0,    0, 023
AL, 96, 2014082000, 03, COTC, 090, 172N,  705W,  83,  970, XX,  64, NEQ, 0038, 0027, 0009, 0032,    0,    0, 023
AL, 96, 2014082000, 03, COTC, 096, 181N,  718W,  59,  982, XX,  34, NEQ, 0190, 0177, 0038, 0238,    0,    0, 010
AL, 96, 2014082000, 03, COTC, 096, 181N,  718W,  59,  982, XX,  50, NEQ, 0045, 0027, 0019, 0000,    0,    0, 010
AL, 96, 2014082000, 03, COTC, 102, 189N,  731W,  49,  994, XX,  34, NEQ, 0167, 0197, 0000, 0180,    0,    0, 018
AL, 96, 2014082000, 03, COTC, 108, 196N,  744W,  62,  994, XX,  34, NEQ, 0201, 0145, 0023, 0151,    0,    0, 025
AL, 96, 2014082000, 03, COTC, 108, 196N,  744W,  62,  994, XX,  50, NEQ, 0045, 0000, 0000, 0031,    0,    0, 025
AL, 96, 2014082000, 03, COTC, 114, 197N,  754W,  56,  991, XX,  34, NEQ, 0146, 0134, 0012, 0212,    0,    0, 060
AL, 96, 2014082000, 03, COTC, 114, 197N,  754W,  56,  991, XX,  50, NEQ, 0066, 0000, 0000, 0000,    0,    0, 060
AL, 96, 2014082000, 03, COTC, 120, 205N,  759W,  49,  991, XX,  34, NEQ, 0177, 0172, 0000, 0159,    0,    0, 058
AL, 96, 2014082000, 03, NG01, 000, 110N,  520W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 006, 114N,  528W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 012, 118N,  539W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 018, 122N,  549W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 024, 127N,  561W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 030, 129N,  578W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 036, 133N,  593W,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 042, 136N,  615W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 048, 142N,  632W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 054, 147N,  648W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 060, 150N,  671W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 066, 155N,  689W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 072, 161N,  708W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 078, 171N,  724W,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 084, 179N,  740W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 090, 184N,  755W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 096, 186N,  769W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 102, 190N,  779W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 108, 191N,  789W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 114, 196N,  797W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 120, 199N,  805W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 126, 202N,  814W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 132, 205N,  822W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 138, 209N,  829W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 144, 212N,  836W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 150, 215N,  842W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 156, 221N,  849W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 162, 229N,  853W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 168, 237N,  860W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 174, 245N,  867W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG01, 180, 255N,  876W,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 000,  97N,  512W,  17, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 006,  98N,  518W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 012, 103N,  525W,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 018, 109N,  530W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 024, 111N,  538W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 030, 111N,  546W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 036, 116N,  552W,  24, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 042, 119N,  554W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 048, 122N,  560W,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 96, 2014082000, 03, NG02, 054, 129N,  566W,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
