WP, 92, 2019021718, 03, COTC, 000,  29N, 1651E,  21, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
WP, 92, 2019021718, 03, COTC, 006,  29N, 1642E,  38, 1001, XX,  34, NEQ, 0309, 0000, 0000, 0308,    0,    0, 090
WP, 92, 2019021718, 03, COTC, 012,  30N, 1645E,  31, 1001, XX,  34, NEQ, 0000, 0164, 0202, 0198,    0,    0, 073
WP, 92, 2019021718, 03, COTC, 018,  36N, 1637E,  40, 1002, XX,  34, NEQ, 0225, 0065, 0000, 0186,    0,    0, 055
WP, 92, 2019021718, 03, COTC, 024,  36N, 1618E,  44, 1000, XX,  34, NEQ, 0249, 0000, 0000, 0105,    0,    0, 059
WP, 92, 2019021718, 03, COTC, 030,  33N, 1610E,  42, 1001, XX,  34, NEQ, 0185, 0000, 0066, 0185,    0,    0, 060
WP, 92, 2019021718, 03, COTC, 036,  33N, 1612E,  40,  995, XX,  34, NEQ, 0192, 0217, 0168, 0170,    0,    0, 016
WP, 92, 2019021718, 03, COTC, 042,  33N, 1606E,  47,  994, XX,  34, NEQ, 0238, 0226, 0190, 0189,    0,    0, 042
WP, 92, 2019021718, 03, COTC, 048,  34N, 1607E,  57,  987, XX,  34, NEQ, 0229, 0214, 0238, 0256,    0,    0, 032
WP, 92, 2019021718, 03, COTC, 048,  34N, 1607E,  57,  987, XX,  50, NEQ, 0000, 0036, 0000, 0000,    0,    0, 032
WP, 92, 2019021718, 03, COTC, 054,  40N, 1605E,  66,  984, XX,  34, NEQ, 0285, 0204, 0249, 0254,    0,    0, 054
WP, 92, 2019021718, 03, COTC, 054,  40N, 1605E,  66,  984, XX,  50, NEQ, 0042, 0071, 0080, 0000,    0,    0, 054
WP, 92, 2019021718, 03, COTC, 054,  40N, 1605E,  66,  984, XX,  64, NEQ, 0000, 0057, 0000, 0000,    0,    0, 054
WP, 92, 2019021718, 03, COTC, 060,  43N, 1605E,  64,  979, XX,  34, NEQ, 0326, 0253, 0258, 0236,    0,    0, 023
WP, 92, 2019021718, 03, COTC, 060,  43N, 1605E,  64,  979, XX,  50, NEQ, 0075, 0060, 0100, 0050,    0,    0, 023
WP, 92, 2019021718, 03, COTC, 060,  43N, 1605E,  64,  979, XX,  64, NEQ, 0000, 0023, 0000, 0000,    0,    0, 023
WP, 92, 2019021718, 03, COTC, 066,  52N, 1605E,  68,  979, XX,  34, NEQ, 0265, 0282, 0238, 0192,    0,    0, 039
WP, 92, 2019021718, 03, COTC, 066,  52N, 1605E,  68,  979, XX,  50, NEQ, 0065, 0064, 0073, 0099,    0,    0, 039
WP, 92, 2019021718, 03, COTC, 066,  52N, 1605E,  68,  979, XX,  64, NEQ, 0000, 0041, 0026, 0000,    0,    0, 039
WP, 92, 2019021718, 03, COTC, 072,  61N, 1605E,  80,  972, XX,  34, NEQ, 0304, 0292, 0259, 0210,    0,    0, 030
WP, 92, 2019021718, 03, COTC, 072,  61N, 1605E,  80,  972, XX,  50, NEQ, 0076, 0274, 0108, 0075,    0,    0, 030
WP, 92, 2019021718, 03, COTC, 072,  61N, 1605E,  80,  972, XX,  64, NEQ, 0000, 0050, 0046, 0000,    0,    0, 030
WP, 92, 2019021718, 03, COTC, 078,  74N, 1603E,  87,  971, XX,  34, NEQ, 0250, 0308, 0207, 0211,    0,    0, 031
WP, 92, 2019021718, 03, COTC, 078,  74N, 1603E,  87,  971, XX,  50, NEQ, 0086, 0083, 0092, 0082,    0,    0, 031
