SH, 91, 2016042100, 03, COTC, 000, 147S, 1579W,  22, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
SH, 91, 2016042100, 03, COTC, 006, 145S, 1575W,  23, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
SH, 91, 2016042100, 03, COTC, 012, 147S, 1577W,  40, 1003, XX,  34, NEQ, 0183, 0238, 0000, 0000,    0,    0, 093
SH, 91, 2016042100, 03, COTC, 018, 151S, 1577W,  46, 1003, XX,  34, NEQ, 0173, 0213, 0000, 0173,    0,    0, 095
SH, 91, 2016042100, 03, COTC, 024, 149S, 1575W,  34, 1005, XX,  34, NEQ, 0159, 0000, 0069, 0135,    0,    0, 066
SH, 91, 2016042100, 03, COTC, 030, 160S, 1582W,  22, 1005, XX,  34, NEQ, 0257, 0000, 0000, 0000,    0,    0, 106
SH, 91, 2016042100, 03, COTC, 036, 163S, 1581W,  23, 1006, XX,  34, NEQ, 0164, 0000, 0000, 0000,    0,    0, 107
SH, 91, 2016042100, 03, COTC, 042, 160S, 1586W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
SH, 91, 2016042100, 03, COTC, 048, 149S, 1593W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
SH, 91, 2016042100, 03, COTC, 054, 154S, 1594W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
SH, 91, 2016042100, 03, COTC, 060, 166S, 1590W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 092
SH, 91, 2016042100, 03, COTC, 066, 173S, 1584W,  30, 1009, XX,  34, NEQ, 0121, 0000, 0000, 0000,    0,    0, 106
SH, 91, 2016042100, 03, COTC, 072, 177S, 1568W,  45, 1010, XX,  34, NEQ, 0090, 0000, 0000, 0000,    0,    0, 078
SH, 91, 2016042100, 03, COTC, 078, 184S, 1561W,  10, 1011, XX,  34, NEQ, 0117, 0000, 0000, 0000,    0,    0, 108
SH, 91, 2016042100, 03, COTC, 084, 194S, 1561W,  21, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 040
SH, 91, 2016042100, 03, COTC, 090, 199S, 1555W,  13, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
SH, 91, 2016042100, 03, GFDN,   0, 150S, 1564W,  34, 1000
SH, 91, 2016042100, 03, GFDN,   6, 157S, 1562W,  36, 1000
SH, 91, 2016042100, 03, GFDN,  12, 163S, 1564W,  45, 1001
SH, 91, 2016042100, 03, GFDN,  18, 167S, 1564W,  43,  999
SH, 91, 2016042100, 03, GFDN,  24, 175S, 1563W,  36, 1000
SH, 91, 2016042100, 03, GFDN,  30, 176S, 1561W,  37, 1002
SH, 91, 2016042100, 03, GFDN,  36, 184S, 1554W,  33, 1002
SH, 91, 2016042100, 03, GFDN,  42, 190S, 1547W,  35, 1006
SH, 91, 2016042100, 03, GFDN,  48, 185S, 1547W,  26, 1007
SH, 91, 2016042100, 03, GFDN,  54, 183S, 1553W,  23, 1008
SH, 91, 2016042100, 03, GFDN,  60, 182S, 1554W,  20, 1008
SH, 91, 2016042100, 03, NVGM, 000, 148S, 1581W,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 156
SH, 91, 2016042100, 03, NVGM, 006, 148S, 1583W,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 135
SH, 91, 2016042100, 03, NVGM, 012, 151S, 1581W,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 141
SH, 91, 2016042100, 03, NVGM, 018, 154S, 1584W,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 157
