SH, 99, 2016021018, 03, CTCX, 000, 105S,  939E,  33, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 059
SH, 99, 2016021018, 03, CTCX, 006,  97S,  951E,  40, 1003, XX,  34, NEQ, 0072, 0000, 0000, 0080,    0,    0, 044
SH, 99, 2016021018, 03, CTCX, 012,  98S,  967E,  45, 1001, XX,  34, NEQ, 0104, 0000, 0012, 0100,    0,    0, 040
SH, 99, 2016021018, 03, CTCX, 018, 102S,  979E,  40,  997, XX,  34, NEQ, 0305, 0033, 0192, 0108,    0,    0, 020
SH, 99, 2016021018, 03, CTCX, 024, 104S,  982E,  49,  994, XX,  34, NEQ, 0133, 0047, 0158, 0150,    0,    0, 019
SH, 99, 2016021018, 03, CTCX, 030, 105S,  979E,  51,  991, XX,  34, NEQ, 0235, 0238, 0137, 0205,    0,    0, 103
SH, 99, 2016021018, 03, CTCX, 030, 105S,  979E,  51,  991, XX,  50, NEQ, 0000, 0103, 0000, 0000,    0,    0, 103
SH, 99, 2016021018, 03, CTCX, 036, 106S,  977E,  44,  993, XX,  34, NEQ, 0279, 0190, 0146, 0144,    0,    0, 090
SH, 99, 2016021018, 03, CTCX, 042, 110S,  973E,  46,  990, XX,  34, NEQ, 0177, 0183, 0168, 0088,    0,    0, 089
SH, 99, 2016021018, 03, CTCX, 048, 112S,  968E,  58,  989, XX,  34, NEQ, 0242, 0241, 0171, 0113,    0,    0, 020
SH, 99, 2016021018, 03, CTCX, 048, 112S,  968E,  58,  989, XX,  50, NEQ, 0023, 0000, 0000, 0031,    0,    0, 020
SH, 99, 2016021018, 03, CTCX, 054, 119S,  962E,  58,  986, XX,  34, NEQ, 0202, 0233, 0179, 0132,    0,    0, 033
SH, 99, 2016021018, 03, CTCX, 054, 119S,  962E,  58,  986, XX,  50, NEQ, 0038, 0181, 0078, 0068,    0,    0, 033
SH, 99, 2016021018, 03, CTCX, 060, 122S,  958E,  66,  981, XX,  34, NEQ, 0267, 0267, 0177, 0146,    0,    0, 037
SH, 99, 2016021018, 03, CTCX, 060, 122S,  958E,  66,  981, XX,  50, NEQ, 0064, 0051, 0106, 0063,    0,    0, 037
SH, 99, 2016021018, 03, CTCX, 060, 122S,  958E,  66,  981, XX,  64, NEQ, 0040, 0000, 0000, 0043,    0,    0, 037
SH, 99, 2016021018, 03, CTCX, 066, 129S,  953E,  60,  981, XX,  34, NEQ, 0250, 0229, 0207, 0169,    0,    0, 033
SH, 99, 2016021018, 03, CTCX, 066, 129S,  953E,  60,  981, XX,  50, NEQ, 0075, 0073, 0165, 0080,    0,    0, 033
SH, 99, 2016021018, 03, CTCX, 072, 136S,  943E,  63,  981, XX,  34, NEQ, 0224, 0250, 0216, 0131,    0,    0, 038
SH, 99, 2016021018, 03, CTCX, 072, 136S,  943E,  63,  981, XX,  50, NEQ, 0057, 0128, 0097, 0065,    0,    0, 038
SH, 99, 2016021018, 03, CTCX, 078, 141S,  935E,  64,  980, XX,  34, NEQ, 0234, 0242, 0209, 0142,    0,    0, 067
SH, 99, 2016021018, 03, CTCX, 078, 141S,  935E,  64,  980, XX,  50, NEQ, 0081, 0174, 0118, 0083,    0,    0, 067
SH, 99, 2016021018, 03, CTCX, 078, 141S,  935E,  64,  980, XX,  64, NEQ, 0067, 0000, 0000, 0000,    0,    0, 067
SH, 99, 2016021018, 03, CTCX, 084, 148S,  928E,  66,  983, XX,  34, NEQ, 0206, 0238, 0201, 0149,    0,    0, 077
SH, 99, 2016021018, 03, CTCX, 084, 148S,  928E,  66,  983, XX,  50, NEQ, 0109, 0133, 0119, 0099,    0,    0, 077
SH, 99, 2016021018, 03, CTCX, 084, 148S,  928E,  66,  983, XX,  64, NEQ, 0068, 0080, 0000, 0000,    0,    0, 077
SH, 99, 2016021018, 03, CTCX, 090, 158S,  918E,  71,  981, XX,  34, NEQ, 0193, 0244, 0196, 0111,    0,    0, 052
SH, 99, 2016021018, 03, CTCX, 090, 158S,  918E,  71,  981, XX,  50, NEQ, 0108, 0152, 0083, 0057,    0,    0, 052
SH, 99, 2016021018, 03, CTCX, 090, 158S,  918E,  71,  981, XX,  64, NEQ, 0000, 0094, 0065, 0045,    0,    0, 052
SH, 99, 2016021018, 03, CTCX, 096, 169S,  910E,  65,  981, XX,  34, NEQ, 0214, 0239, 0201, 0111,    0,    0, 066
SH, 99, 2016021018, 03, CTCX, 096, 169S,  910E,  65,  981, XX,  50, NEQ, 0063, 0137, 0114, 0048,    0,    0, 066
SH, 99, 2016021018, 03, CTCX, 096, 169S,  910E,  65,  981, XX,  64, NEQ, 0000, 0069, 0000, 0000,    0,    0, 066
SH, 99, 2016021018, 03, CTCX, 102, 179S,  899E,  59,  981, XX,  34, NEQ, 0217, 0240, 0188, 0124,    0,    0, 087
SH, 99, 2016021018, 03, CTCX, 102, 179S,  899E,  59,  981, XX,  50, NEQ, 0000, 0137, 0116, 0067,    0,    0, 087
SH, 99, 2016021018, 03, CTCX, 108, 186S,  887E,  59,  984, XX,  34, NEQ, 0200, 0233, 0215, 0179,    0,    0, 072
SH, 99, 2016021018, 03, CTCX, 108, 186S,  887E,  59,  984, XX,  50, NEQ, 0000, 0137, 0127, 0097,    0,    0, 072
SH, 99, 2016021018, 03, CTCX, 114, 192S,  875E,  50,  985, XX,  34, NEQ, 0130, 0221, 0227, 0164,    0,    0, 089
SH, 99, 2016021018, 03, CTCX, 114, 192S,  875E,  50,  985, XX,  50, NEQ, 0000, 0089, 0000, 0000,    0,    0, 089
SH, 99, 2016021018, 03, CTCX, 120, 196S,  862E,  54,  989, XX,  34, NEQ, 0114, 0210, 0217, 0172,    0,    0, 058
SH, 99, 2016021018, 03, CTCX, 120, 196S,  862E,  54,  989, XX,  50, NEQ, 0000, 0094, 0094, 0000,    0,    0, 058
SH, 99, 2016021018, 03, CTCX, 126, 197S,  849E,  49,  989, XX,  34, NEQ, 0108, 0203, 0185, 0137,    0,    0, 060
SH, 99, 2016021018, 03, GFDN,   0, 107S,  946E,  30, 1005
SH, 99, 2016021018, 03, GFDN,   6, 105S,  946E,  33, 1001
SH, 99, 2016021018, 03, GFDN,  12, 102S,  951E,  41, 1001
SH, 99, 2016021018, 03, GFDN,  18, 104S,  957E,  37, 1000
SH, 99, 2016021018, 03, GFDN,  24, 105S,  958E,  38, 1000
SH, 99, 2016021018, 03, GFDN,  30, 105S,  951E,  49,  995
SH, 99, 2016021018, 03, GFDN,  36, 102S,  949E,  49,  993
SH, 99, 2016021018, 03, GFDN,  42, 104S,  950E,  41,  995
SH, 99, 2016021018, 03, GFDN,  48, 107S,  945E,  41,  992
SH, 99, 2016021018, 03, GFDN,  54, 109S,  939E,  46,  993
SH, 99, 2016021018, 03, GFDN,  60, 110S,  934E,  46,  992
SH, 99, 2016021018, 03, GFDN,  66, 113S,  931E,  50,  990
SH, 99, 2016021018, 03, GFDN,  72, 119S,  926E,  51,  989
SH, 99, 2016021018, 03, GFDN,  78, 121S,  920E,  58,  987
SH, 99, 2016021018, 03, GFDN,  84, 128S,  920E,  56,  985
SH, 99, 2016021018, 03, GFDN,  90, 136S,  915E,  50,  986
SH, 99, 2016021018, 03, GFDN,  96, 141S,  908E,  54,  985
SH, 99, 2016021018, 03, GFDN, 102, 146S,  903E,  71,  980
SH, 99, 2016021018, 03, GFDN, 108, 152S,  900E,  54,  980
SH, 99, 2016021018, 03, GFDN, 114, 158S,  895E,  59,  976
SH, 99, 2016021018, 03, GFDN, 120, 164S,  888E,  69,  972
SH, 99, 2016021018, 03, GFDN, 126, 167S,  881E,  76,  965
SH, 99, 2016021100, 03, COTC, 000, 104S,  944E,  32, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 071
SH, 99, 2016021100, 03, COTC, 006, 100S,  953E,  38, 1002, XX,  34, NEQ, 0054, 0050, 0000, 0145,    0,    0, 104
SH, 99, 2016021100, 03, COTC, 012, 100S,  959E,  45,  998, XX,  34, NEQ, 0150, 0053, 0107, 0217,    0,    0, 025
