AL, 91, 2017041718, 03, CTCX, 000, 324N,  455W,  33,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 095
AL, 91, 2017041718, 03, CTCX, 006, 322N,  448W,  32,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
AL, 91, 2017041718, 03, CTCX, 012, 319N,  446W,  39,  995, XX,  34, NEQ, 0164, 0219, 0118, 0136,    0,    0, 086
AL, 91, 2017041718, 03, CTCX, 018, 316N,  443W,  33,  997, XX,  34, NEQ, 0000, 0000, 0134, 0128,    0,    0, 106
AL, 91, 2017041718, 03, CTCX, 024, 311N,  438W,  32,  999, XX,  34, NEQ, 0148, 0000, 0148, 0000,    0,    0, 107
AL, 91, 2017041718, 03, CTCX, 030, 309N,  431W,  32, 1000, XX,  34, NEQ, 0000, 0150, 0183, 0000,    0,    0, 100
AL, 91, 2017041718, 03, CTCX, 036, 307N,  430W,  31,  999, XX,  34, NEQ, 0162, 0208, 0000, 0000,    0,    0, 101
AL, 91, 2017041718, 03, CTCX, 042, 308N,  414W,  29, 1000, XX,  34, NEQ, 0128, 0000, 0000, 0000,    0,    0, 104
AL, 91, 2017041718, 03, CTCX, 048, 311N,  407W,  32,  999, XX,  34, NEQ, 0151, 0179, 0000, 0000,    0,    0, 079
AL, 91, 2017041718, 03, CTCX, 054, 321N,  406W,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 090
AL, 91, 2017041718, 03, CTCX, 060, 326N,  401W,  26,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
AL, 91, 2017041718, 03, CTCX, 066, 334N,  397W,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 088
AL, 91, 2017041718, 03, CTCX, 072, 347N,  389W,  30, 1000, XX,  34, NEQ, 0151, 0000, 0000, 0154,    0,    0, 097
AL, 91, 2017041718, 03, CTCX, 078, 365N,  392W,  43, 1001, XX,  34, NEQ, 0109, 0000, 0000, 0208,    0,    0, 065
AL, 91, 2017041718, 03, CTCX, 084, 382N,  397W,   0, 1001, XX,  34, NEQ, 0096, 0000, 0000, 0072,    0,    0, ***
AL, 91, 2017041812, 03, CTCX, 000, 315N,  443W,  30,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
AL, 91, 2017041812, 03, CTCX, 006, 310N,  439W,  32,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 086
AL, 91, 2017041812, 03, CTCX, 012, 310N,  424W,  37,  999, XX,  34, NEQ, 0128, 0136, 0156, 0000,    0,    0, 102
AL, 91, 2017041812, 03, CTCX, 018, 313N,  420W,  38,  998, XX,  34, NEQ, 0107, 0158, 0000, 0000,    0,    0, 104
AL, 91, 2017041812, 03, CTCX, 024, 313N,  421W,  32,  998, XX,  34, NEQ, 0184, 0181, 0000, 0000,    0,    0, 045
AL, 91, 2017041812, 03, CTCX, 030, 315N,  411W,  34,  998, XX,  34, NEQ, 0157, 0087, 0000, 0000,    0,    0, 087
AL, 91, 2017041812, 03, CTCX, 036, 323N,  402W,  33,  999, XX,  34, NEQ, 0143, 0000, 0000, 0000,    0,    0, 080
