CP, 87, 2006071318, 01, CARQ, -24, 188N, 1442W,  20,    0, TD,  34, AAA,    0,    0,    0,    0, 
CP, 87, 2006071318, 01, CARQ, -18, 188N, 1448W,  20,    0, TD,  34, AAA,    0,    0,    0,    0, 
CP, 87, 2006071318, 01, CARQ, -12, 188N, 1454W,  25,    0, TD,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 275,   6, 
CP, 87, 2006071318, 01, CARQ,  -6, 189N, 1461W,  25,    0, TD,  34, AAA,    0,    0,    0,    0, 
CP, 87, 2006071318, 01, CARQ,   0, 189N, 1468W,  30, 1007, TD,  34, NEQ,    0,    0,    0,    0, 1013,  100,  45,   0,   0,   C,   0,   X, 275,   6,     NONAME, S, 
CP, 87, 2006071318, 01, CARQ,   0, 189N, 1468W,  30, 1007, TD,  50, NEQ,    0,    0,    0,    0, 1013,  100,  45,   0,   0,   C,   0,   X, 275,   6,     NONAME, S, 
CP, 87, 2006071318, 01, CARQ,   0, 189N, 1468W,  30, 1007, TD,  64, NEQ,    0,    0,    0,    0, 1013,  100,  45,   0,   0,   C,   0,   X, 275,   6,     NONAME, S, 
CP, 87, 2006071318, 03, BAMD,  12, 177N, 1488W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMD,  24, 165N, 1508W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMD,  36, 158N, 1525W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMD,  48, 155N, 1536W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMD,  60, 154N, 1543W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMD,  72, 158N, 1549W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMD,  84, 167N, 1555W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMD,  96, 175N, 1559W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMD, 108, 184N, 1561W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMD, 120, 196N, 1561W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM,  12, 175N, 1496W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM,  24, 163N, 1523W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM,  36, 155N, 1548W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM,  48, 152N, 1566W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM,  60, 150N, 1580W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM,  72, 149N, 1594W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM,  84, 151N, 1608W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM,  96, 155N, 1621W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM, 108, 159N, 1633W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMM, 120, 164N, 1645W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 87, 2006071318, 03, BAMS,  12, 179N, 1498W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
