EP, 22, 2020042512, 03, AC00, 000, 140N, 1160W,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 006, 144N, 1167W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 012, 148N, 1174W,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 018, 153N, 1180W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 024, 157N, 1187W,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 030, 161N, 1197W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 036, 161N, 1205W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 042, 163N, 1216W,  18, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 048, 165N, 1224W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 054, 162N, 1237W,  16, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AC00, 060, 159N, 1247W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 000, 140N, 1160W,  19, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 006, 144N, 1167W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 012, 147N, 1173W,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 018, 152N, 1179W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 024, 155N, 1187W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 030, 158N, 1196W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 036, 161N, 1204W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 042, 163N, 1213W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 048, 165N, 1221W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 054, 164N, 1233W,  17, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AEMN, 060, 165N, 1246W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AP01, 000, 140N, 1160W,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AP01, 006, 145N, 1167W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AP01, 012, 150N, 1172W,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AP01, 018, 154N, 1178W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AP01, 024, 156N, 1185W,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 22, 2020042512, 03, AP01, 030, 157N, 1191W,  14, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
