AL, 90, 2009081306, 03, AC00,   0, 114N,  240W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,   6, 106N,  249W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  12, 107N,  253W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  18, 109N,  263W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  24, 115N,  278W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  30, 120N,  295W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  36, 113N,  300W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  42, 108N,  311W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  48, 111N,  328W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  54, 111N,  351W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  60, 109N,  364W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  66, 115N,  389W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  72, 113N,  402W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  78, 113N,  419W,  26, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  84, 112N,  429W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  90, 113N,  439W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00,  96, 111N,  452W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AC00, 102, 116N,  472W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,   0, 115N,  239W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,   6, 112N,  249W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  12, 111N,  255W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  18, 114N,  262W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  24, 118N,  278W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  30, 118N,  291W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  36, 116N,  304W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  42, 117N,  318W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  48, 120N,  338W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  54, 121N,  360W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  60, 123N,  382W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  66, 126N,  403W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  72, 129N,  421W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  78, 131N,  441W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  84, 140N,  461W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  90, 145N,  477W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN,  96, 148N,  495W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN, 102, 151N,  514W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AEMN, 108, 156N,  534W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP01,   0, 114N,  240W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP01,   6, 103N,  251W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP01,  12, 104N,  251W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP01,  18, 101N,  251W,  20, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP01,  24, 100N,  252W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP01,  30,  97N,  254W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP01,  36,  97N,  268W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP01,  42,  90N,  282W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP02,   0, 113N,  239W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP02,   6, 109N,  250W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP02,  12, 110N,  255W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP02,  18, 115N,  267W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP02,  24, 118N,  283W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP02,  30, 110N,  290W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP02,  36, 107N,  294W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2009081306, 03, AP02,  42, 108N,  311W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
