EP, 94, 2006110712, 01, CARQ, -24, 105N,  990W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 94, 2006110712, 01, CARQ, -18, 107N,  998W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 94, 2006110712, 01, CARQ, -12, 108N, 1006W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 280,   9, 
EP, 94, 2006110712, 01, CARQ,  -6, 110N, 1016W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 94, 2006110712, 01, CARQ,   0, 112N, 1025W,  25, 1007, DB,  34, NEQ,    0,    0,    0,    0, 1009,  150,  45,   0,   0,   E,   0,   X, 280,   9,     INVEST, D, 
EP, 94, 2006110712, 01, CARQ,   0, 112N, 1025W,  25, 1007, DB,  50, NEQ,    0,    0,    0,    0, 1009,  150,  45,   0,   0,   E,   0,   X, 280,   9,     INVEST, D, 
EP, 94, 2006110712, 01, CARQ,   0, 112N, 1025W,  25, 1007, DB,  64, NEQ,    0,    0,    0,    0, 1009,  150,  45,   0,   0,   E,   0,   X, 280,   9,     INVEST, D, 
EP, 94, 2006110712, 03,  NGX,   0, 124N, 1035W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX,  12, 131N, 1063W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX,  24, 135N, 1063W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX,  36, 149N, 1063W,  21, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX,  48, 161N, 1061W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX,  60, 168N, 1062W,  18, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX,  72, 172N, 1052W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX,  84, 170N, 1050W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX,  96, 162N, 1048W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX, 108, 156N, 1055W,  14, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03,  NGX, 120, 157N, 1054W,  12, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,   0, 107N, 1035W,  15, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,   6, 110N, 1066W,  15, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  12, 110N, 1091W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  18, 117N, 1093W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  24, 120N, 1095W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  30, 129N, 1089W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  36, 130N, 1100W,  20, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  42, 130N, 1105W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  48, 124N, 1113W,  17, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  54, 127N, 1117W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  60, 124N, 1127W,  16, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  66, 124N, 1121W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  72, 118N, 1128W,  15, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  78, 124N, 1128W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  84, 127N, 1131W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  90, 119N, 1130W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00,  96, 112N, 1140W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00, 102, 113N, 1143W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AC00, 108, 117N, 1148W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AEMN,   0, 107N, 1033W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AEMN,   6, 114N, 1056W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AEMN,  12, 119N, 1072W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AEMN,  18, 122N, 1084W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AEMN,  24, 127N, 1093W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AEMN,  30, 129N, 1096W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AEMN,  36, 133N, 1099W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 94, 2006110712, 03, AP01,   0, 110N, 1023W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
