AL, 08, 2014101218, 03, COTC, 000, 164N,  590W,  35, 1007, XX,  34, NEQ, 0037, 0000, 0000, 0037,    0,    0, 034
AL, 08, 2014101218, 03, COTC, 006, 166N,  599W,  27, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 049
AL, 08, 2014101218, 03, COTC, 012, 169N,  609W,  43, 1009, XX,  34, NEQ, 0197, 0044, 0000, 0069,    0,    0, 056
AL, 08, 2014101218, 03, COTC, 018, 175N,  621W,  42, 1010, XX,  34, NEQ, 0132, 0000, 0000, 0171,    0,    0, 037
AL, 08, 2014101218, 03, COTC, 024, 183N,  634W,  45, 1011, XX,  34, NEQ, 0114, 0036, 0000, 0189,    0,    0, 032
AL, 08, 2014101218, 03, COTC, 030, 188N,  647W,  47, 1007, XX,  34, NEQ, 0121, 0111, 0000, 0119,    0,    0, 022
AL, 08, 2014101218, 03, COTC, 036, 189N,  659W,  49, 1004, XX,  34, NEQ, 0185, 0033, 0000, 0162,    0,    0, 023
AL, 08, 2014101218, 03, COTC, 042, 195N,  665W,  48, 1002, XX,  34, NEQ, 0168, 0141, 0024, 0158,    0,    0, 017
AL, 08, 2014101218, 03, COTC, 048, 204N,  670W,  61,  997, XX,  34, NEQ, 0103, 0102, 0022, 0168,    0,    0, 022
AL, 08, 2014101218, 03, COTC, 048, 204N,  670W,  61,  997, XX,  50, NEQ, 0044, 0020, 0000, 0020,    0,    0, 022
AL, 08, 2014101218, 03, COTC, 054, 209N,  674W,  58,  995, XX,  34, NEQ, 0119, 0132, 0045, 0113,    0,    0, 018
AL, 08, 2014101218, 03, COTC, 054, 209N,  674W,  58,  995, XX,  50, NEQ, 0026, 0025, 0000, 0000,    0,    0, 018
AL, 08, 2014101218, 03, COTC, 060, 214N,  681W,  55,  995, XX,  34, NEQ, 0133, 0123, 0036, 0083,    0,    0, 012
AL, 08, 2014101218, 03, COTC, 060, 214N,  681W,  55,  995, XX,  50, NEQ, 0015, 0000, 0019, 0020,    0,    0, 012
AL, 08, 2014101218, 03, COTC, 066, 217N,  681W,  67,  991, XX,  34, NEQ, 0121, 0092, 0047, 0100,    0,    0, 029
AL, 08, 2014101218, 03, COTC, 066, 217N,  681W,  67,  991, XX,  50, NEQ, 0000, 0036, 0035, 0019,    0,    0, 029
AL, 08, 2014101218, 03, COTC, 066, 217N,  681W,  67,  991, XX,  64, NEQ, 0000, 0032, 0029, 0000,    0,    0, 029
AL, 08, 2014101218, 03, COTC, 072, 223N,  685W,  74,  983, XX,  34, NEQ, 0134, 0133, 0064, 0076,    0,    0, 010
AL, 08, 2014101218, 03, COTC, 072, 223N,  685W,  74,  983, XX,  50, NEQ, 0068, 0031, 0028, 0034,    0,    0, 010
AL, 08, 2014101218, 03, COTC, 072, 223N,  685W,  74,  983, XX,  64, NEQ, 0000, 0000, 0018, 0016,    0,    0, 010
AL, 08, 2014101218, 03, COTC, 078, 226N,  683W,  75,  978, XX,  34, NEQ, 0118, 0125, 0102, 0091,    0,    0, 022
AL, 08, 2014101218, 03, COTC, 078, 226N,  683W,  75,  978, XX,  50, NEQ, 0068, 0042, 0049, 0046,    0,    0, 022
AL, 08, 2014101218, 03, COTC, 078, 226N,  683W,  75,  978, XX,  64, NEQ, 0020, 0030, 0000, 0000,    0,    0, 022
AL, 08, 2014101218, 03, COTC, 084, 226N,  682W,  79,  976, XX,  34, NEQ, 0142, 0143, 0093, 0105,    0,    0, 016
AL, 08, 2014101218, 03, COTC, 084, 226N,  682W,  79,  976, XX,  50, NEQ, 0055, 0043, 0040, 0069,    0,    0, 016
AL, 08, 2014101218, 03, COTC, 084, 226N,  682W,  79,  976, XX,  64, NEQ, 0028, 0025, 0026, 0020,    0,    0, 016
AL, 08, 2014101218, 03, COTC, 090, 227N,  680W,  73,  973, XX,  34, NEQ, 0138, 0126, 0120, 0108,    0,    0, 023
AL, 08, 2014101218, 03, COTC, 090, 227N,  680W,  73,  973, XX,  50, NEQ, 0069, 0035, 0041, 0058,    0,    0, 023
AL, 08, 2014101218, 03, COTC, 090, 227N,  680W,  73,  973, XX,  64, NEQ, 0028, 0020, 0021, 0029,    0,    0, 023
AL, 08, 2014101218, 03, COTC, 096, 231N,  679W,  73,  974, XX,  34, NEQ, 0132, 0132, 0121, 0115,    0,    0, 028
AL, 08, 2014101218, 03, COTC, 096, 231N,  679W,  73,  974, XX,  50, NEQ, 0094, 0091, 0042, 0067,    0,    0, 028
AL, 08, 2014101218, 03, COTC, 096, 231N,  679W,  73,  974, XX,  64, NEQ, 0069, 0029, 0034, 0034,    0,    0, 028
AL, 08, 2014101218, 03, COTC, 102, 236N,  676W,  88,  967, XX,  34, NEQ, 0135, 0154, 0119, 0118,    0,    0, 022
AL, 08, 2014101218, 03, COTC, 102, 236N,  676W,  88,  967, XX,  50, NEQ, 0075, 0075, 0065, 0060,    0,    0, 022
AL, 08, 2014101218, 03, COTC, 102, 236N,  676W,  88,  967, XX,  64, NEQ, 0051, 0026, 0028, 0036,    0,    0, 022
AL, 08, 2014101218, 03, COTC, 108, 241N,  675W,  74,  970, XX,  34, NEQ, 0145, 0158, 0125, 0123,    0,    0, 026
AL, 08, 2014101218, 03, COTC, 108, 241N,  675W,  74,  970, XX,  50, NEQ, 0088, 0067, 0053, 0068,    0,    0, 026
AL, 08, 2014101218, 03, COTC, 108, 241N,  675W,  74,  970, XX,  64, NEQ, 0035, 0000, 0044, 0034,    0,    0, 026
AL, 08, 2014101218, 03, COTC, 114, 247N,  674W,  75,  969, XX,  34, NEQ, 0166, 0155, 0121, 0136,    0,    0, 040
AL, 08, 2014101218, 03, COTC, 114, 247N,  674W,  75,  969, XX,  50, NEQ, 0112, 0096, 0069, 0069,    0,    0, 040
AL, 08, 2014101218, 03, COTC, 114, 247N,  674W,  75,  969, XX,  64, NEQ, 0048, 0039, 0035, 0000,    0,    0, 040
AL, 08, 2014101218, 03, COTC, 120, 255N,  672W,  83,  963, XX,  34, NEQ, 0188, 0188, 0132, 0128,    0,    0, 037
AL, 08, 2014101218, 03, COTC, 120, 255N,  672W,  83,  963, XX,  50, NEQ, 0119, 0104, 0074, 0075,    0,    0, 037
AL, 08, 2014101218, 03, COTC, 120, 255N,  672W,  83,  963, XX,  64, NEQ, 0050, 0043, 0047, 0050,    0,    0, 037
AL, 08, 2014101218, 03, GFDN,   0, 164N,  589W,  42, 1004
AL, 08, 2014101218, 03, GFDN,   6, 167N,  601W,  39, 1003
AL, 08, 2014101218, 03, GFDN,  12, 167N,  612W,  45, 1002
AL, 08, 2014101218, 03, GFDN,  18, 168N,  622W,  53, 1000
AL, 08, 2014101218, 03, GFDN,  24, 173N,  628W,  51,  997
AL, 08, 2014101218, 03, GFDN,  30, 178N,  633W,  64,  991
AL, 08, 2014101218, 03, GFDN,  36, 186N,  641W,  67,  987
AL, 08, 2014101218, 03, GFDN,  42, 195N,  648W,  72,  981
AL, 08, 2014101218, 03, GFDN,  48, 203N,  656W,  76,  976
AL, 08, 2014101218, 03, GFDN,  54, 211N,  660W,  86,  966
AL, 08, 2014101218, 03, GFDN,  60, 216N,  665W,  93,  962
AL, 08, 2014101218, 03, GFDN,  66, 222N,  671W,  93,  962
AL, 08, 2014101218, 03, GFDN,  72, 226N,  674W,  86,  963
AL, 08, 2014101218, 03, GFDN,  78, 229N,  676W,  96,  958
AL, 08, 2014101218, 03, GFDN,  84, 231N,  678W,  89,  960
AL, 08, 2014101218, 03, GFDN,  90, 234N,  680W, 100,  954
AL, 08, 2014101218, 03, GFDN,  96, 237N,  681W,  90,  956
AL, 08, 2014101218, 03, GFDN, 102, 240N,  682W,  92,  954
AL, 08, 2014101218, 03, GFDN, 108, 244N,  682W,  92,  955
AL, 08, 2014101218, 03, GFDN, 114, 250N,  681W,  92,  952
AL, 08, 2014101218, 03, GFDN, 120, 259N,  679W,  91,  950
AL, 08, 2014101218, 03, GFDN, 126, 268N,  677W, 103,  947
AL, 08, 2014101218, 03, NVGM, 000, 159N,  591W,  24, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 08, 2014101218, 03, NVGM, 006, 165N,  601W,  34, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 08, 2014101218, 03, NVGM, 012, 172N,  612W,  32, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 08, 2014101218, 03, NVGM, 018, 177N,  625W,  31, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 08, 2014101218, 03, NVGM, 024, 184N,  634W,  32, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 08, 2014101218, 03, NVGM, 030, 191N,  642W,  37, 1008, XX,  34, NEQ, 0103, 0000, 0000, 0097
AL, 08, 2014101218, 03, NVGM, 036, 197N,  651W,  36, 1008, XX,  34, NEQ, 0137, 0083, 0000, 0105
AL, 08, 2014101218, 03, NVGM, 042, 206N,  656W,  41, 1008, XX,  34, NEQ, 0215, 0115, 0000, 0120
AL, 08, 2014101218, 03, NVGM, 048, 214N,  662W,  42, 1007, XX,  34, NEQ, 0195, 0098, 0000, 0069
AL, 08, 2014101218, 03, NVGM, 054, 222N,  666W,  41, 1006, XX,  34, NEQ, 0205, 0110, 0000, 0118
AL, 08, 2014101218, 03, NVGM, 060, 228N,  670W,  45, 1005, XX,  34, NEQ, 0119, 0104, 0000, 0149
AL, 08, 2014101218, 03, NVGM, 066, 232N,  673W,  48, 1004, XX,  34, NEQ, 0185, 0144, 0071, 0131
AL, 08, 2014101218, 03, NVGM, 072, 235N,  675W,  56, 1001, XX,  34, NEQ, 0210, 0135, 0095, 0098
AL, 08, 2014101218, 03, NVGM, 072, 235N,  675W,  56, 1001, XX,  50, NEQ, 0079, 0072, 0000, 0088
AL, 08, 2014101218, 03, NVGM, 078, 238N,  675W,  62,  998, XX,  34, NEQ, 0146, 0150, 0125, 0155
AL, 08, 2014101218, 03, NVGM, 078, 238N,  675W,  62,  998, XX,  50, NEQ, 0095, 0068, 0059, 0069
AL, 08, 2014101218, 03, NVGM, 084, 239N,  674W,  71,  994, XX,  34, NEQ, 0180, 0172, 0189, 0116
AL, 08, 2014101218, 03, NVGM, 084, 239N,  674W,  71,  994, XX,  50, NEQ, 0098, 0089, 0107, 0101
AL, 08, 2014101218, 03, NVGM, 084, 239N,  674W,  71,  994, XX,  64, NEQ, 0067, 0000, 0053, 0064
AL, 08, 2014101218, 03, NVGM, 090, 241N,  673W,  83,  990, XX,  34, NEQ, 0130, 0165, 0134, 0210
AL, 08, 2014101218, 03, NVGM, 090, 241N,  673W,  83,  990, XX,  50, NEQ, 0130, 0070, 0083, 0136
AL, 08, 2014101218, 03, NVGM, 090, 241N,  673W,  83,  990, XX,  64, NEQ, 0114, 0084, 0069, 0086
AL, 08, 2014101218, 03, NVGM, 096, 242N,  675W,  87,  986, XX,  34, NEQ, 0203, 0190, 0165, 0200
AL, 08, 2014101218, 03, NVGM, 096, 242N,  675W,  87,  986, XX,  50, NEQ, 0151, 0109, 0113, 0090
AL, 08, 2014101218, 03, NVGM, 096, 242N,  675W,  87,  986, XX,  64, NEQ, 0106, 0112, 0068, 0062
AL, 08, 2014101218, 03, NVGM, 102, 241N,  670W,  91,  984, XX,  34, NEQ, 0237, 0130, 0210, 0166
AL, 08, 2014101218, 03, NVGM, 102, 241N,  670W,  91,  984, XX,  50, NEQ, 0124, 0130, 0162, 0115
AL, 08, 2014101218, 03, NVGM, 102, 241N,  670W,  91,  984, XX,  64, NEQ, 0128, 0101, 0107, 0087
AL, 08, 2014101218, 03, NVGM, 108, 246N,  665W,  96,  982, XX,  34, NEQ, 0168, 0170, 0129, 0144
AL, 08, 2014101218, 03, NVGM, 108, 246N,  665W,  96,  982, XX,  50, NEQ, 0200, 0191, 0151, 0088
AL, 08, 2014101218, 03, NVGM, 108, 246N,  665W,  96,  982, XX,  64, NEQ, 0150, 0133, 0098, 0124
AL, 08, 2014101218, 03, NVGM, 114, 252N,  664W,  96,  980, XX,  34, NEQ, 0320, 0237, 0185, 0204
AL, 08, 2014101218, 03, NVGM, 114, 252N,  664W,  96,  980, XX,  50, NEQ, 0177, 0142, 0131, 0121
AL, 08, 2014101218, 03, NVGM, 114, 252N,  664W,  96,  980, XX,  64, NEQ, 0094, 0081, 0085, 0146
AL, 08, 2014101218, 03, NVGM, 120, 258N,  660W, 103,  978, XX,  34, NEQ, 0190, 0226, 0177, 0230
AL, 08, 2014101218, 03, NVGM, 120, 258N,  660W, 103,  978, XX,  50, NEQ, 0190, 0178, 0087, 0115
AL, 08, 2014101218, 03, NVGM, 120, 258N,  660W, 103,  978, XX,  64, NEQ, 0160, 0117, 0126, 0114
AL, 08, 2014101218, 03, NVGM, 126, 264N,  655W, 103,  976, XX,  34, NEQ, 0120, 0233, 0208, 0190
AL, 08, 2014101218, 03, NVGM, 126, 264N,  655W, 103,  976, XX,  50, NEQ, 0120, 0123, 0104, 0125
AL, 08, 2014101218, 03, NVGM, 126, 264N,  655W, 103,  976, XX,  64, NEQ, 0120, 0154, 0148, 0098
AL, 08, 2014101218, 03, NVGM, 132, 271N,  650W,  93,  975, XX,  34, NEQ, 0405, 0050, 0210, 0195
AL, 08, 2014101218, 03, NVGM, 132, 271N,  650W,  93,  975, XX,  50, NEQ, 0150, 0050, 0153, 0146
AL, 08, 2014101218, 03, NVGM, 132, 271N,  650W,  93,  975, XX,  64, NEQ, 0088, 0050, 0108, 0125
AL, 08, 2014101218, 03, NVGM, 138, 281N,  643W,  93,  975, XX,  34, NEQ, 0238, 0125, 0200, 0270
AL, 08, 2014101218, 03, NVGM, 138, 281N,  643W,  93,  975, XX,  50, NEQ, 0138, 0125, 0160, 0116
AL, 08, 2014101218, 03, NVGM, 138, 281N,  643W,  93,  975, XX,  64, NEQ, 0141, 0125, 0073, 0105
AL, 08, 2014101218, 03, NVGM, 144, 291N,  635W,  82,  974, XX,  34, NEQ, 0265, 0485, 0222, 0209
AL, 08, 2014101218, 03, NVGM, 144, 291N,  635W,  82,  974, XX,  50, NEQ, 0163, 0131, 0152, 0122
AL, 08, 2014101218, 03, NVGM, 144, 291N,  635W,  82,  974, XX,  64, NEQ, 0126, 0094, 0083, 0066
AL, 08, 2014101218, 03, NVGM, 150, 301N,  624W,  85,  973, XX,  34, NEQ, 0410, 0335, 0262, 0193
AL, 08, 2014101218, 03, NVGM, 150, 301N,  624W,  85,  973, XX,  50, NEQ, 0154, 0178, 0162, 0159
AL, 08, 2014101218, 03, NVGM, 150, 301N,  624W,  85,  973, XX,  64, NEQ, 0136, 0160, 0070, 0081
AL, 08, 2014101218, 03, NVGM, 156, 312N,  612W,  83,  972, XX,  34, NEQ, 0295, 0305, 0255, 0171
AL, 08, 2014101218, 03, NVGM, 156, 312N,  612W,  83,  972, XX,  50, NEQ, 0160, 0161, 0255, 0095
AL, 08, 2014101218, 03, NVGM, 156, 312N,  612W,  83,  972, XX,  64, NEQ, 0148, 0095, 0093, 0081
AL, 08, 2014101218, 03, NVGM, 162, 324N,  598W,  84,  970, XX,  34, NEQ, 0238, 0345, 0272, 0193
AL, 08, 2014101218, 03, NVGM, 162, 324N,  598W,  84,  970, XX,  50, NEQ, 0211, 0345, 0129, 0121
AL, 08, 2014101218, 03, NVGM, 162, 324N,  598W,  84,  970, XX,  64, NEQ, 0115, 0100, 0102, 0049
AL, 08, 2014101218, 03, NVGM, 168, 339N,  581W,  88,  967, XX,  34, NEQ, 0375, 0275, 0274, 0219
AL, 08, 2014101218, 03, NVGM, 168, 339N,  581W,  88,  967, XX,  50, NEQ, 0171, 0275, 0163, 0117
AL, 08, 2014101218, 03, NVGM, 168, 339N,  581W,  88,  967, XX,  64, NEQ, 0115, 0118, 0117, 0086
AL, 08, 2014101218, 03, NVGM, 174, 355N,  562W,  90,  964, XX,  34, NEQ, 0225, 0335, 0289, 0206
AL, 08, 2014101218, 03, NVGM, 174, 355N,  562W,  90,  964, XX,  50, NEQ, 0178, 0335, 0138, 0117
AL, 08, 2014101218, 03, NVGM, 174, 355N,  562W,  90,  964, XX,  64, NEQ, 0141, 0094, 0122, 0087
