SH, 07, 2004122918, 72, JAVN,   0,  95S, 1200E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004122918, 72, JAVN,  12, 111S, 1207E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123000, 72, JAVN,   0,  89S, 1195E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123000, 73, JUKM,   0,  92S, 1206E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123012, 72, JAVN,   0, 129S, 1200E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123012, 72, JAVN,  12, 126S, 1214E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123012, 72, JAVN,  24, 124S, 1222E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123012, 73, JUKM,   0, 160S, 1205E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123012, 73, JUKM,  12, 138S, 1215E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123012, 73, JUKM,  24, 144S, 1236E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123012, 73, JUKM,  36, 132S, 1225E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123012, 73, JUKM,  48, 129S, 1231E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123018, 72, JAVN,   0, 130S, 1204E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN,   0, 137S, 1213E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN,  12, 132S, 1219E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN,  24, 121S, 1231E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN,  36, 109S, 1229E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN,  48, 140S, 1245E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN,  60, 138S, 1267E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN,  72, 151S, 1288E,  45,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN,  84, 168S, 1306E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN,  96, 176S, 1284E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN, 108, 182S, 1291E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 72, JAVN, 120, 181S, 1297E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 73, JUKM,   0, 153S, 1225E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 73, JUKM,  12, 145S, 1220E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 73, JUKM,  24, 144S, 1224E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 73, JUKM,  36, 145S, 1245E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 73, JUKM,  48, 165S, 1283E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 73, JUKM,  60, 186S, 1280E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123100, 73, JUKM,  72, 193S, 1276E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123106, 71, JNGP,   0, 168S, 1225E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123106, 72, JAVN,   0, 165S, 1228E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123106, 72, JAVN,  12, 132S, 1225E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123106, 72, JAVN,  24, 118S, 1232E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
SH, 07, 2004123112, 01, CARQ, -24, 144S, 1199E,  20,    0, XX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   S,   0,   X,   0,   0, INVEST    ,  , 
SH, 07, 2004123112, 01, CARQ, -18, 144S, 1203E,  25,    0, XX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   S,   0,   X,   0,   0, INVEST    ,  , 
SH, 07, 2004123112, 01, CARQ, -12, 146S, 1206E,  25,    0, XX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   S,   0,   X, 130,   3, INVEST    ,  , 
SH, 07, 2004123112, 01, CARQ,  -6, 148S, 1208E,  25,    0, XX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   S,   0,   X,   0,   0, INVEST    ,  , 
SH, 07, 2004123112, 01, CARQ,   0, 152S, 1209E,  25, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1003,   80,  55,   0,   0,   S,   0,   X, 145,   3, INVEST    , S, 
SH, 07, 2004123112, 01, CARQ,   0, 152S, 1209E,  25, 1002, XX,  50, NEQ,    0,    0,    0,    0, 1003,   80,  55,   0,   0,   S,   0,   X, 145,   3, INVEST    , S, 
SH, 07, 2004123112, 01, CARQ,   0, 152S, 1209E,  25, 1002, XX,  64, NEQ,    0,    0,    0,    0, 1003,   80,  55,   0,   0,   S,   0,   X, 145,   3, INVEST    , S, 
SH, 07, 2004123112, 03, CLAU,  12, 158S, 1210E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLAU,  24, 164S, 1209E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLAU,  36, 169S, 1207E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLAU,  48, 176S, 1205E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLAU,  72, 186S, 1199E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLIM,  12, 161S, 1202E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLIM,  24, 171S, 1199E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLIM,  36, 180S, 1201E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLIM,  48, 191S, 1199E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLIM,  72, 206S, 1200E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLIP,  12, 159S, 1214E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 07, 2004123112, 03, CLIP,  24, 166S, 1212E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
