EP, 95, 2007070712, 03, NGPS,   0,  94N, 1250W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,   6,  98N, 1253W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,  12, 103N, 1256W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,  18, 112N, 1263W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,  24, 117N, 1270W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,  30, 118N, 1285W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,  36, 117N, 1299W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,  42, 122N, 1310W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,  48, 125N, 1317W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,  54, 130N, 1327W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007070712, 03, NGPS,  60, 131N, 1329W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX,   0, 124N,  940W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX,  12, 116N,  937W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX,  24, 117N,  947W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX,  36, 120N,  968W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX,  48, 128N,  997W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX,  60, 141N, 1027W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX,  72, 147N, 1044W,  15, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX,  84, 159N, 1049W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX,  96, 166N, 1053W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX, 108, 170N, 1065W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX, 120, 172N, 1068W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX, 132, 177N, 1076W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082912, 03,  NGX, 144, 177N, 1079W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 01, CARQ, -24, 120N,  920W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 95, 2007082918, 01, CARQ, -18, 120N,  930W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 95, 2007082918, 01, CARQ, -12, 120N,  940W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 270,  10, 
EP, 95, 2007082918, 01, CARQ,  -6, 120N,  950W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 95, 2007082918, 01, CARQ,   0, 120N,  960W,  25, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1012,  100,  40,   0,   0,   E,   0,   X, 270,  10,     INVEST, D, 
EP, 95, 2007082918, 01, CARQ,   0, 120N,  960W,  25, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1012,  100,  40,   0,   0,   E,   0,   X, 270,  10,     INVEST, D, 
EP, 95, 2007082918, 01, CARQ,   0, 120N,  960W,  25, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1012,  100,  40,   0,   0,   E,   0,   X, 270,  10,     INVEST, D, 
EP, 95, 2007082918, 03, AC00,   0, 111N,  970W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,   6, 120N,  970W,  15, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  12, 123N,  980W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  18, 128N,  985W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  24, 127N,  997W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  30, 129N, 1011W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  36, 135N, 1016W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  42, 131N, 1027W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  48, 143N, 1033W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  54, 142N, 1049W,  13, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  60, 149N, 1051W,  11, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  66, 151N, 1064W,  11, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  72, 159N, 1060W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  78, 166N, 1067W,  12, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  84, 166N, 1083W,  10, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  90, 169N, 1093W,   9, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00,  96, 163N, 1101W,  12, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 102, 169N, 1109W,  14, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 108, 167N, 1110W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 114, 172N, 1119W,  12, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 120, 175N, 1123W,  12, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 126, 175N, 1123W,  13, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 132, 172N, 1131W,  12, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 138, 179N, 1135W,  11, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 144, 179N, 1136W,  10, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 150, 179N, 1140W,  10, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AC00, 156, 189N, 1146W,   9, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,   0, 111N,  968W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,   6, 118N,  972W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  12, 123N,  977W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  18, 124N,  988W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  24, 127N,  999W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  30, 129N, 1012W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  36, 131N, 1021W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  42, 132N, 1035W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  48, 138N, 1046W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  54, 144N, 1056W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  60, 149N, 1063W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  66, 151N, 1073W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  72, 159N, 1081W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  78, 162N, 1089W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  84, 164N, 1094W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  90, 165N, 1104W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN,  96, 169N, 1113W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 102, 173N, 1117W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 108, 171N, 1121W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 114, 174N, 1128W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 120, 176N, 1134W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 126, 178N, 1136W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 132, 179N, 1140W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 138, 179N, 1143W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 144, 182N, 1148W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 150, 181N, 1154W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AEMN, 156, 186N, 1159W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,   0, 112N,  974W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,   6, 121N,  975W,  18, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  12, 128N,  983W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  18, 131N,  985W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  24, 130N,  995W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  30, 130N, 1010W,  15, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  36, 135N, 1021W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  42, 133N, 1036W,  15, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  48, 135N, 1043W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  54, 142N, 1049W,  14, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  60, 148N, 1057W,  12, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  66, 152N, 1067W,  13, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  72, 162N, 1075W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  78, 166N, 1081W,  14, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  84, 168N, 1081W,  11, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  90, 167N, 1097W,  12, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01,  96, 165N, 1098W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 102, 171N, 1110W,  14, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 108, 166N, 1117W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 114, 173N, 1125W,  14, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 120, 179N, 1126W,  13, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 126, 181N, 1132W,  11, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 132, 181N, 1133W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 138, 184N, 1131W,  14, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 144, 185N, 1136W,  11, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 150, 185N, 1143W,  11, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 156, 195N, 1145W,   7, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 162, 191N, 1147W,   8, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP01, 168, 187N, 1160W,  10, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP02,   0, 110N,  972W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP02,   6, 113N,  978W,  15, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP02,  12, 115N,  987W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP02,  18, 115N,  989W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP02,  24, 118N, 1000W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2007082918, 03, AP02,  30, 121N, 1011W,  15, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
