IO, 91, 2013111818, 03, GFDN,   0, 146N,  867E,  30, 1007
IO, 91, 2013111900, 03, NG15, 036, 127N,  821E,  16, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 042, 126N,  814E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 048, 125N,  804E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 054, 122N,  793E,  12, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 060, 126N,  783E,  12, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 066, 126N,  771E,   9, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 072, 131N,  756E,   7, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG16, 000,   0 ,    0 ,   0,    0, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG17, 000, 142N,  847E,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG17, 006, 131N,  833E,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG17, 012, 122N,  825E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG17, 018, 120N,  818E,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 000, 134N,  846E,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 006, 134N,  839E,  27, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 012, 131N,  835E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 018, 131N,  827E,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 024, 128N,  818E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 030, 127N,  810E,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 036, 124N,  802E,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 042, 121N,  794E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 048, 121N,  785E,  12, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 054, 120N,  774E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG18, 060, 122N,  763E,   9, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 000, 142N,  870E,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 006, 141N,  866E,  28, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 012, 140N,  863E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 018, 137N,  854E,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 024, 139N,  849E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 030, 140N,  843E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 036, 141N,  838E,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 042, 138N,  831E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 048, 137N,  822E,  15, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 054, 136N,  814E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 060, 137N,  808E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 066, 137N,  792E,  12, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 072, 136N,  777E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG19, 078, 139N,  765E,   9, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 000, 129N,  863E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 006, 119N,  851E,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 012, 116N,  846E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 018, 116N,  835E,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 024, 119N,  829E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 030, 118N,  820E,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 036, 118N,  813E,  17, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 042, 116N,  806E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 048, 113N,  796E,  13, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 054, 108N,  789E,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 060, 110N,  780E,  12, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 066, 111N,  765E,   9, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 072, 110N,  752E,   9, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG20, 078, 118N,  743E,  11, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 000, 140N,  858E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 006, 141N,  853E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 012, 141N,  846E,  33, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 018, 141N,  838E,  33, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 024, 140N,  830E,  35, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0068
IO, 91, 2013111900, 03, NVGM, 030, 137N,  823E,  32, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 036, 134N,  819E,  31, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 042, 130N,  815E,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 048, 129N,  812E,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 054, 127N,  810E,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 060, 126N,  807E,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 066, 124N,  801E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 072, 124N,  797E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 078, 123N,  791E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 084, 124N,  783E,  16, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 090, 126N,  773E,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 096, 127N,  763E,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NVGM, 102, 131N,  755E,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, GFDN,   0, 148N,  855E,  33, 1005
IO, 91, 2013111906, 03, GFDN,   6, 144N,  845E,  34, 1005
IO, 91, 2013111906, 03, GFDN,  12, 140N,  832E,  38, 1004
IO, 91, 2013111906, 03, GFDN,  18, 135N,  822E,  33, 1004
IO, 91, 2013111906, 03, GFDN,  24, 129N,  814E,  31, 1003
IO, 91, 2013111906, 03, GFDN,  30, 120N,  809E,  34, 1003
IO, 91, 2013111906, 03, GFDN,  36, 115N,  806E,  38, 1005
IO, 91, 2013111906, 03, GFDN,  42, 112N,  802E,  38, 1003
IO, 91, 2013111906, 03, GFDN,  48, 111N,  799E,  22, 1005
IO, 91, 2013111906, 03, GFDN,  54, 107N,  794E,  17, 1005
IO, 91, 2013111906, 03, GFDN,  60, 104N,  789E,  15, 1006
IO, 91, 2013111906, 03, NVGM, 000, 141N,  853E,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 006, 140N,  846E,  32, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 012, 140N,  836E,  36, 1007, XX,  34, NEQ, 0078, 0000, 0000, 0072
IO, 91, 2013111906, 03, NVGM, 018, 138N,  827E,  37, 1005, XX,  34, NEQ, 0086, 0000, 0000, 0090
IO, 91, 2013111906, 03, NVGM, 024, 134N,  820E,  32, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 030, 130N,  815E,  30, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 036, 126N,  811E,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 042, 124N,  809E,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 048, 124N,  806E,  27, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 054, 123N,  803E,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 060, 123N,  796E,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 066, 124N,  790E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 072, 125N,  783E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 078, 126N,  773E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 084, 130N,  765E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 090, 134N,  752E,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 096, 136N,  740E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 102, 140N,  733E,  14, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 108, 142N,  727E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 114, 145N,  720E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 120, 148N,  717E,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 126, 151N,  712E,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 132, 152N,  706E,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 138, 150N,  698E,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111906, 03, NVGM, 144, 153N,  691E,  12, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, COTC, 000, 149N,  848E,  35, 1004, XX,  34, NEQ, 0043, 0000, 0000, 0048,    0,    0, 038
IO, 91, 2013111912, 03, COTC, 006, 149N,  846E,  53, 1002, XX,  34, NEQ, 0068, 0081, 0045, 0068,    0,    0, 015
IO, 91, 2013111912, 03, COTC, 006, 149N,  846E,  53, 1002, XX,  50, NEQ, 0023, 0000, 0000, 0018,    0,    0, 015
IO, 91, 2013111912, 03, COTC, 012, 150N,  842E,  44, 1001, XX,  34, NEQ, 0077, 0073, 0000, 0054,    0,    0, 054
IO, 91, 2013111912, 03, COTC, 018, 150N,  836E,  44, 1003, XX,  34, NEQ, 0055, 0080, 0000, 0048,    0,    0, 023
IO, 91, 2013111912, 03, COTC, 024, 146N,  832E,  38, 1002, XX,  34, NEQ, 0113, 0000, 0000, 0063,    0,    0, 059
IO, 91, 2013111912, 03, COTC, 030, 146N,  828E,  45, 1003, XX,  34, NEQ, 0066, 0033, 0000, 0050,    0,    0, 028
IO, 91, 2013111912, 03, COTC, 036, 147N,  823E,  47, 1000, XX,  34, NEQ, 0069, 0043, 0000, 0066,    0,    0, 042
IO, 91, 2013111912, 03, COTC, 042, 148N,  816E,  40, 1001, XX,  34, NEQ, 0071, 0058, 0000, 0000,    0,    0, 061
IO, 91, 2013111912, 03, COTC, 048, 147N,  809E,  37, 1000, XX,  34, NEQ, 0000, 0000, 0020, 0020,    0,    0, 016
IO, 91, 2013111912, 03, COTC, 054, 146N,  805E,  41, 1004, XX,  34, NEQ, 0113, 0000, 0000, 0056,    0,    0, 047
IO, 91, 2013111912, 03, COTC, 060, 149N,  801E,  32, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 090
IO, 91, 2013111912, 03, COTC, 066, 153N,  796E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 042
IO, 91, 2013111912, 03, COTC, 072, 158N,  792E,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 072
IO, 91, 2013111912, 03, COTC, 078, 159N,  783E,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 054
IO, 91, 2013111912, 03, COTC, 084, 162N,  775E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 097
IO, 91, 2013111912, 03, COTC, 090, 170N,  768E,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 053
IO, 91, 2013111912, 03, COTC, 096, 178N,  765E,  10, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
IO, 91, 2013111912, 03, COTC, 102, 186N,  758E,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 037
IO, 91, 2013111912, 03, COTC, 108, 192N,  753E,  12, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 046
IO, 91, 2013111912, 03, COTC, 114, 198N,  748E,  10, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 063
IO, 91, 2013111912, 03, COTC, 120, 211N,  753E,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
IO, 91, 2013111912, 03, GFDN,   0, 149N,  847E,  39, 1003
IO, 91, 2013111912, 03, GFDN,   6, 144N,  835E,  37, 1004
IO, 91, 2013111912, 03, GFDN,  12, 140N,  822E,  38, 1003
IO, 91, 2013111912, 03, GFDN,  18, 134N,  812E,  34, 1003
IO, 91, 2013111912, 03, GFDN,  24, 126N,  806E,  31, 1003
IO, 91, 2013111912, 03, GFDN,  30, 117N,  801E,  30, 1005
IO, 91, 2013111912, 03, GFDN,  36, 109N,  792E,  20, 1005
IO, 91, 2013111912, 03, GFDN,  42, 102N,  788E,  19, 1006
IO, 91, 2013111912, 03, NG01, 000, 149N,  845E,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG01, 006, 149N,  841E,  34, 1008, XX,  34, NEQ, 0085, 0000, 0000, 0070
IO, 91, 2013111912, 03, NG01, 012, 143N,  832E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG01, 018, 142N,  822E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG01, 024, 141N,  818E,  16, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG01, 030, 140N,  810E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG01, 036, 138N,  802E,  12, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG02, 000, 143N,  836E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG02, 006, 143N,  831E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG02, 012, 140N,  821E,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG02, 018, 133N,  814E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 000, 142N,  859E,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 006, 141N,  852E,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 012, 139N,  844E,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 018, 138N,  838E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 024, 137N,  830E,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 030, 137N,  820E,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 036, 131N,  812E,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 042, 129N,  804E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 048, 128N,  795E,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 054, 130N,  781E,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 060, 128N,  767E,   8, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 066, 131N,  759E,   7, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 072, 136N,  749E,  11, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG03, 078, 136N,  738E,   8, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG04, 000, 136N,  836E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG04, 006, 134N,  829E,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG04, 012, 128N,  824E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG04, 018, 129N,  812E,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG04, 024, 125N,  804E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG04, 030, 124N,  795E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG04, 036, 125N,  783E,  12, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG04, 042, 123N,  773E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG05, 000, 149N,  842E,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG05, 006, 147N,  837E,  40, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0065
IO, 91, 2013111912, 03, NG05, 012, 141N,  828E,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG05, 018, 138N,  819E,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG05, 024, 136N,  810E,  16, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG05, 030, 133N,  800E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG05, 036, 131N,  789E,  13, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG05, 042, 129N,  774E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG05, 048, 130N,  758E,  12, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 000, 148N,  852E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 006, 147N,  845E,  45, 1005, XX,  34, NEQ, 0150, 0117, 0000, 0109
IO, 91, 2013111912, 03, NG06, 012, 144N,  839E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 018, 144N,  833E,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 024, 142N,  829E,  20, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 030, 141N,  824E,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 036, 140N,  819E,  22, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 042, 142N,  812E,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 048, 148N,  808E,  18, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 054, 151N,  799E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 060, 156N,  788E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 066, 161N,  779E,  12, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 072, 169N,  771E,  11, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 078, 174N,  763E,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG06, 084, 182N,  756E,   9, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 000, 148N,  842E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 006, 147N,  836E,  43, 1007, XX,  34, NEQ, 0169, 0000, 0000, 0048
IO, 91, 2013111912, 03, NG07, 012, 146N,  829E,  22, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 018, 141N,  820E,  17, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 024, 140N,  815E,  18, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 030, 140N,  810E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 036, 140N,  802E,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 042, 141N,  795E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 048, 143N,  788E,  12, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 054, 145N,  779E,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG07, 060, 148N,  768E,   8, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG08, 000, 138N,  841E,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG08, 006, 138N,  833E,  36, 1007, XX,  34, NEQ, 0160, 0000, 0000, 0135
IO, 91, 2013111912, 03, NG08, 012, 136N,  826E,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG08, 018, 135N,  818E,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG08, 024, 136N,  810E,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG08, 030, 137N,  803E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG08, 036, 139N,  796E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG08, 042, 141N,  788E,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG08, 048, 146N,  779E,  12, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG08, 054, 151N,  768E,   9, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG09, 000, 134N,  833E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG09, 006, 129N,  826E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG09, 012, 122N,  821E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG09, 018, 119N,  816E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG09, 024, 121N,  811E,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG09, 030, 121N,  802E,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG09, 036, 118N,  794E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG09, 042, 117N,  786E,  13, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111912, 03, NG09, 048, 118N,  781E,  12, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
