AL, 98, 2007092612, 03,  CMC,   0, 240N,  811W,  13, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  CMC,   6, 241N,  810W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  CMC,  12, 244N,  809W,  11, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  CMC,  18, 253N,  808W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  CMC,  24, 278N,  797W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  CMC,  30, 290N,  791W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  ETA,   0, 233N,  810W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  ETA,   6, 239N,  805W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  ETA,  12, 239N,  807W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  ETA,  18, 235N,  816W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  ETA,  24, 230N,  828W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  ETA,  30, 218N,  836W,  12, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03,  ETA,  36, 210N,  839W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AC00,   0, 244N,  817W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AC00,   6, 241N,  815W,  13, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AC00,  12, 253N,  812W,  12, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AC00,  18, 261N,  818W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AC00,  24, 270N,  808W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AC00,  30, 282N,  806W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AC00,  36, 293N,  800W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AC00,  42, 299N,  795W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP02,   0, 248N,  806W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP02,   6, 248N,  812W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP02,  12, 255N,  811W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP02,  18, 269N,  812W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP02,  24, 279N,  806W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP02,  30, 293N,  802W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP02,  36, 314N,  791W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP03,   0, 242N,  821W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP03,   6, 248N,  815W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP03,  12, 250N,  822W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP04,   0, 242N,  811W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP04,   6, 236N,  808W,  12, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP04,  12, 240N,  812W,  11, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP07,   0, 244N,  819W,  11, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP07,   6, 240N,  819W,  14, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP07,  12, 248N,  823W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP07,  18, 249N,  831W,  12, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP08,   0, 250N,  812W,  11, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP08,   6, 248N,  805W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP08,  12, 254N,  809W,  12, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP08,  18, 268N,  808W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP08,  24, 277N,  800W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP09,   0, 247N,  821W,  12, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP09,   6, 248N,  819W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP09,  12, 252N,  819W,  11, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP10,   0, 241N,  822W,  12, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,   0, 243N,  816W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,   6, 246N,  809W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  12, 254N,  805W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  18, 262N,  804W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  24, 271N,  797W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  30, 280N,  796W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  36, 288N,  790W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  42, 294N,  784W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  48, 301N,  778W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  54, 312N,  762W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  60, 313N,  759W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP11,  66, 311N,  755W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP12,   0, 242N,  811W,  11, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP12,   6, 247N,  804W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP12,  12, 253N,  805W,  11, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP12,  18, 269N,  806W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP12,  24, 278N,  800W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP12,  30, 285N,  802W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP12,  36, 294N,  791W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP12,  42, 291N,  787W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP12,  48, 301N,  780W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 98, 2007092612, 03, AP13,   0, 246N,  812W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
