EP, 95, 2021082406, 03, AC00, 042, 112N,  996W,  41,  998, XX,  34, NEQ, 0000, 0055, 0000, 0000
EP, 95, 2021082406, 03, AC00,  42, 112N,  996W,  41,  998, XX,  34, NEQ,    0,   55,    0,    0, 
EP, 95, 2021082406, 03, AC00, 048, 117N,  997W,  38, 1001, XX,  34, NEQ, 0000, 0064, 0000, 0000
EP, 95, 2021082406, 03, AC00,  48, 117N,  997W,  38, 1001, XX,  34, NEQ,    0,   64,    0,    0, 
EP, 95, 2021082406, 03, AC00, 054, 126N, 1002W,  47,  998, XX,  34, NEQ, 0079, 0074, 0188, 0058
EP, 95, 2021082406, 03, AC00,  54, 126N, 1002W,  47,  998, XX,  34, NEQ,   79,   74,  188,   58, 
EP, 95, 2021082406, 03, AC00, 060, 133N, 1019W,  46,  998, XX,  34, NEQ, 0106, 0121, 0143, 0107
EP, 95, 2021082406, 03, AC00,  60, 133N, 1019W,  46,  998, XX,  34, NEQ,  106,  121,  143,  107, 
EP, 95, 2021082406, 03, AC00, 066, 135N, 1030W,  47,  993, XX,  34, NEQ, 0134, 0114, 0124, 0124
EP, 95, 2021082406, 03, AC00,  66, 135N, 1030W,  47,  993, XX,  34, NEQ,  134,  114,  124,  124, 
EP, 95, 2021082406, 03, AC00, 072, 143N, 1041W,  43,  996, XX,  34, NEQ, 0104, 0140, 0108, 0107
EP, 95, 2021082406, 03, AC00,  72, 143N, 1041W,  43,  996, XX,  34, NEQ,  104,  140,  108,  107, 
EP, 95, 2021082406, 03, AC00, 078, 145N, 1050W,  50,  991, XX,  34, NEQ, 0136, 0103, 0110, 0109
EP, 95, 2021082406, 03, AC00, 078, 145N, 1050W,  50,  991, XX,  50, NEQ, 0000, 0000, 0000, 0058
EP, 95, 2021082406, 03, AC00,  78, 145N, 1050W,  50,  991, XX,  34, NEQ,  136,  103,  110,  109, 
EP, 95, 2021082406, 03, AC00,  78, 145N, 1050W,  50,  991, XX,  50, NEQ,    0,    0,    0,   58, 
EP, 95, 2021082406, 03, AC00, 084, 148N, 1059W,  52,  990, XX,  34, NEQ, 0240, 0110, 0115, 0165
EP, 95, 2021082406, 03, AC00, 084, 148N, 1059W,  52,  990, XX,  50, NEQ, 0058, 0000, 0000, 0000
EP, 95, 2021082406, 03, AC00,  84, 148N, 1059W,  52,  990, XX,  34, NEQ,  240,  110,  115,  165, 
EP, 95, 2021082406, 03, AC00,  84, 148N, 1059W,  52,  990, XX,  50, NEQ,   58,    0,    0,    0, 
EP, 95, 2021082406, 03, AC00, 090, 153N, 1063W,  54,  987, XX,  34, NEQ, 0178, 0135, 0121, 0186
EP, 95, 2021082406, 03, AC00, 090, 153N, 1063W,  54,  987, XX,  50, NEQ, 0062, 0061, 0000, 0000
EP, 95, 2021082406, 03, AC00,  90, 153N, 1063W,  54,  987, XX,  34, NEQ,  178,  135,  121,  186, 
EP, 95, 2021082406, 03, AC00,  90, 153N, 1063W,  54,  987, XX,  50, NEQ,   62,   61,    0,    0, 
EP, 95, 2021082406, 03, AC00, 096, 161N, 1071W,  53,  986, XX,  34, NEQ, 0166, 0146, 0138, 0127
EP, 95, 2021082406, 03, AC00, 096, 161N, 1071W,  53,  986, XX,  50, NEQ, 0082, 0000, 0000, 0000
EP, 95, 2021082406, 03, AC00,  96, 161N, 1071W,  53,  986, XX,  34, NEQ,  166,  146,  138,  127, 
EP, 95, 2021082406, 03, AC00,  96, 161N, 1071W,  53,  986, XX,  50, NEQ,   82,    0,    0,    0, 
EP, 95, 2021082406, 03, AC00, 102, 167N, 1081W,  56,  980, XX,  34, NEQ, 0207, 0139, 0108, 0110
EP, 95, 2021082406, 03, AC00, 102, 167N, 1081W,  56,  980, XX,  34, NEQ,  207,  139,  108,  110, 
EP, 95, 2021082406, 03, AC00, 102, 167N, 1081W,  56,  980, XX,  50, NEQ, 0052, 0065, 0000, 0066
EP, 95, 2021082406, 03, AC00, 102, 167N, 1081W,  56,  980, XX,  50, NEQ,   52,   65,    0,   66, 
EP, 95, 2021082406, 03, AC00, 108, 175N, 1085W,  68,  975, XX,  34, NEQ, 0186, 0132, 0114, 0133
EP, 95, 2021082406, 03, AC00, 108, 175N, 1085W,  68,  975, XX,  34, NEQ,  186,  132,  114,  133, 
EP, 95, 2021082406, 03, AC00, 108, 175N, 1085W,  68,  975, XX,  50, NEQ, 0077, 0077, 0075, 0062
EP, 95, 2021082406, 03, AC00, 108, 175N, 1085W,  68,  975, XX,  50, NEQ,   77,   77,   75,   62, 
EP, 95, 2021082406, 03, AC00, 108, 175N, 1085W,  68,  975, XX,  64, NEQ, 0062, 0047, 0000, 0000
EP, 95, 2021082406, 03, AC00, 108, 175N, 1085W,  68,  975, XX,  64, NEQ,   62,   47,    0,    0, 
EP, 95, 2021082406, 03, AC00, 114, 183N, 1094W,  74,  971, XX,  34, NEQ, 0148, 0123, 0111, 0111
EP, 95, 2021082406, 03, AC00, 114, 183N, 1094W,  74,  971, XX,  34, NEQ,  148,  123,  111,  111, 
EP, 95, 2021082406, 03, AC00, 114, 183N, 1094W,  74,  971, XX,  50, NEQ, 0082, 0081, 0070, 0073
EP, 95, 2021082406, 03, AC00, 114, 183N, 1094W,  74,  971, XX,  50, NEQ,   82,   81,   70,   73, 
EP, 95, 2021082406, 03, AC00, 114, 183N, 1094W,  74,  971, XX,  64, NEQ, 0065, 0061, 0000, 0000
EP, 95, 2021082406, 03, AC00, 114, 183N, 1094W,  74,  971, XX,  64, NEQ,   65,   61,    0,    0, 
EP, 95, 2021082406, 03, AC00, 120, 191N, 1101W,  77,  968, XX,  34, NEQ, 0146, 0125, 0108, 0105
EP, 95, 2021082406, 03, AC00, 120, 191N, 1101W,  77,  968, XX,  34, NEQ,  146,  125,  108,  105, 
EP, 95, 2021082406, 03, AC00, 120, 191N, 1101W,  77,  968, XX,  50, NEQ, 0084, 0079, 0068, 0076
EP, 95, 2021082406, 03, AC00, 120, 191N, 1101W,  77,  968, XX,  50, NEQ,   84,   79,   68,   76, 
EP, 95, 2021082406, 03, AC00, 120, 191N, 1101W,  77,  968, XX,  64, NEQ, 0062, 0064, 0000, 0060
EP, 95, 2021082406, 03, AC00, 120, 191N, 1101W,  77,  968, XX,  64, NEQ,   62,   64,    0,   60, 
EP, 95, 2021082406, 03, AC00, 126, 197N, 1110W,  72,  966, XX,  34, NEQ, 0139, 0135, 0121, 0122
EP, 95, 2021082406, 03, AC00, 126, 197N, 1110W,  72,  966, XX,  34, NEQ,  139,  135,  121,  122, 
EP, 95, 2021082406, 03, AC00, 126, 197N, 1110W,  72,  966, XX,  50, NEQ, 0085, 0082, 0080, 0082
EP, 95, 2021082406, 03, AC00, 126, 197N, 1110W,  72,  966, XX,  50, NEQ,   85,   82,   80,   82, 
EP, 95, 2021082406, 03, AC00, 126, 197N, 1110W,  72,  966, XX,  64, NEQ, 0058, 0059, 0034, 0056
EP, 95, 2021082406, 03, AC00, 126, 197N, 1110W,  72,  966, XX,  64, NEQ,   58,   59,   34,   56, 
EP, 95, 2021082406, 03, AC00, 132, 202N, 1119W,  76,  966, XX,  34, NEQ, 0135, 0118, 0115, 0112
EP, 95, 2021082406, 03, AC00, 132, 202N, 1119W,  76,  966, XX,  34, NEQ,  135,  118,  115,  112, 
EP, 95, 2021082406, 03, AC00, 132, 202N, 1119W,  76,  966, XX,  50, NEQ, 0091, 0076, 0079, 0080
EP, 95, 2021082406, 03, AC00, 132, 202N, 1119W,  76,  966, XX,  50, NEQ,   91,   76,   79,   80, 
EP, 95, 2021082406, 03, AC00, 132, 202N, 1119W,  76,  966, XX,  64, NEQ, 0071, 0060, 0054, 0054
EP, 95, 2021082406, 03, AC00, 132, 202N, 1119W,  76,  966, XX,  64, NEQ,   71,   60,   54,   54, 
EP, 95, 2021082406, 03, AC00, 138, 206N, 1130W,  79,  963, XX,  34, NEQ, 0138, 0133, 0128, 0112
EP, 95, 2021082406, 03, AC00, 138, 206N, 1130W,  79,  963, XX,  34, NEQ,  138,  133,  128,  112, 
EP, 95, 2021082406, 03, AC00, 138, 206N, 1130W,  79,  963, XX,  50, NEQ, 0082, 0082, 0075, 0077
EP, 95, 2021082406, 03, AC00, 138, 206N, 1130W,  79,  963, XX,  50, NEQ,   82,   82,   75,   77, 
EP, 95, 2021082406, 03, AC00, 138, 206N, 1130W,  79,  963, XX,  64, NEQ, 0060, 0061, 0055, 0056
EP, 95, 2021082406, 03, AC00, 138, 206N, 1130W,  79,  963, XX,  64, NEQ,   60,   61,   55,   56, 
EP, 95, 2021082406, 03, AC00, 144, 209N, 1139W,  67,  968, XX,  34, NEQ, 0123, 0115, 0115, 0113
EP, 95, 2021082406, 03, AC00, 144, 209N, 1139W,  67,  968, XX,  34, NEQ,  123,  115,  115,  113, 
EP, 95, 2021082406, 03, AC00, 144, 209N, 1139W,  67,  968, XX,  50, NEQ, 0076, 0075, 0070, 0073
EP, 95, 2021082406, 03, AC00, 144, 209N, 1139W,  67,  968, XX,  50, NEQ,   76,   75,   70,   73, 
EP, 95, 2021082406, 03, AC00, 144, 209N, 1139W,  67,  968, XX,  64, NEQ, 0057, 0000, 0041, 0000
EP, 95, 2021082406, 03, AC00, 144, 209N, 1139W,  67,  968, XX,  64, NEQ,   57,    0,   41,    0, 
EP, 95, 2021082406, 03, AC00, 150, 212N, 1149W,  63,  970, XX,  34, NEQ, 0133, 0128, 0118, 0120
EP, 95, 2021082406, 03, AC00, 150, 212N, 1149W,  63,  970, XX,  34, NEQ,  133,  128,  118,  120, 
EP, 95, 2021082406, 03, AC00, 150, 212N, 1149W,  63,  970, XX,  50, NEQ, 0078, 0067, 0066, 0075
EP, 95, 2021082406, 03, AC00, 150, 212N, 1149W,  63,  970, XX,  50, NEQ,   78,   67,   66,   75, 
EP, 95, 2021082406, 03, AC00, 156, 213N, 1158W,  60,  976, XX,  34, NEQ, 0122, 0116, 0103, 0110
EP, 95, 2021082406, 03, AC00, 156, 213N, 1158W,  60,  976, XX,  34, NEQ,  122,  116,  103,  110, 
EP, 95, 2021082406, 03, AC00, 156, 213N, 1158W,  60,  976, XX,  50, NEQ, 0068, 0070, 0057, 0063
EP, 95, 2021082406, 03, AC00, 156, 213N, 1158W,  60,  976, XX,  50, NEQ,   68,   70,   57,   63, 
EP, 95, 2021082406, 03, AC00, 162, 216N, 1167W,  58,  975, XX,  34, NEQ, 0108, 0110, 0103, 0114
EP, 95, 2021082406, 03, AC00, 162, 216N, 1167W,  58,  975, XX,  34, NEQ,  108,  110,  103,  114, 
EP, 95, 2021082406, 03, AC00, 162, 216N, 1167W,  58,  975, XX,  50, NEQ, 0071, 0070, 0054, 0063
EP, 95, 2021082406, 03, AC00, 162, 216N, 1167W,  58,  975, XX,  50, NEQ,   71,   70,   54,   63, 
EP, 95, 2021082406, 03, AC00, 168, 216N, 1177W,  54,  980, XX,  34, NEQ, 0111, 0099, 0104, 0105
EP, 95, 2021082406, 03, AC00, 168, 216N, 1177W,  54,  980, XX,  34, NEQ,  111,   99,  104,  105, 
EP, 95, 2021082406, 03, AC00, 168, 216N, 1177W,  54,  980, XX,  50, NEQ, 0068, 0053, 0051, 0057
EP, 95, 2021082406, 03, AC00, 168, 216N, 1177W,  54,  980, XX,  50, NEQ,   68,   53,   51,   57, 
EP, 95, 2021082406, 03, AC00, 174, 218N, 1185W,  52,  979, XX,  34, NEQ, 0104, 0103, 0096, 0109
EP, 95, 2021082406, 03, AC00, 174, 218N, 1185W,  52,  979, XX,  34, NEQ,  104,  103,   96,  109, 
EP, 95, 2021082406, 03, AC00, 174, 218N, 1185W,  52,  979, XX,  50, NEQ, 0061, 0000, 0000, 0000
EP, 95, 2021082406, 03, AC00, 174, 218N, 1185W,  52,  979, XX,  50, NEQ,   61,    0,    0,    0, 
EP, 95, 2021082406, 03, AC00, 180, 220N, 1194W,  49,  983, XX,  34, NEQ, 0096, 0100, 0097, 0107
EP, 95, 2021082406, 03, AC00, 180, 220N, 1194W,  49,  983, XX,  34, NEQ,   96,  100,   97,  107, 
EP, 95, 2021082406, 03, AC00, 186, 221N, 1201W,  47,  982, XX,  34, NEQ, 0088, 0099, 0093, 0100
EP, 95, 2021082406, 03, AC00, 186, 221N, 1201W,  47,  982, XX,  34, NEQ,   88,   99,   93,  100, 
EP, 95, 2021082406, 03, AC00, 192, 224N, 1206W,  43,  987, XX,  34, NEQ, 0085, 0084, 0082, 0086
EP, 95, 2021082406, 03, AC00, 192, 224N, 1206W,  43,  987, XX,  34, NEQ,   85,   84,   82,   86, 
EP, 95, 2021082406, 03, AEMN, 000, 117N,  944W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,   0, 117N,  944W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 006, 116N,  950W,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,   6, 116N,  950W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 012, 116N,  960W,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  12, 116N,  960W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 018, 117N,  972W,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  18, 117N,  972W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 024, 115N,  981W,  27, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  24, 115N,  981W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 030, 112N,  992W,  32, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  30, 112N,  992W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 036, 111N,  996W,  34, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  36, 111N,  996W,  34, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 042, 113N,  999W,  36, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  42, 113N,  999W,  36, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 048, 116N, 1005W,  38, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  48, 116N, 1005W,  38, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 054, 120N, 1012W,  41,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  54, 120N, 1012W,  41,  998, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 060, 126N, 1022W,  45,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  60, 126N, 1022W,  45,  999, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 066, 131N, 1032W,  41,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  66, 131N, 1032W,  41,  995, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 072, 135N, 1040W,  43,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  72, 135N, 1040W,  43,  997, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 078, 142N, 1049W,  45,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  78, 142N, 1049W,  45,  992, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 084, 146N, 1059W,  48,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  84, 146N, 1059W,  48,  991, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 090, 151N, 1066W,  49,  987, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  90, 151N, 1066W,  49,  987, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 096, 156N, 1072W,  52,  987, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN,  96, 156N, 1072W,  52,  987, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 102, 164N, 1078W,  56,  983, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 102, 164N, 1078W,  56,  983, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 108, 171N, 1085W,  58,  983, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 108, 171N, 1085W,  58,  983, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 114, 178N, 1091W,  59,  979, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 114, 178N, 1091W,  59,  979, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 120, 184N, 1097W,  62,  979, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 120, 184N, 1097W,  62,  979, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 126, 190N, 1104W,  63,  976, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 126, 190N, 1104W,  63,  976, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 132, 195N, 1111W,  64,  978, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 132, 195N, 1111W,  64,  978, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 138, 201N, 1119W,  62,  976, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 138, 201N, 1119W,  62,  976, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 144, 205N, 1126W,  63,  978, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 144, 205N, 1126W,  63,  978, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 150, 210N, 1134W,  59,  977, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 150, 210N, 1134W,  59,  977, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 156, 213N, 1141W,  57,  981, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 156, 213N, 1141W,  57,  981, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 162, 216N, 1148W,  55,  979, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 162, 216N, 1148W,  55,  979, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 168, 218N, 1154W,  53,  983, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 168, 218N, 1154W,  53,  983, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 174, 222N, 1159W,  51,  982, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 174, 222N, 1159W,  51,  982, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 180, 225N, 1164W,  49,  986, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 180, 225N, 1164W,  49,  986, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 186, 229N, 1169W,  46,  986, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 186, 229N, 1169W,  46,  986, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AEMN, 192, 232N, 1174W,  44,  990, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AEMN, 192, 232N, 1174W,  44,  990, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP01, 000, 118N,  947W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP01,   0, 118N,  947W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP01, 006, 118N,  958W,  23, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP01,   6, 118N,  958W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP01, 012, 124N,  970W,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP01,  12, 124N,  970W,  31, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP01, 018, 122N,  973W,  39, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0057
EP, 95, 2021082406, 03, AP01,  18, 122N,  973W,  39, 1003, XX,  34, NEQ,    0,    0,    0,   57, 
EP, 95, 2021082406, 03, AP01, 024, 116N,  982W,  32, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP01,  24, 116N,  982W,  32, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP01, 030, 109N,  990W,  34, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0059
EP, 95, 2021082406, 03, AP01,  30, 109N,  990W,  34, 1002, XX,  34, NEQ,    0,    0,    0,   59, 
EP, 95, 2021082406, 03, AP01, 036, 104N,  991W,  37, 1001, XX,  34, NEQ, 0000, 0053, 0000, 0000
EP, 95, 2021082406, 03, AP01,  36, 104N,  991W,  37, 1001, XX,  34, NEQ,    0,   53,    0,    0, 
EP, 95, 2021082406, 03, AP01, 042, 105N,  985W,  47,  998, XX,  34, NEQ, 0061, 0074, 0060, 0000
EP, 95, 2021082406, 03, AP01,  42, 105N,  985W,  47,  998, XX,  34, NEQ,   61,   74,   60,    0, 
EP, 95, 2021082406, 03, AP01, 048, 111N,  984W,  39, 1002, XX,  34, NEQ, 0057, 0067, 0065, 0000
EP, 95, 2021082406, 03, AP01,  48, 111N,  984W,  39, 1002, XX,  34, NEQ,   57,   67,   65,    0, 
EP, 95, 2021082406, 03, AP01, 054, 123N,  989W,  44,  999, XX,  34, NEQ, 0075, 0067, 0201, 0048
EP, 95, 2021082406, 03, AP01,  54, 123N,  989W,  44,  999, XX,  34, NEQ,   75,   67,  201,   48, 
EP, 95, 2021082406, 03, AP01, 060, 139N, 1004W,  45, 1000, XX,  34, NEQ, 0089, 0057, 0253, 0046
EP, 95, 2021082406, 03, AP01,  60, 139N, 1004W,  45, 1000, XX,  34, NEQ,   89,   57,  253,   46, 
EP, 95, 2021082406, 03, AP02, 000, 113N,  945W,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP02,   0, 113N,  945W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP02, 006, 116N,  951W,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP02,   6, 116N,  951W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP02, 012, 114N,  965W,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP02,  12, 114N,  965W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP02, 018, 113N,  976W,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP02,  18, 113N,  976W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP02, 024, 112N,  981W,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP02,  24, 112N,  981W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP02, 030, 110N, 1000W,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 95, 2021082406, 03, AP02,  30, 110N, 1000W,  31, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2021082406, 03, AP02, 036, 109N, 1002W,  35, 1003, XX,  34, NEQ, 0000, 0030, 0052, 0000
EP, 95, 2021082406, 03, AP02,  36, 109N, 1002W,  35, 1003, XX,  34, NEQ,    0,   30,   52,    0, 
EP, 95, 2021082406, 03, AP02, 042, 116N, 1001W,  37,  999, XX,  34, NEQ, 0000, 0059, 0000, 0000
EP, 95, 2021082406, 03, AP02,  42, 116N, 1001W,  37,  999, XX,  34, NEQ,    0,   59,    0,    0, 
EP, 95, 2021082406, 03, AP02, 048, 124N, 1009W,  43, 1000, XX,  34, NEQ, 0078, 0100, 0132, 0066
EP, 95, 2021082406, 03, AP02,  48, 124N, 1009W,  43, 1000, XX,  34, NEQ,   78,  100,  132,   66, 
EP, 95, 2021082406, 03, AP02, 054, 127N, 1019W,  39,  997, XX,  34, NEQ, 0096, 0090, 0123, 0000
EP, 95, 2021082406, 03, AP02,  54, 127N, 1019W,  39,  997, XX,  34, NEQ,   96,   90,  123,    0, 
EP, 95, 2021082406, 03, AP02, 060, 132N, 1026W,  58,  997, XX,  34, NEQ, 0112, 0088, 0111, 0000
EP, 95, 2021082406, 03, AP02, 060, 132N, 1026W,  58,  997, XX,  50, NEQ, 0000, 0044, 0000, 0000
EP, 95, 2021082406, 03, AP02,  60, 132N, 1026W,  58,  997, XX,  34, NEQ,  112,   88,  111,    0, 
EP, 95, 2021082406, 03, AP02,  60, 132N, 1026W,  58,  997, XX,  50, NEQ,    0,   44,    0,    0, 
EP, 95, 2021082406, 03, AP02, 066, 141N, 1038W,  41,  996, XX,  34, NEQ, 0087, 0110, 0161, 0083
EP, 95, 2021082406, 03, AP02,  66, 141N, 1038W,  41,  996, XX,  34, NEQ,   87,  110,  161,   83, 
EP, 95, 2021082406, 03, AP02, 072, 143N, 1048W,  43,  997, XX,  34, NEQ, 0063, 0111, 0137, 0000
EP, 95, 2021082406, 03, AP02,  72, 143N, 1048W,  43,  997, XX,  34, NEQ,   63,  111,  137,    0, 
EP, 95, 2021082406, 03, AP02, 078, 147N, 1058W,  37,  993, XX,  34, NEQ, 0000, 0066, 0000, 0052
EP, 95, 2021082406, 03, AP02,  78, 147N, 1058W,  37,  993, XX,  34, NEQ,    0,   66,    0,   52, 
EP, 95, 2021082406, 03, AP02, 084, 149N, 1066W,  49,  990, XX,  34, NEQ, 0075, 0070, 0000, 0074
EP, 95, 2021082406, 03, AP02,  84, 149N, 1066W,  49,  990, XX,  34, NEQ,   75,   70,    0,   74, 
EP, 95, 2021082406, 03, AP02, 090, 152N, 1074W,  49,  987, XX,  34, NEQ, 0257, 0092, 0105, 0059
