EP, 19, 2014100200, 03, COTC, 000, 177N, 1049W,  30, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 040
EP, 19, 2014100200, 03, COTC, 006, 181N, 1059W,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 085
EP, 19, 2014100200, 03, COTC, 012, 186N, 1065W,  37, 1005, XX,  34, NEQ, 0064, 0286, 0000, 0000,    0,    0, 058
EP, 19, 2014100200, 03, COTC, 018, 189N, 1073W,  30, 1006, XX,  34, NEQ, 0000, 0249, 0000, 0000,    0,    0, 034
EP, 19, 2014100200, 03, COTC, 024, 188N, 1079W,  31, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 076
EP, 19, 2014100200, 03, COTC, 030, 191N, 1084W,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 031
EP, 19, 2014100200, 03, COTC, 036, 188N, 1089W,  37, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0025,    0,    0, 022
EP, 19, 2014100200, 03, COTC, 042, 189N, 1096W,  41, 1004, XX,  34, NEQ, 0025, 0036, 0046, 0000,    0,    0, 040
EP, 19, 2014100200, 03, COTC, 048, 194N, 1103W,  41, 1002, XX,  34, NEQ, 0186, 0041, 0000, 0072,    0,    0, 036
EP, 19, 2014100200, 03, COTC, 054, 195N, 1111W,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 075
EP, 19, 2014100200, 03, COTC, 060, 198N, 1117W,  38, 1001, XX,  34, NEQ, 0050, 0000, 0048, 0081,    0,    0, 045
EP, 19, 2014100200, 03, COTC, 066, 205N, 1124W,  38, 1002, XX,  34, NEQ, 0000, 0030, 0037, 0000,    0,    0, 034
EP, 19, 2014100200, 03, COTC, 072, 212N, 1131W,  41, 1001, XX,  34, NEQ, 0000, 0038, 0033, 0000,    0,    0, 028
EP, 19, 2014100200, 03, COTC, 078, 218N, 1138W,  37, 1004, XX,  34, NEQ, 0054, 0000, 0000, 0000,    0,    0, 045
EP, 19, 2014100200, 03, COTC, 084, 222N, 1147W,  37, 1004, XX,  34, NEQ, 0074, 0000, 0000, 0000,    0,    0, 048
EP, 19, 2014100200, 03, COTC, 090, 225N, 1156W,  42, 1006, XX,  34, NEQ, 0000, 0040, 0000, 0060,    0,    0, 054
EP, 19, 2014100200, 03, COTC, 096, 226N, 1164W,  27, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 049
EP, 19, 2014100200, 03, COTC, 102, 225N, 1169W,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 024
EP, 19, 2014100200, 03, COTC, 108, 225N, 1175W,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 034
EP, 19, 2014100200, 03, COTC, 114, 224N, 1183W,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 078
EP, 19, 2014100200, 03, COTC, 120, 226N, 1191W,  23, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 043
EP, 19, 2014100200, 03, GFDN,   0, 176N, 1052W,  28,  998
EP, 19, 2014100200, 03, GFDN,   6, 180N, 1058W,  32, 1001
EP, 19, 2014100200, 03, GFDN,  12, 184N, 1063W,  35, 1001
EP, 19, 2014100200, 03, GFDN,  18, 187N, 1068W,  32, 1002
EP, 19, 2014100200, 03, GFDN,  24, 191N, 1074W,  35, 1000
EP, 19, 2014100200, 03, GFDN,  30, 194N, 1083W,  42,  997
EP, 19, 2014100200, 03, GFDN,  36, 197N, 1091W,  36,  999
EP, 19, 2014100200, 03, GFDN,  42, 198N, 1102W,  43,  999
EP, 19, 2014100200, 03, GFDN,  48, 200N, 1111W,  34,  999
EP, 19, 2014100200, 03, GFDN,  54, 199N, 1121W,  38,  998
EP, 19, 2014100200, 03, GFDN,  60, 200N, 1129W,  31,  998
EP, 19, 2014100200, 03, GFDN,  66, 201N, 1135W,  43,  996
EP, 19, 2014100200, 03, GFDN,  72, 203N, 1139W,  41,  994
EP, 19, 2014100200, 03, GFDN,  78, 205N, 1143W,  44,  991
EP, 19, 2014100200, 03, GFDN,  84, 208N, 1146W,  54,  989
EP, 19, 2014100200, 03, GFDN,  90, 211N, 1147W,  48,  989
EP, 19, 2014100200, 03, GFDN,  96, 213N, 1147W,  45,  990
EP, 19, 2014100200, 03, GFDN, 102, 213N, 1147W,  47,  990
EP, 19, 2014100200, 03, GFDN, 108, 215N, 1147W,  44,  991
EP, 19, 2014100200, 03, GFDN, 114, 216N, 1149W,  47,  990
EP, 19, 2014100200, 03, GFDN, 120, 217N, 1150W,  48,  991
EP, 19, 2014100200, 03, GFDN, 126, 218N, 1151W,  50,  991
EP, 19, 2014100200, 03, NG01, 000, 179N, 1062W,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 006, 181N, 1070W,  20, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 012, 189N, 1079W,  23, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 018, 191N, 1087W,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 024, 197N, 1095W,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 030, 200N, 1106W,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 036, 201N, 1119W,  32, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 042, 203N, 1132W,  29, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 048, 209N, 1140W,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 054, 213N, 1151W,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 060, 219N, 1161W,  30, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 066, 221N, 1172W,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 072, 223N, 1183W,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 078, 223N, 1192W,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 084, 227N, 1200W,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 090, 228N, 1209W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 096, 228N, 1215W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 102, 229N, 1221W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 108, 229N, 1230W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 114, 229N, 1239W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 120, 230N, 1249W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 126, 232N, 1257W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 132, 236N, 1265W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 138, 240N, 1271W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 144, 245N, 1278W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 150, 246N, 1284W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 156, 247N, 1291W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 162, 247N, 1296W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 168, 244N, 1301W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 174, 241N, 1308W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG01, 180, 241N, 1316W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG02, 000, 160N, 1061W,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG02, 006, 162N, 1072W,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG02, 012, 167N, 1077W,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG02, 018, 167N, 1084W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG02, 024, 171N, 1089W,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG02, 030, 177N, 1096W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 19, 2014100200, 03, NG02, 036, 181N, 1108W,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
