EP, 96, 2017071100, 03, CTCX, 000, 121N, 1049W,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 075
EP, 96, 2017071100, 03, CTCX, 006, 118N, 1053W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
EP, 96, 2017071100, 03, CTCX, 012, 116N, 1058W,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 030
EP, 96, 2017071100, 03, CTCX, 018, 121N, 1075W,  31, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 067
EP, 96, 2017071100, 03, CTCX, 024, 123N, 1088W,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 086
EP, 96, 2017071100, 03, CTCX, 030, 119N, 1099W,  28, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 042
EP, 96, 2017071100, 03, CTCX, 036, 114N, 1104W,  32, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 071
EP, 96, 2017071100, 03, CTCX, 042, 112N, 1117W,  32, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
EP, 96, 2017071100, 03, CTCX, 048, 110N, 1124W,  30, 1008, XX,  34, NEQ, 0122, 0000, 0000, 0000,    0,    0, 107
EP, 96, 2017071100, 03, CTCX, 054, 114N, 1135W,  36, 1011, XX,  34, NEQ, 0172, 0000, 0000, 0103,    0,    0, 095
EP, 96, 2017071100, 03, CTCX, 060, 111N, 1145W,  35, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0154,    0,    0, 087
EP, 96, 2017071100, 03, CTCX, 066, 107N, 1155W,  36, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0087,    0,    0, 078
EP, 96, 2017071100, 03, CTCX, 072, 112N, 1163W,  37, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0048,    0,    0, 045
EP, 96, 2017071100, 03, CTCX, 078, 108N, 1174W,  40, 1007, XX,  34, NEQ, 0000, 0000, 0019, 0099,    0,    0, 088
EP, 96, 2017071100, 03, CTCX, 084, 106N, 1185W,  33, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 097
EP, 96, 2017071100, 03, CTCX, 090, 107N, 1197W,  33, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0136,    0,    0, 102
EP, 96, 2017071100, 03, CTCX, 096, 111N, 1213W,  31, 1007, XX,  34, NEQ, 0199, 0000, 0126, 0000,    0,    0, 040
EP, 96, 2017071100, 03, CTCX, 102, 110N, 1229W,  34, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0141,    0,    0, 056
EP, 96, 2017071100, 03, CTCX, 108, 110N, 1241W,  44, 1004, XX,  34, NEQ, 0039, 0000, 0000, 0157,    0,    0, 025
EP, 96, 2017071100, 03, CTCX, 114, 110N, 1254W,  46, 1001, XX,  34, NEQ, 0083, 0092, 0000, 0131,    0,    0, 022
EP, 96, 2017071100, 03, CTCX, 120, 115N, 1270W,  63,  995, XX,  34, NEQ, 0203, 0135, 0040, 0123,    0,    0, 030
EP, 96, 2017071100, 03, CTCX, 120, 115N, 1270W,  63,  995, XX,  50, NEQ, 0035, 0000, 0000, 0000,    0,    0, 030
EP, 96, 2017071100, 03, CTCX, 126, 117N, 1285W,  59,  996, XX,  34, NEQ, 0099, 0081, 0077, 0075,    0,    0, 021
EP, 96, 2017071100, 03, CTCX, 126, 117N, 1285W,  59,  996, XX,  50, NEQ, 0029, 0000, 0000, 0031,    0,    0, 021
EP, 96, 2017071106, 03, COTC, 000, 116N, 1057W,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 105
EP, 96, 2017071106, 03, COTC, 006, 123N, 1070W,  28, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 068
EP, 96, 2017071106, 03, COTC, 012, 116N, 1077W,  27, 1004, XX,  34, NEQ, 0000, 0231, 0000, 0000,    0,    0, 030
EP, 96, 2017071106, 03, COTC, 018, 120N, 1083W,  34, 1003, XX,  34, NEQ, 0168, 0196, 0000, 0000,    0,    0, 044
EP, 96, 2017071106, 03, COTC, 024, 118N, 1085W,  33, 1005, XX,  34, NEQ, 0143, 0000, 0000, 0000,    0,    0, 026
EP, 96, 2017071106, 03, COTC, 030, 116N, 1085W,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 049
EP, 96, 2017071106, 03, COTC, 036, 112N, 1087W,  27, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 100
EP, 96, 2017071106, 03, COTC, 042, 110N, 1091W,  38, 1002, XX,  34, NEQ, 0000, 0000, 0043, 0000,    0,    0, 026
EP, 96, 2017071106, 03, COTC, 048, 119N, 1098W,  38, 1003, XX,  34, NEQ, 0000, 0000, 0060, 0000,    0,    0, 053
EP, 96, 2017071106, 03, COTC, 054, 122N, 1103W,  44,  999, XX,  34, NEQ, 0023, 0041, 0078, 0062,    0,    0, 029
EP, 96, 2017071106, 03, COTC, 060, 123N, 1108W,  63,  989, XX,  34, NEQ, 0060, 0071, 0214, 0080,    0,    0, 025
EP, 96, 2017071106, 03, COTC, 060, 123N, 1108W,  63,  989, XX,  50, NEQ, 0033, 0046, 0000, 0000,    0,    0, 025
EP, 96, 2017071106, 03, COTC, 066, 129N, 1115W,  61,  985, XX,  34, NEQ, 0102, 0133, 0142, 0067,    0,    0, 021
EP, 96, 2017071106, 03, COTC, 066, 129N, 1115W,  61,  985, XX,  50, NEQ, 0026, 0044, 0017, 0013,    0,    0, 021
EP, 96, 2017071106, 03, COTC, 072, 136N, 1121W,  73,  980, XX,  34, NEQ, 0059, 0134, 0134, 0055,    0,    0, 020
EP, 96, 2017071106, 03, COTC, 072, 136N, 1121W,  73,  980, XX,  50, NEQ, 0028, 0040, 0031, 0021,    0,    0, 020
EP, 96, 2017071106, 03, COTC, 072, 136N, 1121W,  73,  980, XX,  64, NEQ, 0022, 0028, 0022, 0000,    0,    0, 020
EP, 96, 2017071106, 03, COTC, 078, 142N, 1129W,  74,  978, XX,  34, NEQ, 0077, 0097, 0091, 0040,    0,    0, 023
EP, 96, 2017071106, 03, COTC, 078, 142N, 1129W,  74,  978, XX,  50, NEQ, 0039, 0039, 0025, 0022,    0,    0, 023
EP, 96, 2017071106, 03, COTC, 078, 142N, 1129W,  74,  978, XX,  64, NEQ, 0030, 0030, 0000, 0000,    0,    0, 023
EP, 96, 2017071106, 03, COTC, 084, 147N, 1138W,  69,  977, XX,  34, NEQ, 0082, 0134, 0094, 0060,    0,    0, 022
EP, 96, 2017071106, 03, COTC, 084, 147N, 1138W,  69,  977, XX,  50, NEQ, 0041, 0040, 0050, 0027,    0,    0, 022
EP, 96, 2017071106, 03, COTC, 084, 147N, 1138W,  69,  977, XX,  64, NEQ, 0030, 0025, 0000, 0000,    0,    0, 022
EP, 96, 2017071106, 03, COTC, 090, 153N, 1147W,  76,  978, XX,  34, NEQ, 0102, 0181, 0194, 0063,    0,    0, 022
EP, 96, 2017071106, 03, COTC, 090, 153N, 1147W,  76,  978, XX,  50, NEQ, 0049, 0047, 0035, 0035,    0,    0, 022
EP, 96, 2017071106, 03, COTC, 090, 153N, 1147W,  76,  978, XX,  64, NEQ, 0034, 0028, 0023, 0000,    0,    0, 022
EP, 96, 2017071106, 03, COTC, 096, 160N, 1156W,  76,  980, XX,  34, NEQ, 0062, 0141, 0210, 0064,    0,    0, 021
EP, 96, 2017071106, 03, COTC, 096, 160N, 1156W,  76,  980, XX,  50, NEQ, 0040, 0045, 0037, 0039,    0,    0, 021
EP, 96, 2017071106, 03, COTC, 096, 160N, 1156W,  76,  980, XX,  64, NEQ, 0028, 0028, 0000, 0000,    0,    0, 021
EP, 96, 2017071106, 03, COTC, 102, 163N, 1167W,  72,  980, XX,  34, NEQ, 0064, 0155, 0067, 0069,    0,    0, 021
EP, 96, 2017071106, 03, COTC, 102, 163N, 1167W,  72,  980, XX,  50, NEQ, 0030, 0040, 0034, 0037,    0,    0, 021
EP, 96, 2017071106, 03, COTC, 102, 163N, 1167W,  72,  980, XX,  64, NEQ, 0024, 0025, 0000, 0000,    0,    0, 021
EP, 96, 2017071106, 03, COTC, 108, 168N, 1177W,  58,  984, XX,  34, NEQ, 0066, 0062, 0056, 0067,    0,    0, 023
EP, 96, 2017071106, 03, COTC, 108, 168N, 1177W,  58,  984, XX,  50, NEQ, 0035, 0032, 0029, 0036,    0,    0, 023
EP, 96, 2017071106, 03, COTC, 114, 173N, 1188W,  60,  985, XX,  34, NEQ, 0062, 0217, 0068, 0072,    0,    0, 018
EP, 96, 2017071106, 03, COTC, 114, 173N, 1188W,  60,  985, XX,  50, NEQ, 0034, 0033, 0030, 0030,    0,    0, 018
EP, 96, 2017071106, 03, COTC, 120, 175N, 1197W,  54,  990, XX,  34, NEQ, 0064, 0167, 0072, 0073,    0,    0, 025
EP, 96, 2017071106, 03, COTC, 120, 175N, 1197W,  54,  990, XX,  50, NEQ, 0000, 0035, 0030, 0000,    0,    0, 025
EP, 96, 2017071106, 03, CTCX, 000, 117N, 1057W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 085
EP, 96, 2017071106, 03, CTCX, 006, 116N, 1066W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
EP, 96, 2017071106, 03, CTCX, 012, 118N, 1076W,  26, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 019
EP, 96, 2017071106, 03, CTCX, 018, 120N, 1094W,  33, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 053
EP, 96, 2017071106, 03, CTCX, 024, 121N, 1101W,  32, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 105
EP, 96, 2017071106, 03, CTCX, 030, 110N, 1107W,  31, 1009, XX,  34, NEQ, 0158, 0000, 0000, 0000,    0,    0, 108
EP, 96, 2017071106, 03, CTCX, 036, 110N, 1117W,  38, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0124,    0,    0, 069
EP, 96, 2017071106, 03, CTCX, 042, 109N, 1123W,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 074
EP, 96, 2017071106, 03, CTCX, 048, 113N, 1135W,  37, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0127,    0,    0, 086
EP, 96, 2017071106, 03, CTCX, 054, 116N, 1148W,  34, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0113,    0,    0, 108
EP, 96, 2017071106, 03, CTCX, 060, 116N, 1155W,  38, 1011, XX,  34, NEQ, 0065, 0000, 0000, 0093,    0,    0, 090
EP, 96, 2017071106, 03, CTCX, 066, 117N, 1165W,  37, 1007, XX,  34, NEQ, 0082, 0000, 0000, 0023,    0,    0, 021
EP, 96, 2017071106, 03, CTCX, 072, 117N, 1178W,  41, 1007, XX,  34, NEQ, 0000, 0000, 0011, 0060,    0,    0, 013
EP, 96, 2017071106, 03, CTCX, 078, 115N, 1190W,  47, 1002, XX,  34, NEQ, 0023, 0019, 0000, 0095,    0,    0, 017
EP, 96, 2017071106, 03, CTCX, 084, 114N, 1203W,  50, 1000, XX,  34, NEQ, 0040, 0024, 0032, 0054,    0,    0, 021
EP, 96, 2017071106, 03, CTCX, 090, 114N, 1216W,  51,  994, XX,  34, NEQ, 0038, 0039, 0026, 0139,    0,    0, 021
EP, 96, 2017071106, 03, CTCX, 090, 114N, 1216W,  51,  994, XX,  50, NEQ, 0022, 0000, 0000, 0000,    0,    0, 021
EP, 96, 2017071106, 03, CTCX, 096, 115N, 1229W,  58,  995, XX,  34, NEQ, 0048, 0052, 0021, 0201,    0,    0, 021
EP, 96, 2017071106, 03, CTCX, 096, 115N, 1229W,  58,  995, XX,  50, NEQ, 0026, 0000, 0000, 0018,    0,    0, 021
EP, 96, 2017071106, 03, CTCX, 102, 114N, 1241W,  65,  988, XX,  34, NEQ, 0053, 0106, 0145, 0050,    0,    0, 019
EP, 96, 2017071106, 03, CTCX, 102, 114N, 1241W,  65,  988, XX,  50, NEQ, 0029, 0005, 0011, 0026,    0,    0, 019
EP, 96, 2017071106, 03, CTCX, 102, 114N, 1241W,  65,  988, XX,  64, NEQ, 0000, 0000, 0000, 0019,    0,    0, 019
EP, 96, 2017071106, 03, CTCX, 108, 114N, 1254W,  71,  986, XX,  34, NEQ, 0077, 0132, 0039, 0056,    0,    0, 022
EP, 96, 2017071106, 03, CTCX, 108, 114N, 1254W,  71,  986, XX,  50, NEQ, 0033, 0000, 0000, 0031,    0,    0, 022
EP, 96, 2017071106, 03, CTCX, 108, 114N, 1254W,  71,  986, XX,  64, NEQ, 0026, 0000, 0000, 0024,    0,    0, 022
EP, 96, 2017071106, 03, CTCX, 114, 117N, 1268W,  86,  979, XX,  34, NEQ, 0087, 0073, 0026, 0124,    0,    0, 023
EP, 96, 2017071106, 03, CTCX, 114, 117N, 1268W,  86,  979, XX,  50, NEQ, 0040, 0030, 0002, 0026,    0,    0, 023
