IO, 03, 2012111800, 03, AVNO, 000, 164N,  882E,  34, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 006, 165N,  880E,  32, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 012, 164N,  878E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 018, 161N,  874E,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 024, 158N,  869E,  27, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 030, 157N,  866E,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 036, 155N,  862E,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 042, 153N,  857E,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 048, 151N,  851E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 054, 149N,  846E,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 060, 146N,  841E,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 066, 143N,  835E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 072, 141N,  828E,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 078, 138N,  822E,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 084, 135N,  816E,  22, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 090, 135N,  811E,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 096, 131N,  805E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 102, 133N,  802E,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111800, 03, AVNO, 108, 134N,  798E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 000, 158N,  880E,  34, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0071
IO, 03, 2012111806, 03, AVNO, 006, 158N,  878E,  30, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 012, 156N,  875E,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 018, 155N,  871E,  26, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 024, 156N,  867E,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 030, 155N,  863E,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 036, 153N,  857E,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 042, 150N,  850E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 048, 148N,  845E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 054, 145N,  840E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 060, 143N,  835E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 066, 143N,  827E,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 072, 140N,  821E,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 078, 136N,  815E,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 084, 136N,  810E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 090, 133N,  807E,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 096, 134N,  806E,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 102, 136N,  802E,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 108, 137N,  794E,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 114, 142N,  788E,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 120, 141N,  785E,  11, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 126, 140N,  774E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111806, 03, AVNO, 132, 138N,  773E,   9, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 000, 157N,  877E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 006, 155N,  874E,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 012, 154N,  871E,  27, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 018, 155N,  867E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 024, 156N,  863E,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 030, 154N,  859E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 036, 153N,  854E,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 042, 150N,  849E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 048, 149N,  844E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 054, 148N,  838E,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 060, 148N,  833E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 066, 146N,  827E,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 072, 143N,  822E,  22, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 078, 139N,  817E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 084, 139N,  814E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 090, 138N,  811E,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 096, 138N,  810E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 102, 138N,  808E,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 108, 138N,  805E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 114, 139N,  805E,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 120, 137N,  801E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 126, 134N,  797E,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111812, 03, AVNO, 132, 135N,  791E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111818, 03, AVNO, 000, 154N,  868E,  30, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111818, 03, AVNO, 006, 152N,  867E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111818, 03, AVNO, 012, 152N,  864E,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 03, 2012111818, 03, AVNO, 018, 152N,  863E,  25, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
