AL, 95, 2014081600, 03, COTC, 000, 142N,  196W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
AL, 95, 2014081600, 03, COTC, 006, 146N,  199W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 050
AL, 95, 2014081600, 03, COTC, 012, 148N,  200W,  25, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 060
AL, 95, 2014081600, 03, COTC, 018, 149N,  207W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 044
AL, 95, 2014081600, 03, COTC, 024, 145N,  203W,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 056
AL, 95, 2014081600, 03, COTC, 030, 145N,  196W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 083
AL, 95, 2014081600, 03, COTC, 036, 139N,  200W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
AL, 95, 2014081600, 03, COTC, 042, 135N,  214W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
AL, 95, 2014081600, 03, GFDN,   0, 148N,  196W,  28, 1009
AL, 95, 2014081600, 03, NG01, 012, 144N,  202W,  23, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 018, 145N,  207W,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 024, 145N,  212W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 030, 144N,  221W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 036, 140N,  232W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 042, 138N,  240W,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 048, 133N,  251W,  12, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 054, 126N,  261W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 060, 133N,  268W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 066, 138N,  272W,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 072, 134N,  276W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG01, 078, 133N,  278W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 000, 138N,  201W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 006, 140N,  200W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 012, 139N,  201W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 018, 139N,  203W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 024, 138N,  207W,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 030, 137N,  210W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 036, 132N,  219W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 042, 131N,  228W,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 048, 129N,  240W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 054, 130N,  247W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 060, 133N,  255W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 066, 136N,  264W,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 072, 137N,  277W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 078, 137N,  287W,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 084, 140N,  290W,  26, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 090, 140N,  295W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 096, 140N,  300W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 102, 140N,  309W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 108, 141N,  310W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 114, 140N,  315W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 120, 143N,  315W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 126, 146N,  313W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 132, 150N,  312W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 138, 155N,  308W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 144, 157N,  305W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 150, 160N,  297W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 156, 161N,  293W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 162, 160N,  290W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 168, 158N,  289W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 174, 153N,  290W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG02, 180, 152N,  295W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 000, 141N,  194W,  16, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 006, 141N,  192W,  17, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 012, 140N,  197W,  16, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 018, 134N,  196W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 024, 130N,  192W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 030, 127N,  191W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 036, 123N,  192W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 042, 120N,  199W,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 048, 115N,  197W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 054, 114N,  200W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 060, 113N,  201W,  21, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG03, 066, 117N,  209W,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 000, 147N,  194W,  18, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 006, 149N,  191W,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 012, 148N,  193W,  15, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 018, 142N,  203W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 024, 142N,  197W,  17, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 030, 140N,  192W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 036, 133N,  199W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 042, 130N,  204W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 048, 124N,  203W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 054, 121N,  210W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 060, 121N,  229W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 066, 126N,  245W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 072, 123N,  242W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 078, 129N,  238W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG04, 084, 130N,  229W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG05, 000, 147N,  200W,  17, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG05, 006, 145N,  200W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG05, 012, 146N,  202W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG05, 018, 143N,  208W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG05, 024, 141N,  211W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG05, 030, 135N,  215W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG05, 036, 133N,  222W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG05, 042, 127N,  232W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 000, 152N,  196W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 006, 155N,  200W,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 012, 155N,  203W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 018, 158N,  208W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 024, 159N,  213W,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 030, 157N,  220W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 036, 156N,  232W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 042, 151N,  240W,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 048, 148N,  249W,  12, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 054, 144N,  259W,  10, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG06, 060, 141N,  264W,  10, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 000, 137N,  206W,  14, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 006, 136N,  203W,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 012, 131N,  203W,  17, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 018, 129N,  206W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 024, 127N,  209W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 030, 128N,  211W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 036, 127N,  216W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 042, 126N,  223W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 048, 122N,  232W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 054, 122N,  233W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 060, 123N,  240W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 066, 124N,  247W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 072, 126N,  251W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 078, 130N,  250W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 084, 135N,  252W,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 090, 129N,  271W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 096, 130N,  274W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 102, 131N,  272W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 108, 132N,  273W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 114, 138N,  269W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 120, 145N,  268W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 126, 155N,  262W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 132, 161N,  260W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 138, 171N,  256W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 144, 180N,  254W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 150, 186N,  252W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 156, 188N,  256W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 162, 190N,  266W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 168, 191N,  277W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 174, 191N,  290W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG07, 180, 193N,  303W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 000, 144N,  203W,  20, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 006, 147N,  209W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 012, 148N,  216W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 018, 149N,  223W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 024, 154N,  230W,  15, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 030, 154N,  237W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 036, 154N,  248W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 042, 148N,  259W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 048, 145N,  273W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG08, 054, 139N,  281W,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG09, 000,   0 ,    0 ,   0,    0, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 000, 138N,  203W,  14, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 006, 135N,  206W,  18, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 012, 135N,  209W,  17, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 018, 133N,  213W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 024, 131N,  206W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 030, 125N,  197W,  21, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 036, 123N,  196W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 042, 122N,  198W,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 048, 115N,  201W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 054, 123N,  207W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 060, 126N,  208W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 066, 128N,  215W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 072, 132N,  215W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 078, 138N,  223W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 084, 134N,  239W,  16, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 090, 133N,  258W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 096, 130N,  271W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 102, 133N,  277W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 108, 139N,  271W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 114, 143N,  272W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 120, 144N,  267W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG10, 126, 137N,  282W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 000, 141N,  208W,  20, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 006, 145N,  210W,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 012, 144N,  216W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 018, 145N,  220W,  21, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 024, 144N,  225W,  17, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 030, 144N,  227W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 036, 142N,  236W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 042, 139N,  240W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 048, 134N,  246W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 054, 131N,  262W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 060, 134N,  267W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 066, 132N,  270W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 072, 138N,  272W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 078, 138N,  286W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 084, 132N,  312W,  22, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 090, 132N,  313W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 096, 139N,  311W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 102, 139N,  318W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 108, 140N,  324W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 114, 140N,  329W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 120, 141N,  334W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 126, 141N,  336W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 132, 142N,  338W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 138, 141N,  340W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 144, 140N,  338W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 150, 138N,  337W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 156, 138N,  335W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 162, 138N,  333W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 168, 139N,  332W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 174, 140N,  332W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG11, 180, 142N,  336W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG12, 000,   0 ,    0 ,   0,    0, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG13, 000, 144N,  194W,  19, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG13, 006, 143N,  193W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG13, 012, 141N,  196W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG13, 018, 136N,  198W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 95, 2014081600, 03, NG13, 024, 133N,  188W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
