SH, 24, 2007051712, 03,  UKM,   0, 107S, 1556E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM,  12, 119S, 1537E,  31,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM,  24, 111S, 1523E,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM,  36, 103S, 1523E,  31,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM,  48, 114S, 1514E,  31,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM,  60, 114S, 1497E,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM,  72, 114S, 1478E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM,  84, 111S, 1455E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM,  96, 103S, 1441E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM, 108, 100S, 1426E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM, 120,  96S, 1407E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM, 132,  95S, 1382E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051712, 03,  UKM, 144,  89S, 1363E,  24,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM,   0, 110S, 1538E,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM,  12, 110S, 1522E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM,  24, 107S, 1510E,  31,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM,  36, 111S, 1501E,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM,  48, 114S, 1487E,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM,  60, 110S, 1466E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM,  72, 106S, 1450E,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM,  84,  99S, 1435E,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM,  96,  96S, 1425E,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM, 108,  95S, 1408E,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM, 120,  96S, 1391E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM, 132,  92S, 1374E,  22,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051800, 03,  UKM, 144,  92S, 1352E,  22,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM,   0,  99S, 1527E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM,  12,  89S, 1511E,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM,  24,  96S, 1502E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM,  36,  89S, 1459E,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM,  48,  91S, 1455E,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM,  60,  92S, 1442E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM,  72,  91S, 1431E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM,  84,  92S, 1416E,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM,  96,  91S, 1399E,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM, 108,  89S, 1380E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM, 120,  87S, 1363E,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM, 132,  91S, 1340E,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051812, 03,  UKM, 144,  89S, 1320E,  24,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM,   0,  99S, 1511E,  24,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM,  12, 107S, 1493E,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM,  24, 107S, 1478E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM,  36, 106S, 1459E,  22,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM,  48, 103S, 1444E,  24,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM,  60,  99S, 1426E,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM,  72,  95S, 1409E,  24,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM,  84,  88S, 1392E,  24,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM,  96,  86S, 1376E,  24,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM, 108,  77S, 1365E,  21,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM, 120,  83S, 1349E,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 24, 2007051900, 03,  UKM, 132,  74S, 1346E,  22,    0,   ,   0,    ,    0,    0,    0,    0, 
