EP, 09, 2014080100, 03, NG02, 096, 189N, 1389W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 102, 190N, 1395W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 108, 192N, 1400W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 114, 194N, 1402W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 120, 194N, 1406W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 126, 196N, 1413W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 132, 199N, 1420W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 138, 198N, 1428W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 144, 200N, 1436W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 150, 200N, 1449W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 156, 201N, 1459W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 162, 203N, 1469W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 168, 205N, 1480W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 174, 207N, 1493W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG02, 180, 209N, 1505W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 090, 181N, 1394W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 096, 186N, 1401W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 102, 191N, 1409W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 108, 196N, 1417W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 114, 200N, 1429W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 120, 202N, 1439W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 126, 207N, 1451W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 132, 210N, 1465W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 138, 212N, 1478W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 144, 217N, 1490W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 150, 220N, 1504W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 156, 224N, 1517W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 162, 229N, 1529W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 168, 232N, 1540W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 174, 236N, 1550W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG03, 180, 240N, 1560W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 090, 154N, 1353W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 096, 154N, 1361W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 102, 151N, 1370W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 108, 150N, 1379W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 114, 149N, 1387W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 120, 148N, 1395W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 126, 150N, 1405W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 132, 151N, 1412W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 138, 154N, 1423W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 144, 158N, 1433W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 150, 162N, 1446W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 156, 168N, 1459W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 162, 171N, 1470W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 168, 176N, 1481W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 174, 179N, 1495W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG04, 180, 182N, 1506W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 090, 162N, 1253W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 096, 164N, 1257W,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 102, 166N, 1265W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 108, 170N, 1271W,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 114, 175N, 1278W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 120, 180N, 1288W,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 126, 186N, 1297W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 132, 198N, 1302W,   0, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 138, 210N, 1310W,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 144, 220N, 1320W,   0, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 150, 231N, 1328W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 156, 242N, 1334W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 162, 252N, 1341W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 168, 263N, 1346W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 174, 271N, 1350W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG06, 180, 280N, 1353W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 090, 172N, 1360W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 096, 174N, 1368W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 102, 177N, 1375W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 108, 180N, 1381W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 114, 181N, 1389W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 120, 187N, 1394W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 126, 190N, 1401W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 132, 193N, 1409W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 138, 196N, 1420W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 144, 198N, 1432W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 150, 196N, 1444W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 156, 202N, 1455W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 162, 210N, 1468W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 168, 215N, 1479W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 174, 221N, 1490W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG07, 180, 219N, 1506W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 090, 188N, 1408W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 096, 191N, 1419W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 102, 195N, 1428W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 108, 198N, 1435W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 114, 198N, 1442W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 120, 196N, 1452W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 126, 193N, 1462W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 132, 192N, 1473W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 138, 193N, 1490W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 144, 192N, 1504W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 150, 191N, 1521W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG08, 156, 189N, 1537W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 090, 190N, 1385W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 096, 193N, 1386W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 102, 196N, 1389W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 108, 200N, 1393W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 114, 203N, 1400W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 120, 207N, 1408W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 126, 208N, 1419W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 132, 208N, 1429W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 138, 209N, 1437W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 144, 211N, 1447W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 150, 214N, 1456W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 156, 218N, 1467W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 162, 220N, 1479W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 168, 221N, 1491W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 174, 223N, 1504W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG09, 180, 226N, 1518W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 090, 198N, 1382W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 096, 200N, 1386W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 102, 200N, 1389W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 108, 200N, 1390W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 114, 198N, 1396W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 120, 196N, 1403W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 126, 192N, 1413W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 132, 190N, 1424W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 138, 189N, 1439W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 144, 188N, 1452W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 150, 187N, 1470W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 156, 188N, 1486W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 162, 190N, 1502W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 168, 193N, 1518W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 174, 203N, 1530W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG10, 180, 211N, 1547W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG11, 090, 171N, 1422W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG11, 096, 173N, 1431W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG11, 102, 176N, 1442W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG11, 108, 177N, 1451W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG11, 114, 178N, 1461W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG11, 120, 174N, 1473W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG11, 126, 172N, 1486W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG11, 132, 170N, 1499W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 090, 189N, 1414W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 096, 193N, 1419W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 102, 198N, 1424W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 108, 200N, 1430W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 114, 201N, 1434W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 120, 201N, 1440W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 126, 201N, 1449W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 132, 200N, 1462W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 138, 199N, 1477W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 144, 198N, 1491W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 150, 200N, 1510W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 156, 201N, 1529W,   0, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 162, 209N, 1543W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG12, 168, 214N, 1561W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 090, 102N, 1359W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 096, 102N, 1369W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 102, 104N, 1381W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 108, 105N, 1385W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 114, 105N, 1400W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 120, 105N, 1409W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 126, 106N, 1418W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 132, 108N, 1427W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 138, 109N, 1430W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG13, 144, 109N, 1439W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 090, 178N, 1468W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 096, 180N, 1480W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 102, 181N, 1496W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 108, 181N, 1509W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 114, 181N, 1521W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 120, 183N, 1536W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 126, 185N, 1550W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 132, 187N, 1562W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 138, 189N, 1575W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 144, 190N, 1590W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 150, 192N, 1602W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 156, 197N, 1615W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 162, 201N, 1628W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 168, 207N, 1639W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 174, 210N, 1648W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG14, 180, 210N, 1655W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 090, 198N, 1387W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 096, 200N, 1392W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 102, 200N, 1400W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 108, 200N, 1406W,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 114, 201N, 1412W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 120, 202N, 1421W,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 126, 202N, 1431W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 132, 201N, 1441W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 138, 203N, 1453W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 09, 2014080100, 03, NG15, 144, 202N, 1464W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
