EP, 90, 2019072700, 03, COTC, 000,  89N,  962W,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
EP, 90, 2019072700, 03, COTC, 006,  97N,  984W,  43, 1005, XX,  34, NEQ, 0334, 0133, 0039, 0000,    0,    0, 100
EP, 90, 2019072700, 03, COTC, 012, 108N,  994W,  31, 1006, XX,  34, NEQ, 0184, 0193, 0000, 0000,    0,    0, 062
EP, 90, 2019072700, 03, COTC, 018, 117N,  982W,  32, 1007, XX,  34, NEQ, 0233, 0000, 0000, 0000,    0,    0, 072
EP, 90, 2019072700, 03, COTC, 024, 124N,  982W,  28, 1004, XX,  34, NEQ, 0205, 0158, 0000, 0000,    0,    0, 107
EP, 90, 2019072700, 03, COTC, 030, 130N,  990W,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 092
EP, 90, 2019072700, 03, COTC, 036, 137N,  996W,  38, 1006, XX,  34, NEQ, 0127, 0000, 0000, 0129,    0,    0, 108
EP, 90, 2019072700, 03, COTC, 042, 144N, 1020W,  34, 1007, XX,  34, NEQ, 0179, 0000, 0000, 0000,    0,    0, 090
EP, 90, 2019072700, 03, NG02, 000,  93N,  944W,  32, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 135
EP, 90, 2019072700, 03, NG02, 006, 100N,  962W,  33, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 059
EP, 90, 2019072700, 03, NG02, 012, 102N,  973W,  37, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0107,    0,    0, 089
EP, 90, 2019072700, 03, NG02, 018, 106N,  976W,  39, 1008, XX,  34, NEQ, 0097, 0099, 0000, 0082,    0,    0, 082
EP, 90, 2019072700, 03, NG02, 024, 114N,  984W,  38, 1006, XX,  34, NEQ, 0112, 0000, 0000, 0072,    0,    0, 098
EP, 90, 2019072700, 03, NG02, 030, 118N,  999W,  49, 1008, XX,  34, NEQ, 0094, 0000, 0000, 0088,    0,    0, 052
EP, 90, 2019072700, 03, NG02, 036, 121N, 1018W,  48, 1006, XX,  34, NEQ, 0097, 0000, 0000, 0073,    0,    0, 060
EP, 90, 2019072700, 03, NG02, 042, 124N, 1034W,  39, 1008, XX,  34, NEQ, 0063, 0000, 0000, 0029,    0,    0, 038
EP, 90, 2019072700, 03, NG02, 048, 127N, 1049W,  41, 1007, XX,  34, NEQ, 0070, 0000, 0000, 0065,    0,    0, 048
EP, 90, 2019072700, 03, NG02, 054, 128N, 1067W,  38, 1009, XX,  34, NEQ, 0049, 0000, 0000, 0072,    0,    0, 045
EP, 90, 2019072700, 03, NG02, 060, 129N, 1084W,  42, 1008, XX,  34, NEQ, 0064, 0000, 0000, 0000,    0,    0, 063
EP, 90, 2019072700, 03, NG02, 066, 130N, 1100W,  34, 1010, XX,  34, NEQ, 0068, 0000, 0000, 0000,    0,    0, 067
EP, 90, 2019072700, 03, NG02, 072, 131N, 1115W,  34, 1008, XX,  34, NEQ, 0040, 0000, 0000, 0000,    0,    0, 039
EP, 90, 2019072700, 03, NG02, 078, 129N, 1128W,  33, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 058
EP, 90, 2019072700, 03, NG02, 084, 126N, 1141W,  34, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 063
EP, 90, 2019072700, 03, NG02, 090, 125N, 1152W,  28, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 037
EP, 90, 2019072700, 03, NG02, 096, 125N, 1162W,  30, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 042
EP, 90, 2019072700, 03, NG02, 102, 127N, 1176W,  26, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 111
EP, 90, 2019072700, 03, NG02, 108, 132N, 1189W,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 111
EP, 90, 2019072700, 03, NG02, 114, 138N, 1204W,  25, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 139
EP, 90, 2019072700, 03, NG02, 120, 143N, 1217W,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 122
EP, 90, 2019072700, 03, NG02, 126, 148N, 1232W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 100
EP, 90, 2019072700, 03, NG02, 132, 149N, 1247W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 115
EP, 90, 2019072700, 03, NG02, 138, 152N, 1263W,  23, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 085
EP, 90, 2019072700, 03, NG02, 144, 155N, 1279W,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 096
EP, 90, 2019072700, 03, NG02, 150, 158N, 1291W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 104
EP, 90, 2019072700, 03, NG02, 156, 161N, 1305W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 087
EP, 90, 2019072700, 03, NG02, 162, 161N, 1317W,  18, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 083
EP, 90, 2019072700, 03, NG02, 168, 156N, 1324W,  17, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 145
EP, 90, 2019072700, 03, NG03, 000,  78N,  964W,  27, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 079
EP, 90, 2019072700, 03, NG04, 000, 106N,  966W,  38, 1008, XX,  34, NEQ, 0087, 0000, 0000, 0089,    0,    0, 055
EP, 90, 2019072700, 03, NG04, 006, 115N,  980W,  40, 1009, XX,  34, NEQ, 0086, 0000, 0000, 0000,    0,    0, 106
EP, 90, 2019072700, 03, NG04, 012, 122N,  996W,  41, 1006, XX,  34, NEQ, 0038, 0000, 0000, 0000,    0,    0, 140
EP, 90, 2019072700, 03, NG04, 018, 137N, 1012W,  48, 1008, XX,  34, NEQ, 0139, 0092, 0000, 0067,    0,    0, 065
EP, 90, 2019072700, 03, NG04, 024, 148N, 1030W,  45, 1006, XX,  34, NEQ, 0111, 0074, 0000, 0045,    0,    0, 072
EP, 90, 2019072700, 03, NG04, 030, 159N, 1047W,  47, 1009, XX,  34, NEQ, 0082, 0073, 0000, 0052,    0,    0, 070
EP, 90, 2019072700, 03, NG04, 036, 166N, 1063W,  44, 1007, XX,  34, NEQ, 0086, 0079, 0043, 0037,    0,    0, 053
EP, 90, 2019072700, 03, NG04, 042, 172N, 1074W,  43, 1007, XX,  34, NEQ, 0077, 0025, 0000, 0023,    0,    0, 054
EP, 90, 2019072700, 03, NG04, 048, 178N, 1085W,  46, 1005, XX,  34, NEQ, 0088, 0059, 0000, 0000,    0,    0, 061
EP, 90, 2019072700, 03, NG04, 054, 181N, 1097W,  43, 1007, XX,  34, NEQ, 0075, 0059, 0000, 0000,    0,    0, 067
EP, 90, 2019072700, 03, NG04, 060, 184N, 1109W,  46, 1005, XX,  34, NEQ, 0080, 0068, 0000, 0000,    0,    0, 063
EP, 90, 2019072700, 03, NG04, 066, 188N, 1120W,  41, 1006, XX,  34, NEQ, 0072, 0073, 0000, 0000,    0,    0, 035
EP, 90, 2019072700, 03, NG04, 072, 192N, 1132W,  38, 1005, XX,  34, NEQ, 0074, 0063, 0000, 0000,    0,    0, 039
EP, 90, 2019072700, 03, NG04, 078, 197N, 1143W,  35, 1007, XX,  34, NEQ, 0055, 0048, 0000, 0000,    0,    0, 047
EP, 90, 2019072700, 03, NG04, 084, 203N, 1154W,  32, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 053
EP, 90, 2019072700, 03, NG04, 090, 207N, 1166W,  33, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 065
EP, 90, 2019072700, 03, NG04, 096, 211N, 1177W,  32, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 039
EP, 90, 2019072700, 03, NG04, 102, 216N, 1185W,  28, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 059
EP, 90, 2019072700, 03, NG04, 108, 220N, 1193W,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 046
EP, 90, 2019072700, 03, NG04, 114, 223N, 1202W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 079
