EP, 12, 2023091300, 01, CARQ, -24,  76N, 1220W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 12, 2023091300, 01, CARQ, -18,  76N, 1231W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 12, 2023091300, 01, CARQ, -12,  78N, 1243W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 287,  12,     INVEST,  , 
EP, 12, 2023091300, 01, CARQ,  -6,  83N, 1254W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 12, 2023091300, 01, CARQ,   0,  90N, 1262W,  20, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1010,  120,  90,   0,   0,   E,   0,   X, 295,  10,     INVEST, S, 
EP, 12, 2023091300, 01, CARQ,   0,  90N, 1262W,  20, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1010,  120,  90,   0,   0,   E,   0,   X, 295,  10,     INVEST, S, 
EP, 12, 2023091300, 01, CARQ,   0,  90N, 1262W,  20, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1010,  120,  90,   0,   0,   E,   0,   X, 295,  10,     INVEST, S, 
EP, 12, 2023091300, 03, CEMN,   0,  90N, 1271W,  18, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,   6,  92N, 1287W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  12, 100N, 1295W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  18, 110N, 1302W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  24, 122N, 1308W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  30, 133N, 1315W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  36, 142N, 1321W,  28, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  42, 149N, 1328W,  30, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  48, 154N, 1332W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  54, 158N, 1336W,  30, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  60, 162N, 1342W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  66, 163N, 1347W,  30, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  72, 164N, 1353W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  78, 161N, 1360W,  31, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  84, 159N, 1368W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  90, 157N, 1378W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN,  96, 155N, 1387W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN, 102, 153N, 1400W,  28, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN, 108, 150N, 1413W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN, 114, 149N, 1427W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN, 120, 145N, 1444W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 12, 2023091300, 03, CEMN, 126, 141N, 1457W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
