IO, 96, 2013060418, 03, GFDN,   0, 208N,  604E,  18,  998
IO, 96, 2013060418, 03, GFDN,   6, 205N,  601E,  20, 1002
IO, 96, 2013060418, 03, GFDN,  12, 206N,  596E,  20, 1003
IO, 96, 2013060418, 03, GFDN,  18, 203N,  584E,  19, 1001
IO, 96, 2013060500, 03, GFDN,   0, 210N,  604E,  20,  997
IO, 96, 2013060500, 03, GFDN,   6, 209N,  599E,  22, 1000
IO, 96, 2013060500, 03, GFDN,  12, 206N,  591E,  32, 1000
IO, 96, 2013060500, 03, GFDN,  18, 204N,  584E,  20, 1002
IO, 96, 2013060500, 03, GFDN,  24, 201N,  579E,  19, 1003
IO, 96, 2013060500, 03, GFDN,  30, 203N,  565E,  17, 1002
IO, 96, 2013060500, 03, GFDN,  36, 211N,  557E,  16, 1000
IO, 96, 2013060500, 03, GFDN,  42, 216N,  549E,  25, 1000
IO, 96, 2013060500, 03, GFDN,  48, 207N,  547E,  23, 1000
IO, 96, 2013060500, 03, NG01, 000, 199N,  611E,  17, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 006, 198N,  594E,  25, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 012, 198N,  587E,  20, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 018, 195N,  582E,  21, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 024, 196N,  573E,  19, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 030, 194N,  560E,  19, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 036, 190N,  553E,  20,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 042, 187N,  550E,  17, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 048, 187N,  542E,  15, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 054, 185N,  537E,  17, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 060, 180N,  531E,  19,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 066, 176N,  530E,  15,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 96, 2013060500, 03, NG01, 072, 175N,  528E,  15, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
