AL, 99, 2019082312, 03, COTC, 000,  96N,  418W,  16, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
AL, 99, 2019082312, 03, COTC, 006,  91N,  439W,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 083
AL, 99, 2019082312, 03, COTC, 012, 101N,  446W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
AL, 99, 2019082312, 03, COTC, 018, 109N,  446W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
AL, 99, 2019082312, 03, NG01, 000,  99N,  416W,  31, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 071
AL, 99, 2019082312, 03, NG01, 006, 107N,  424W,  33, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 068
AL, 99, 2019082312, 03, NG01, 012, 111N,  436W,  34, 1012, XX,  34, NEQ, 0000, 0129, 0000, 0000,    0,    0, 129
AL, 99, 2019082312, 03, NG01, 018, 116N,  447W,  29, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 038
AL, 99, 2019082312, 03, NG01, 024, 120N,  456W,  44, 1011, XX,  34, NEQ, 0068, 0078, 0000, 0000,    0,    0, 045
AL, 99, 2019082312, 03, NG01, 030, 123N,  465W,  40, 1008, XX,  34, NEQ, 0086, 0073, 0000, 0069,    0,    0, 060
AL, 99, 2019082312, 03, NG01, 036, 125N,  475W,  41, 1009, XX,  34, NEQ, 0082, 0062, 0068, 0034,    0,    0, 042
AL, 99, 2019082312, 03, NG01, 042, 128N,  486W,  46, 1006, XX,  34, NEQ, 0077, 0065, 0053, 0064,    0,    0, 037
AL, 99, 2019082312, 03, NG01, 048, 131N,  497W,  47, 1008, XX,  34, NEQ, 0083, 0076, 0051, 0070,    0,    0, 041
AL, 99, 2019082312, 03, NG01, 054, 136N,  509W,  39, 1006, XX,  34, NEQ, 0085, 0045, 0042, 0053,    0,    0, 058
AL, 99, 2019082312, 03, NG01, 060, 137N,  522W,  39, 1006, XX,  34, NEQ, 0070, 0057, 0052, 0028,    0,    0, 078
AL, 99, 2019082312, 03, NG01, 066, 141N,  534W,  48, 1005, XX,  34, NEQ, 0083, 0116, 0000, 0032,    0,    0, 053
AL, 99, 2019082312, 03, NG01, 072, 146N,  546W,  51, 1007, XX,  34, NEQ, 0105, 0062, 0000, 0035,    0,    0, 043
AL, 99, 2019082312, 03, NG01, 072, 146N,  546W,  51, 1007, XX,  50, NEQ, 0052, 0000, 0000, 0000,    0,    0, 043
AL, 99, 2019082312, 03, NG01, 078, 151N,  558W,  45, 1006, XX,  34, NEQ, 0036, 0072, 0039, 0034,    0,    0, 051
AL, 99, 2019082312, 03, NG01, 084, 153N,  570W,  50, 1006, XX,  34, NEQ, 0104, 0067, 0000, 0026,    0,    0, 040
AL, 99, 2019082312, 03, NG01, 090, 154N,  582W,  52, 1005, XX,  34, NEQ, 0095, 0065, 0064, 0018,    0,    0, 042
AL, 99, 2019082312, 03, NG01, 090, 154N,  582W,  52, 1005, XX,  50, NEQ, 0049, 0000, 0000, 0000,    0,    0, 042
AL, 99, 2019082312, 03, NG01, 096, 156N,  592W,  48, 1004, XX,  34, NEQ, 0136, 0070, 0080, 0092,    0,    0, 055
AL, 99, 2019082312, 03, NG01, 102, 157N,  600W,  59, 1003, XX,  34, NEQ, 0106, 0124, 0106, 0113,    0,    0, 031
AL, 99, 2019082312, 03, NG01, 102, 157N,  600W,  59, 1003, XX,  50, NEQ, 0057, 0051, 0000, 0061,    0,    0, 031
AL, 99, 2019082312, 03, NG01, 108, 159N,  609W,  59, 1002, XX,  34, NEQ, 0116, 0104, 0077, 0012,    0,    0, 041
AL, 99, 2019082312, 03, NG01, 108, 159N,  609W,  59, 1002, XX,  50, NEQ, 0059, 0041, 0000, 0043,    0,    0, 041
AL, 99, 2019082312, 03, NG01, 114, 159N,  619W,  55,  998, XX,  34, NEQ, 0132, 0111, 0055, 0020,    0,    0, 034
AL, 99, 2019082312, 03, NG01, 114, 159N,  619W,  55,  998, XX,  50, NEQ, 0057, 0055, 0000, 0062,    0,    0, 034
AL, 99, 2019082312, 03, NG01, 120, 163N,  627W,  67,  997, XX,  34, NEQ, 0140, 0158, 0109, 0121,    0,    0, 046
AL, 99, 2019082312, 03, NG01, 120, 163N,  627W,  67,  997, XX,  50, NEQ, 0072, 0074, 0053, 0030,    0,    0, 046
AL, 99, 2019082312, 03, NG01, 120, 163N,  627W,  67,  997, XX,  64, NEQ, 0048, 0051, 0000, 0000,    0,    0, 046
AL, 99, 2019082312, 03, NG01, 126, 171N,  636W,  69,  993, XX,  34, NEQ, 0160, 0180, 0133, 0132,    0,    0, 043
AL, 99, 2019082312, 03, NG01, 126, 171N,  636W,  69,  993, XX,  50, NEQ, 0063, 0058, 0000, 0058,    0,    0, 043
AL, 99, 2019082312, 03, NG01, 126, 171N,  636W,  69,  993, XX,  64, NEQ, 0055, 0000, 0000, 0000,    0,    0, 043
AL, 99, 2019082312, 03, NG01, 132, 178N,  645W,  64,  993, XX,  34, NEQ, 0090, 0141, 0115, 0055,    0,    0, 054
AL, 99, 2019082312, 03, NG01, 132, 178N,  645W,  64,  993, XX,  50, NEQ, 0086, 0082, 0067, 0068,    0,    0, 054
AL, 99, 2019082312, 03, NG01, 132, 178N,  645W,  64,  993, XX,  64, NEQ, 0054, 0000, 0000, 0000,    0,    0, 054
AL, 99, 2019082312, 03, NG01, 138, 183N,  652W,  67,  989, XX,  34, NEQ, 0190, 0080, 0141, 0101,    0,    0, 042
AL, 99, 2019082312, 03, NG01, 138, 183N,  652W,  67,  989, XX,  50, NEQ, 0093, 0077, 0078, 0100,    0,    0, 042
AL, 99, 2019082312, 03, NG01, 138, 183N,  652W,  67,  989, XX,  64, NEQ, 0052, 0000, 0000, 0043,    0,    0, 042
AL, 99, 2019082312, 03, NG01, 144, 190N,  658W,  68,  987, XX,  34, NEQ, 0185, 0194, 0130, 0020,    0,    0, 057
AL, 99, 2019082312, 03, NG01, 144, 190N,  658W,  68,  987, XX,  50, NEQ, 0095, 0092, 0000, 0037,    0,    0, 057
AL, 99, 2019082312, 03, NG01, 144, 190N,  658W,  68,  987, XX,  64, NEQ, 0053, 0000, 0000, 0000,    0,    0, 057
AL, 99, 2019082312, 03, NG01, 150, 194N,  664W,  66,  984, XX,  34, NEQ, 0175, 0229, 0090, 0130,    0,    0, 058
AL, 99, 2019082312, 03, NG01, 150, 194N,  664W,  66,  984, XX,  50, NEQ, 0122, 0099, 0079, 0042,    0,    0, 058
AL, 99, 2019082312, 03, NG01, 150, 194N,  664W,  66,  984, XX,  64, NEQ, 0000, 0064, 0038, 0000,    0,    0, 058
