IO, 06, 2023102306, 01, CARQ,   0, 175N, 0870E,  35, 1003, XX,  34, NEQ,   95,   80,   20,   80, 1010,  170,  25,   0,   0,   B,   0,   X,  10,   7,        SIX, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO062023, JTWC, NCEP_TCVITALS, 
IO, 06, 2023102306, 01, CARQ,   0, 175N, 0870E,  35, 1003, XX,  50, NEQ,    0,    0,    0,    0, 1010,  170,  25,   0,   0,   B,   0,   X,  10,   7,        SIX, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO062023, JTWC, NCEP_TCVITALS, 
IO, 06, 2023102306, 01, CARQ,   0, 175N, 0870E,  35, 1003, XX,  64, NEQ,    0,    0,    0,    0, 1010,  170,  25,   0,   0,   B,   0,   X,  10,   7,        SIX, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO062023, JTWC, NCEP_TCVITALS, 
IO, 06, 2023102306, 03, AC00, 000, 181N,  872E,  39, 1000, XX,  34, NEQ, 0096, 0055, 0000, 0064
IO, 06, 2023102306, 03, AC00, 006, 185N,  875E,  41,  999, XX,  34, NEQ, 0000, 0000, 0069, 0058
IO, 06, 2023102306, 03, AC00, 012, 189N,  881E,  40,  998, XX,  34, NEQ, 0056, 0058, 0068, 0066
IO, 06, 2023102306, 03, AC00, 018, 196N,  889E,  46,  996, XX,  34, NEQ, 0039, 0076, 0067, 0049
IO, 06, 2023102306, 03, AC00, 024, 200N,  896E,  36,  998, XX,  34, NEQ, 0000, 0051, 0054, 0000
IO, 06, 2023102306, 03, AC00, 030, 205N,  903E,  32, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AC00, 036, 209N,  906E,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AC00, 042, 213N,  910E,  33, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AC00, 048, 218N,  912E,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AC00, 054, 225N,  912E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AC00, 060, 226N,  915E,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 000, 182N,  872E,  46,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 006, 185N,  875E,  44,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 012, 189N,  881E,  39,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 018, 195N,  888E,  39,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 024, 200N,  895E,  38,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 030, 204N,  902E,  35, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 036, 208N,  906E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 042, 212N,  907E,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 048, 218N,  909E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 054, 223N,  911E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 06, 2023102306, 03, AEMN, 060, 224N,  912E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
