CP, 96, 2008092412, 01, CARQ, -24,  64N, 1522W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
CP, 96, 2008092412, 01, CARQ, -18,  75N, 1552W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
CP, 96, 2008092412, 01, CARQ, -12,  76N, 1567W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 280,  17, 
CP, 96, 2008092412, 01, CARQ,  -6,  81N, 1586W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
CP, 96, 2008092412, 01, CARQ,   0,  87N, 1597W,  20, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1011,  150,  40,   0,   0,   C,   0,   X, 290,  12,     INVEST, M, 
CP, 96, 2008092412, 01, CARQ,   0,  87N, 1597W,  20, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1011,  150,  40,   0,   0,   C,   0,   X, 290,  12,     INVEST, M, 
CP, 96, 2008092412, 01, CARQ,   0,  87N, 1597W,  20, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1011,  150,  40,   0,   0,   C,   0,   X, 290,  12,     INVEST, M, 
CP, 96, 2008092412, 03,  CMC,   0,  80N, 1605W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,   6,  81N, 1612W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  12,  84N, 1619W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  18,  86N, 1622W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  24,  80N, 1629W,  29, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  30,  80N, 1629W,  28, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  36,  88N, 1630W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  42,  91N, 1633W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  48,  99N, 1640W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  54,  99N, 1645W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  60, 100N, 1650W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  66, 107N, 1653W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  72, 110N, 1659W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  78, 113N, 1662W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  84, 120N, 1670W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  90, 122N, 1671W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 96, 2008092412, 03,  CMC,  96, 129N, 1673W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
