IO, 91, 2019042512, 03, COTC, 000,  25N,  911E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 044
IO, 91, 2019042512, 03, COTC, 006,  28N,  907E,  38, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0110,    0,    0, 107
IO, 91, 2019042512, 03, COTC, 012,  35N,  904E,  44, 1000, XX,  34, NEQ, 0118, 0168, 0000, 0000,    0,    0, 101
IO, 91, 2019042512, 03, COTC, 018,  49N,  904E,  23, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 035
IO, 91, 2019042512, 03, COTC, 024,  61N,  911E,  29, 1000, XX,  34, NEQ, 0000, 0209, 0000, 0000,    0,    0, 083
IO, 91, 2019042512, 03, COTC, 030,  71N,  904E,  41, 1004, XX,  34, NEQ, 0348, 0250, 0000, 0095,    0,    0, 092
IO, 91, 2019042512, 03, COTC, 036,  77N,  907E,  25, 1003, XX,  34, NEQ, 0000, 0184, 0221, 0000,    0,    0, 107
IO, 91, 2019042512, 03, COTC, 042,  77N,  911E,  34, 1005, XX,  34, NEQ, 0344, 0126, 0000, 0146,    0,    0, 106
IO, 91, 2019042512, 03, COTC, 048,  87N,  913E,  28, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0199,    0,    0, 107
IO, 91, 2019042512, 03, COTC, 054,  97N,  910E,  32, 1003, XX,  34, NEQ, 0309, 0000, 0000, 0000,    0,    0, 091
IO, 91, 2019042512, 03, NG01, 000,  26N,  907E,  37, 1006, XX,  34, NEQ, 0087, 0111, 0000, 0000,    0,    0, 081
IO, 91, 2019042512, 03, NG01, 006,  36N,  900E,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 091
IO, 91, 2019042512, 03, NG01, 012,  42N,  896E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 084
IO, 91, 2019042512, 03, NG01, 018,  44N,  901E,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 035
IO, 91, 2019042512, 03, NG01, 024,  46N,  901E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 074
IO, 91, 2019042512, 03, NG01, 030,  48N,  898E,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 063
IO, 91, 2019042512, 03, NG01, 036,  49N,  896E,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 110
IO, 91, 2019042512, 03, NG01, 042,  50N,  888E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 070
IO, 91, 2019042512, 03, NG01, 048,  55N,  879E,  17, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 094
IO, 91, 2019042512, 03, NG01, 054,  58N,  872E,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 083
IO, 91, 2019042512, 03, NG01, 060,  63N,  865E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 158
IO, 91, 2019042512, 03, NG01, 066,  68N,  860E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 069
IO, 91, 2019042512, 03, NG01, 072,  74N,  858E,  20, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 153
IO, 91, 2019042512, 03, NG01, 078,  78N,  855E,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 152
IO, 91, 2019042512, 03, NG01, 084,  83N,  849E,  22, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 042
IO, 91, 2019042512, 03, NG01, 090,  86N,  844E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 157
IO, 91, 2019042512, 03, NG01, 096,  90N,  840E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 149
IO, 91, 2019042512, 03, NG01, 102,  93N,  843E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 153
IO, 91, 2019042512, 03, NG01, 108,  98N,  844E,  18, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 126
IO, 91, 2019042512, 03, NG01, 114, 102N,  840E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 098
IO, 91, 2019042512, 03, NG01, 120, 106N,  836E,  18, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 144
IO, 91, 2019042512, 03, NG01, 126, 110N,  826E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 153
IO, 91, 2019042512, 03, NG01, 132, 107N,  810E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
IO, 91, 2019042512, 03, NG01, 138, 106N,  802E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 150
IO, 91, 2019042512, 03, NG01, 144, 112N,  808E,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 151
IO, 91, 2019042512, 03, NG02, 000,  18N,  912E,  56, 1002, XX,  34, NEQ, 0087, 0077, 0114, 0151,    0,    0, 076
IO, 91, 2019042512, 03, NG02, 000,  18N,  912E,  56, 1002, XX,  50, NEQ, 0050, 0000, 0000, 0067,    0,    0, 076
IO, 91, 2019042512, 03, NG02, 006,  14N,  910E,  44, 1003, XX,  34, NEQ, 0033, 0047, 0075, 0054,    0,    0, 045
IO, 91, 2019042512, 03, NG02, 012,  17N,  913E,  49, 1004, XX,  34, NEQ, 0043, 0073, 0147, 0000,    0,    0, 045
