AL, 92, 2021061218, 03, CTCX, 000, 206N,  944W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 064
AL, 92, 2021061300, 03, CTCX, 000, 206N,  950W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 090
AL, 92, 2021061300, 03, CTCX, 006, 205N,  961W,  29, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 029
AL, 92, 2021061300, 03, CTCX, 012, 211N,  963W,  28, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 032
AL, 92, 2021061300, 03, CTCX, 018, 211N,  958W,  35, 1011, XX,  34, NEQ, 0095, 0000, 0000, 0000,    0,    0, 093
AL, 92, 2021061300, 03, CTCX, 024, 206N,  954W,  29, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 067
AL, 92, 2021061300, 03, CTCX, 030, 197N,  953W,  30, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 043
AL, 92, 2021061300, 03, CTCX, 036, 201N,  950W,  29, 1009, XX,  34, NEQ, 0130, 0000, 0000, 0000,    0,    0, 078
AL, 92, 2021061300, 03, CTCX, 042, 200N,  947W,  27, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 036
AL, 92, 2021061300, 03, CTCX, 048, 199N,  947W,  29, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 100
AL, 92, 2021061300, 03, CTCX, 054, 195N,  953W,  35, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0042,    0,    0, 039
AL, 92, 2021061300, 03, CTCX, 060, 196N,  955W,  41, 1004, XX,  34, NEQ, 0126, 0022, 0021, 0054,    0,    0, 009
AL, 92, 2021061300, 03, CTCX, 066, 194N,  955W,  42, 1005, XX,  34, NEQ, 0000, 0012, 0005, 0053,    0,    0, 030
AL, 92, 2021061300, 03, CTCX, 072, 190N,  953W,  40, 1004, XX,  34, NEQ, 0110, 0000, 0029, 0038,    0,    0, 025
AL, 92, 2021061300, 03, CTCX, 078, 184N,  957W,  34, 1006, XX,  34, NEQ, 0097, 0000, 0000, 0000,    0,    0, 097
AL, 92, 2021061300, 03, CTCX, 084, 178N,  956W,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
AL, 92, 2021061306, 03, CTCX, 000,   0 ,    0 ,   0,    0, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
AL, 92, 2021061312, 03, CTCX, 000, 206N,  955W,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 050
AL, 92, 2021061312, 03, CTCX, 006, 204N,  956W,  31, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 069
AL, 92, 2021061318, 03, CTCX, 000, 208N,  955W,  24, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 071
AL, 92, 2021061318, 03, CTCX, 006, 206N,  959W,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 046
AL, 92, 2021061400, 03, CTCX, 000, 201N,  961W,  23, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 034
AL, 92, 2021061400, 03, CTCX, 006, 196N,  960W,  25, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 020
AL, 92, 2021061406, 03, CTCX, 000, 195N,  959W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 035
AL, 92, 2021061406, 03, CTCX, 006, 194N,  945W,  31, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 015
AL, 92, 2021061412, 03, CTCX, 000, 191N,  948W,  27, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 048
AL, 92, 2021061412, 03, CTCX, 006, 195N,  943W,  30, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 054
