EP, 16, 2023100512, 01, CARQ, -24, 114N,  917W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 16, 2023100512, 01, CARQ, -18, 115N,  921W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 16, 2023100512, 01, CARQ, -12, 116N,  925W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 286,   4,     INVEST,  , 
EP, 16, 2023100512, 01, CARQ,  -6, 117N,  928W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 16, 2023100512, 01, CARQ,   0, 119N,  931W,  20, 1008, DB,  34, NEQ,    0,    0,    0,    0, 1009,  150, 120,   0,   0,   E,   0,   X, 290,   4,     INVEST, S, 
EP, 16, 2023100512, 01, CARQ,   0, 119N,  931W,  20, 1008, DB,  50, NEQ,    0,    0,    0,    0, 1009,  150, 120,   0,   0,   E,   0,   X, 290,   4,     INVEST, S, 
EP, 16, 2023100512, 01, CARQ,   0, 119N,  931W,  20, 1008, DB,  64, NEQ,    0,    0,    0,    0, 1009,  150, 120,   0,   0,   E,   0,   X, 290,   4,     INVEST, S, 
EP, 16, 2023100512, 03, AC00,   0, 114N,  939W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,   6, 117N,  946W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  12, 121N,  941W,  18, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  18, 125N,  940W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  24, 126N,  947W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  30, 124N,  952W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  36, 123N,  961W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  42, 124N,  968W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  48, 124N,  971W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  54, 121N,  990W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  60, 123N,  997W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  66, 126N,  989W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  72, 126N,  987W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  78, 127N,  993W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  84, 130N, 1005W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  90, 128N, 1003W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00,  96, 126N,  999W,  21, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00, 102, 124N,  996W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00, 108, 128N,  993W,  31, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00, 114, 130N,  992W,  36, 1002, XX,  34, NEQ,   44,   72,    0,    0, 
EP, 16, 2023100512, 03, AC00, 120, 133N,  994W,  37,  999, XX,  34, NEQ,    0,   84,    0,    0, 
EP, 16, 2023100512, 03, AC00, 126, 138N,  997W,  36,  998, XX,  34, NEQ,   82,   80,   82,   47, 
EP, 16, 2023100512, 03, AC00, 132, 142N,  995W,  53,  992, XX,  34, NEQ,   78,  106,   77,    0, 
EP, 16, 2023100512, 03, AC00, 132, 142N,  995W,  53,  992, XX,  50, NEQ,    0,   43,    0,    0, 
EP, 16, 2023100512, 03, AC00, 138, 148N,  996W,  53,  987, XX,  34, NEQ,   85,   88,   81,   75, 
EP, 16, 2023100512, 03, AC00, 138, 148N,  996W,  53,  987, XX,  50, NEQ,   39,   51,    0,    0, 
EP, 16, 2023100512, 03, AC00, 144, 154N,  996W,  64,  977, XX,  34, NEQ,   64,   89,   86,   84, 
EP, 16, 2023100512, 03, AC00, 144, 154N,  996W,  64,  977, XX,  50, NEQ,   52,   55,   49,   34, 
EP, 16, 2023100512, 03, AC00, 144, 154N,  996W,  64,  977, XX,  64, NEQ,   34,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00, 150, 161N,  998W,  60,  986, XX,  34, NEQ,   52,   82,   96,   49, 
EP, 16, 2023100512, 03, AC00, 150, 161N,  998W,  60,  986, XX,  50, NEQ,   39,   33,   21,    0, 
EP, 16, 2023100512, 03, AC00, 156, 170N, 1002W,  36, 1000, XX,  34, NEQ,    0,   38,    0,    0, 
EP, 16, 2023100512, 03, AC00, 162, 179N, 1006W,  22, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00, 168, 175N, 1000W,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 16, 2023100512, 03, AC00, 174, 173N,  997W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
