IO, 04, 2012122300, 03, JTWC,   0,  87N,  597E,  35,    0, TS,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0, RCB,   0,   0, 
IO, 04, 2012122300, 03, JTWC,   3,  87N,  589E,  35,    0, TS,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0, RCB,   0,   0, 
IO, 04, 2012122300, 03, JTWC,  12,  86N,  565E,  40,    0, TS,  34, NEQ,   25,   20,   25,   25,    0,    0,   0,   0,   0,    ,   0, RCB,   0,   0, 
IO, 04, 2012122300, 03, JTWC,  24,  86N,  546E,  50,    0, TS,  34, NEQ,   30,   30,   30,   35,    0,    0,   0,   0,   0,    ,   0, RCB,   0,   0, 
IO, 04, 2012122300, 03, JTWC,  36,  85N,  528E,  55,    0, TS,  34, NEQ,   40,   40,   40,   45,    0,    0,   0,   0,   0,    ,   0, RCB,   0,   0, 
IO, 04, 2012122300, 03, JTWC,  36,  85N,  528E,  55,    0, TS,  50, NEQ,   25,   20,   20,   25,    0,    0,   0,   0,   0,    ,   0, RCB,   0,   0, 
IO, 04, 2012122300, 03, JTWC,  48,  82N,  510E,  45,    0, TS,  34, NEQ,   35,   30,   35,   35,    0,    0,   0,   0,   0,    ,   0, RCB,   0,   0, 
IO, 04, 2012122300, 03, JTWC,  72,  76N,  489E,  30,    0, TD,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  40,   0,    ,   0, RCB,   0,   0, 
IO, 04, 2012122300, 03, NG01, 000,  74N,  602E,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 006,  69N,  588E,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 012,  74N,  579E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 018,  73N,  564E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 024,  71N,  549E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 030,  69N,  533E,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 036,  67N,  525E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 042,  62N,  517E,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 048,  60N,  511E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 054,  55N,  504E,  12, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 060,  54N,  504E,  14, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 066,  50N,  501E,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 072,  44N,  502E,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 078,  48N,  495E,  12, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 084,  44N,  490E,  13, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 090,  39N,  487E,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 096,  33N,  482E,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 102,  23N,  481E,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 108,  24N,  470E,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 114,  13N,  463E,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 120,  12N,  455E,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG01, 126,   4N,  460E,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG02, 000,  74N,  599E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG02, 006,  77N,  582E,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG02, 012,  78N,  569E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG02, 018,  71N,  556E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG02, 024,  71N,  542E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG02, 030,  69N,  525E,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG02, 036,  62N,  514E,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 04, 2012122300, 03, NG02, 042,  58N,  507E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
