WP, 08, 2018061406, 03, CTCX, 000,   0 ,    0 ,   0,    0, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
WP, 08, 2018061412, 03, CTCX, 000, 236N, 1207E,  33,  985, XX,  34, NEQ, 0211, 0178, 0351, 0000,    0,    0, 104
WP, 08, 2018061412, 03, CTCX, 000, 236N, 1207E,  33,  985, XX,  50, NEQ, 0000, 0000, 0334, 0000,    0,    0, 104
WP, 08, 2018061412, 03, CTCX, 006, 253N, 1236E,   0,  995, XX,  34, NEQ, 0000, 0089, 0351, 0000,    0,    0, ***
WP, 08, 2018061418, 03, CTCX, 000, 229N, 1203E,  30,  986, XX,  34, NEQ, 0291, 0232, 0233, 0000,    0,    0, 062
WP, 08, 2018061418, 03, CTCX, 006, 235N, 1210E,  42,  995, XX,  34, NEQ, 0255, 0173, 0312, 0000,    0,    0, 067
WP, 08, 2018061418, 03, CTCX, 012, 233N, 1216E,  42,  996, XX,  34, NEQ, 0265, 0105, 0315, 0086,    0,    0, 072
WP, 08, 2018061418, 03, CTCX, 018, 241N, 1231E,  38,  997, XX,  34, NEQ, 0000, 0143, 0182, 0015,    0,    0, 105
WP, 08, 2018061418, 03, CTCX, 024, 249N, 1245E,  42,  996, XX,  34, NEQ, 0112, 0161, 0000, 0000,    0,    0, 103
WP, 08, 2018061418, 03, CTCX, 030, 259N, 1262E,  40,  998, XX,  34, NEQ, 0277, 0180, 0113, 0000,    0,    0, 061
WP, 08, 2018061418, 03, CTCX, 036, 272N, 1281E,  37,  998, XX,  34, NEQ, 0046, 0157, 0106, 0000,    0,    0, 042
WP, 08, 2018061418, 03, CTCX, 042, 274N, 1293E,  49,  997, XX,  34, NEQ, 0101, 0110, 0000, 0000,    0,    0, 081
WP, 08, 2018061418, 03, CTCX, 048, 281N, 1306E,  33,  998, XX,  34, NEQ, 0000, 0156, 0000, 0000,    0,    0, 095
WP, 08, 2018061418, 03, CTCX, 054, 289N, 1326E,  44,  999, XX,  34, NEQ, 0103, 0160, 0000, 0047,    0,    0, 097
WP, 08, 2018061418, 03, CTCX, 060, 293N, 1332E,  40,  998, XX,  34, NEQ, 0061, 0169, 0000, 0000,    0,    0, 048
WP, 08, 2018061418, 03, CTCX, 066, 295N, 1332E,  31, 1001, XX,  34, NEQ, 0000, 0218, 0000, 0000,    0,    0, 089
WP, 08, 2018061418, 03, CTCX, 072, 302N, 1344E,  29, 1001, XX,  34, NEQ, 0188, 0189, 0000, 0000,    0,    0, 066
WP, 08, 2018061418, 03, CTCX, 078, 312N, 1363E,  37, 1004, XX,  34, NEQ, 0175, 0154, 0000, 0000,    0,    0, 100
WP, 08, 2018061418, 03, CTCX, 084, 323N, 1377E,  37, 1002, XX,  34, NEQ, 0122, 0300, 0000, 0037,    0,    0, 048
WP, 08, 2018061418, 03, CTCX, 090, 328N, 1404E,  38, 1004, XX,  34, NEQ, 0125, 0171, 0000, 0000,    0,    0, 063
WP, 08, 2018061418, 03, CTCX, 096, 334N, 1421E,  30, 1004, XX,  34, NEQ, 0231, 0225, 0000, 0000,    0,    0, 023
WP, 08, 2018061500, 03, CTCX, 000, 232N, 1208E,  30,  986, XX,  34, NEQ, 0278, 0242, 0240, 0000,    0,    0, 052
WP, 08, 2018061500, 03, CTCX, 006, 235N, 1218E,  45,  995, XX,  34, NEQ, 0242, 0121, 0348, 0024,    0,    0, 069
WP, 08, 2018061500, 03, CTCX, 012, 242N, 1233E,  39,  995, XX,  34, NEQ, 0295, 0132, 0226, 0014,    0,    0, 082
WP, 08, 2018061500, 03, CTCX, 018, 261N, 1252E,  42,  995, XX,  34, NEQ, 0214, 0168, 0162, 0000,    0,    0, 101
WP, 08, 2018061500, 03, CTCX, 024, 273N, 1271E,  38,  997, XX,  34, NEQ, 0242, 0186, 0217, 0000,    0,    0, 031
WP, 08, 2018061500, 03, CTCX, 030, 282N, 1292E,  40,  997, XX,  34, NEQ, 0178, 0171, 0170, 0000,    0,    0, 081
WP, 08, 2018061500, 03, CTCX, 036, 290N, 1312E,  43,  997, XX,  34, NEQ, 0151, 0149, 0169, 0062,    0,    0, 080
WP, 08, 2018061500, 03, CTCX, 042, 294N, 1324E,  44,  996, XX,  34, NEQ, 0208, 0192, 0078, 0086,    0,    0, 094
WP, 08, 2018061500, 03, CTCX, 048, 298N, 1342E,  47,  998, XX,  34, NEQ, 0203, 0174, 0000, 0174,    0,    0, 107
WP, 08, 2018061500, 03, CTCX, 054, 298N, 1349E,  38,  996, XX,  34, NEQ, 0210, 0186, 0000, 0101,    0,    0, 100
WP, 08, 2018061500, 03, CTCX, 060, 302N, 1363E,  43,  998, XX,  34, NEQ, 0184, 0200, 0000, 0000,    0,    0, 092
WP, 08, 2018061500, 03, CTCX, 066, 310N, 1375E,  37,  998, XX,  34, NEQ, 0170, 0267, 0000, 0000,    0,    0, 099
WP, 08, 2018061500, 03, CTCX, 072, 317N, 1390E,  40, 1000, XX,  34, NEQ, 0158, 0198, 0000, 0000,    0,    0, 107
WP, 08, 2018061500, 03, CTCX, 078, 326N, 1402E,  41,  996, XX,  34, NEQ, 0198, 0258, 0044, 0069,    0,    0, 059
WP, 08, 2018061500, 03, CTCX, 084, 332N, 1415E,  38,  996, XX,  34, NEQ, 0200, 0213, 0084, 0103,    0,    0, 088
WP, 08, 2018061500, 03, CTCX, 090, 343N, 1426E,  47,  992, XX,  34, NEQ, 0217, 0272, 0092, 0097,    0,    0, 033
WP, 08, 2018061500, 03, CTCX, 096, 348N, 1439E,  49,  989, XX,  34, NEQ, 0244, 0225, 0111, 0113,    0,    0, 047
WP, 08, 2018061500, 03, CTCX, 102, 353N, 1454E,  43,  992, XX,  34, NEQ, 0218, 0222, 0132, 0000,    0,    0, 046
WP, 08, 2018061500, 03, CTCX, 108, 360N, 1467E,  40,  996, XX,  34, NEQ, 0180, 0241, 0103, 0000,    0,    0, 056
WP, 08, 2018061500, 03, CTCX, 114, 369N, 1480E,  36,  998, XX,  34, NEQ, 0000, 0093, 0132, 0000,    0,    0, 089
WP, 08, 2018061500, 03, CTCX, 120, 377N, 1494E,  31, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 094
WP, 08, 2018061500, 03, CTCX, 126, 391N, 1508E,  30, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 090
WP, 08, 2018061506, 03, CTCX, 000, 240N, 1220E,  46,  985, XX,  34, NEQ, 0155, 0241, 0344, 0175,    0,    0, 091
WP, 08, 2018061506, 03, CTCX, 006, 247N, 1236E,  44,  992, XX,  34, NEQ, 0143, 0147, 0299, 0061,    0,    0, 034
WP, 08, 2018061506, 03, CTCX, 012, 252N, 1240E,  43,  995, XX,  34, NEQ, 0182, 0176, 0183, 0000,    0,    0, 055
