EP, 01, 2019062312, 01, CARQ, -24, 115N,  960W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 01, 2019062312, 01, CARQ, -18, 115N,  965W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 01, 2019062312, 01, CARQ, -12, 115N,  970W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 270,   4,     INVEST,  , 
EP, 01, 2019062312, 01, CARQ,  -6, 115N,  973W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 01, 2019062312, 01, CARQ,   0, 115N,  975W,  20, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   E,   0,   X, 270,   3,     INVEST, S, 
EP, 01, 2019062312, 01, CARQ,   0, 115N,  975W,  20, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   E,   0,   X, 270,   3,     INVEST, S, 
EP, 01, 2019062312, 01, CARQ,   0, 115N,  975W,  20, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   E,   0,   X, 270,   3,     INVEST, S, 
EP, 01, 2019062312, 03, CEMN,   0, 111N,  978W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,   6, 109N,  983W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  12, 112N,  980W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  18, 110N,  980W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  24, 111N,  983W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  30, 115N,  986W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  36, 123N,  990W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  42, 130N,  998W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  48, 137N, 1010W,  31, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  54, 143N, 1021W,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  60, 149N, 1033W,  35, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  66, 154N, 1044W,  35, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  72, 159N, 1056W,  34, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  78, 164N, 1068W,  36, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  84, 170N, 1077W,  35, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  90, 174N, 1088W,  36, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN,  96, 178N, 1099W,  34, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 102, 183N, 1109W,  33, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 108, 188N, 1117W,  31, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 114, 191N, 1126W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 120, 196N, 1134W,  28, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 126, 201N, 1143W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 132, 205N, 1150W,  24, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 138, 209N, 1158W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 144, 214N, 1165W,  21, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 150, 217N, 1172W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 156, 221N, 1179W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 162, 224N, 1186W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 168, 227N, 1193W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 174, 230N, 1201W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 180, 234N, 1206W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CEMN, 186, 235N, 1213W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5,  12, 117N,  983W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5,  24, 122N,  991W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5,  36, 128N, 1000W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5,  48, 135N, 1010W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5,  60, 141N, 1021W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5,  72, 146N, 1032W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5,  84, 152N, 1044W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5,  96, 157N, 1057W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5, 108, 161N, 1070W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03, CLP5, 120, 165N, 1081W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03,  CMC,   0, 118N,  988W,  14, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03,  CMC,   6, 120N,  986W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03,  CMC,  12, 114N,  987W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03,  CMC,  18,  95N,  981W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03,  CMC,  24,  89N,  967W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03,  CMC,  30,  89N,  971W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03,  CMC,  36,  95N,  959W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 01, 2019062312, 03,  CMC,  42,  99N,  963W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
