SH, 17, 2013022406, 03, GFDN,   0, 172S, 1181E,  31,  995
SH, 17, 2013022406, 03, GFDN,   6, 174S, 1183E,  40,  993
SH, 17, 2013022406, 03, GFDN,  12, 179S, 1183E,  44,  990
SH, 17, 2013022406, 03, GFDN,  18, 181S, 1182E,  39,  988
SH, 17, 2013022406, 03, GFDN,  24, 183S, 1180E,  44,  985
SH, 17, 2013022406, 03, GFDN,  30, 182S, 1176E,  58,  976
SH, 17, 2013022406, 03, GFDN,  36, 180S, 1173E,  69,  966
SH, 17, 2013022406, 03, GFDN,  42, 178S, 1170E,  87,  954
SH, 17, 2013022406, 03, GFDN,  48, 176S, 1167E,  95,  944
SH, 17, 2013022406, 03, GFDN,  54, 175S, 1164E, 104,  932
SH, 17, 2013022406, 03, GFDN,  60, 174S, 1163E, 102,  931
SH, 17, 2013022406, 03, GFDN,  66, 175S, 1163E, 115,  919
SH, 17, 2013022406, 03, GFDN,  72, 175S, 1164E, 107,  916
SH, 17, 2013022406, 03, GFDN,  78, 177S, 1168E, 123,  905
SH, 17, 2013022406, 03, GFDN,  84, 181S, 1173E, 125,  897
SH, 17, 2013022406, 03, GFDN,  90, 186S, 1179E, 136,  888
SH, 17, 2013022406, 03, GFDN,  96, 192S, 1186E, 134,  881
SH, 17, 2013022406, 03, GFDN, 102, 200S, 1193E, 144,  880
SH, 17, 2013022406, 03, GFDN, 108, 211S, 1197E, 104,  895
SH, 17, 2013022406, 03, GFDN, 114, 222S, 1199E,  68,  918
SH, 17, 2013022406, 03, GFDN, 120, 232S, 1201E,  61,  936
SH, 17, 2013022406, 03, GFDN, 126, 241S, 1203E,  52,  950
SH, 17, 2013022406, 03, NGPS, 000, 172S, 1178E,  44,  991, XX,  34, NEQ, 0132, 0177, 0130, 0000
SH, 17, 2013022406, 03, NGPS, 006, 172S, 1183E,  39,  992, XX,  34, NEQ, 0000, 0151, 0115, 0125
SH, 17, 2013022406, 03, NGPS, 012, 174S, 1182E,  39,  990, XX,  34, NEQ, 0157, 0110, 0099, 0355
SH, 17, 2013022406, 03, NGPS, 018, 170S, 1185E,  46,  990, XX,  34, NEQ, 0115, 0118, 0131, 0177
SH, 17, 2013022406, 03, NGPS, 024, 174S, 1190E,  50,  986, XX,  34, NEQ, 0208, 0144, 0115, 0345
SH, 17, 2013022406, 03, NGPS, 024, 174S, 1190E,  50,  986, XX,  50, NEQ, 0106, 0000, 0000, 0105
SH, 17, 2013022406, 03, NGPS, 030, 177S, 1193E,  44,  986, XX,  34, NEQ, 0197, 0250, 0121, 0207
SH, 17, 2013022406, 03, NGPS, 036, 182S, 1193E,  50,  983, XX,  34, NEQ, 0217, 0191, 0148, 0169
SH, 17, 2013022406, 03, NGPS, 042, 185S, 1192E,  49,  982, XX,  34, NEQ, 0194, 0185, 0128, 0209
SH, 17, 2013022406, 03, NGPS, 048, 187S, 1192E,  49,  979, XX,  34, NEQ, 0125, 0095, 0181, 0188
SH, 17, 2013022406, 03, NGPS, 054, 188S, 1193E,  53,  978, XX,  34, NEQ, 0165, 0140, 0172, 0191
SH, 17, 2013022406, 03, NGPS, 054, 188S, 1193E,  53,  978, XX,  50, NEQ, 0070, 0085, 0000, 0000
SH, 17, 2013022406, 03, NGPS, 060, 189S, 1194E,  57,  975, XX,  34, NEQ, 0191, 0189, 0198, 0255
SH, 17, 2013022406, 03, NGPS, 060, 189S, 1194E,  57,  975, XX,  50, NEQ, 0094, 0090, 0098, 0114
SH, 17, 2013022406, 03, NGPS, 066, 192S, 1197E,  57,  974, XX,  34, NEQ, 0210, 0144, 0168, 0185
SH, 17, 2013022406, 03, NGPS, 066, 192S, 1197E,  57,  974, XX,  50, NEQ, 0101, 0088, 0063, 0000
SH, 17, 2013022406, 03, NGPS, 072, 198S, 1198E,  53,  973, XX,  34, NEQ, 0270, 0128, 0168, 0263
SH, 17, 2013022406, 03, NGPS, 072, 198S, 1198E,  53,  973, XX,  50, NEQ, 0109, 0000, 0000, 0000
SH, 17, 2013022406, 03, NGPS, 078, 204S, 1199E,  52,  974, XX,  34, NEQ, 0178, 0212, 0160, 0335
SH, 17, 2013022406, 03, NGPS, 078, 204S, 1199E,  52,  974, XX,  50, NEQ, 0104, 0000, 0000, 0104
SH, 17, 2013022406, 03, NGPS, 084, 213S, 1200E,  49,  974, XX,  34, NEQ, 0154, 0197, 0133, 0114
SH, 17, 2013022406, 03, NGPS, 090, 223S, 1193E,  44,  979, XX,  34, NEQ, 0234, 0184, 0178, 0184
SH, 17, 2013022406, 03, NGPS, 096, 234S, 1194E,  36,  980, XX,  34, NEQ, 0000, 0150, 0109, 0000
SH, 17, 2013022406, 03, NGPS, 102, 244S, 1195E,  31,  984, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 17, 2013022406, 03, NGPS, 108, 256S, 1194E,  29,  985, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 17, 2013022406, 03, NGPS, 114, 270S, 1194E,  25,  989, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 17, 2013022406, 03, NGPS, 120, 285S, 1194E,  22,  990, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 17, 2013022406, 03, NGPS, 126, 296S, 1196E,  21,  993, XX,  34, NEQ, 0000, 0307, 0000, 0000
SH, 17, 2013022406, 03, NGPS, 132, 310S, 1193E,  21,  993, XX,  34, NEQ, 0000, 0225, 0000, 0000
SH, 17, 2013022406, 03, NGPS, 138, 321S, 1193E,  31,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 17, 2013022406, 03, NGPS, 144, 331S, 1199E,  28,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 17, 2013022406, 03, NVGM, 000, 172S, 1180E,  34,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
