AL, 94, 2005111300, 01, CARQ, -24, 105N,  530W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 94, 2005111300, 01, CARQ, -18, 108N,  545W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 94, 2005111300, 01, CARQ, -12, 111N,  561W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 285,  14, 
AL, 94, 2005111300, 01, CARQ,  -6, 115N,  573W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 94, 2005111300, 01, CARQ,   0, 120N,  583W,  20, 1008, DB,  34, NEQ,    0,    0,    0,    0, 1010,  125,  40,   0,   0,   L,   0,   X, 290,  13,     INVEST, M, 
AL, 94, 2005111300, 01, CARQ,   0, 120N,  583W,  20, 1008, DB,  50, NEQ,    0,    0,    0,    0, 1010,  125,  40,   0,   0,   L,   0,   X, 290,  13,     INVEST, M, 
AL, 94, 2005111300, 01, CARQ,   0, 120N,  583W,  20, 1008, DB,  64, NEQ,    0,    0,    0,    0, 1010,  125,  40,   0,   0,   L,   0,   X, 290,  13,     INVEST, M, 
AL, 94, 2005111300, 03, A90E,   0, 120N,  583W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E,  12, 128N,  606W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E,  24, 133N,  627W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E,  36, 136N,  645W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E,  48, 140N,  657W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E,  60, 143N,  669W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E,  72, 145N,  682W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E,  84, 146N,  695W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E,  96, 145N,  710W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E, 108, 143N,  727W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A90E, 120, 143N,  745W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E,   0, 120N,  583W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E,  12, 128N,  606W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E,  24, 132N,  627W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E,  36, 136N,  644W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E,  48, 139N,  656W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E,  60, 143N,  667W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E,  72, 144N,  680W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E,  84, 144N,  694W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E,  96, 144N,  708W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E, 108, 141N,  725W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A98E, 120, 139N,  743W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A9UK,   0, 120N,  583W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A9UK,  12, 128N,  606W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A9UK,  24, 131N,  629W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A9UK,  36, 133N,  648W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 94, 2005111300, 03, A9UK,  48, 132N,  666W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
