SH, 92, 2013012106, 03, GFDN,   0, 160S, 1410E,  36,  992
SH, 92, 2013012106, 03, GFDN,   6, 157S, 1418E,  39,  994
SH, 92, 2013012106, 03, GFDN,  12, 156S, 1424E,  29,  993
SH, 92, 2013012106, 03, GFDN,  18, 149S, 1424E,  30,  996
SH, 92, 2013012106, 03, GFDN,  24, 143S, 1426E,  29,  996
SH, 92, 2013012106, 03, GFDN,  30, 139S, 1428E,  30,  998
SH, 92, 2013012106, 03, GFDN,  36, 135S, 1429E,  37,  997
SH, 92, 2013012106, 03, GFDN,  42, 136S, 1431E,  31,  997
SH, 92, 2013012106, 03, GFDN,  48, 142S, 1432E,  31,  997
SH, 92, 2013012106, 03, GFDN,  54, 149S, 1435E,  27,  997
SH, 92, 2013012106, 03, GFDN,  60, 159S, 1439E,  29,  996
SH, 92, 2013012106, 03, GFDN,  66, 171S, 1444E,  31,  994
SH, 92, 2013012106, 03, GFDN,  72, 181S, 1452E,  32,  994
SH, 92, 2013012106, 03, GFDN,  78, 189S, 1455E,  32,  990
SH, 92, 2013012106, 03, GFDN,  84, 194S, 1455E,  28,  990
SH, 92, 2013012106, 03, GFDN,  90, 196S, 1455E,  26,  993
SH, 92, 2013012106, 03, GFDN,  96, 197S, 1455E,  25,  994
SH, 92, 2013012106, 03, GFDN, 102, 197S, 1453E,  24,  994
SH, 92, 2013012106, 03, GFDN, 108, 201S, 1439E,  24,  994
SH, 92, 2013012106, 03, GFDN, 114, 200S, 1428E,  26,  994
SH, 92, 2013012106, 03, GFDN, 120, 197S, 1423E,  26,  995
SH, 92, 2013012106, 03, GFDN, 126, 192S, 1419E,  25,  994
SH, 92, 2013012106, 03, NGPS, 000, 157S, 1408E,  29,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 006, 155S, 1414E,  28,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 012, 153S, 1419E,  26,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 018, 147S, 1419E,  36,  998, XX,  34, NEQ, 0000, 0000, 0071, 0000
SH, 92, 2013012106, 03, NGPS, 024, 140S, 1420E,  36,  995, XX,  34, NEQ, 0173, 0000, 0000, 0141
SH, 92, 2013012106, 03, NGPS, 030, 134S, 1427E,  36,  998, XX,  34, NEQ, 0128, 0000, 0000, 0130
SH, 92, 2013012106, 03, NGPS, 036, 136S, 1436E,  37,  996, XX,  34, NEQ, 0164, 0000, 0000, 0199
SH, 92, 2013012106, 03, NGPS, 042, 142S, 1446E,  40,  997, XX,  34, NEQ, 0153, 0000, 0000, 0110
SH, 92, 2013012106, 03, NGPS, 048, 153S, 1455E,  38,  995, XX,  34, NEQ, 0174, 0267, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 054, 159S, 1460E,  35,  998, XX,  34, NEQ, 0170, 0000, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 060, 161S, 1463E,  38,  997, XX,  34, NEQ, 0100, 0099, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 066, 169S, 1474E,  36,  997, XX,  34, NEQ, 0085, 0000, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 072, 178S, 1484E,  37,  994, XX,  34, NEQ, 0098, 0000, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 078, 185S, 1493E,  35,  995, XX,  34, NEQ, 0097, 0316, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 078, 185S, 1493E,  35,  995, XX,  50, NEQ, 0000, 0313, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 084, 191S, 1505E,  44,  992, XX,  34, NEQ, 0166, 0272, 0102, 0089
SH, 92, 2013012106, 03, NGPS, 084, 191S, 1505E,  44,  992, XX,  50, NEQ, 0000, 0281, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 090, 207S, 1517E,  49,  992, XX,  34, NEQ, 0192, 0225, 0117, 0132
SH, 92, 2013012106, 03, NGPS, 096, 226S, 1519E,  49,  988, XX,  34, NEQ, 0315, 0155, 0098, 0000
SH, 92, 2013012106, 03, NGPS, 102, 223S, 1515E,  51,  989, XX,  34, NEQ, 0000, 0327, 0111, 0082
SH, 92, 2013012106, 03, NGPS, 102, 223S, 1515E,  51,  989, XX,  50, NEQ, 0000, 0146, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 108, 219S, 1513E,  40,  987, XX,  34, NEQ, 0133, 0320, 0000, 0099
SH, 92, 2013012106, 03, NGPS, 114, 218S, 1513E,  34,  991, XX,  34, NEQ, 0000, 0278, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 120, 217S, 1512E,  35,  990, XX,  34, NEQ, 0000, 0110, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 126, 215S, 1510E,  33,  993, XX,  34, NEQ, 0000, 0301, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 132, 215S, 1508E,  39,  991, XX,  34, NEQ, 0000, 0186, 0000, 0000
SH, 92, 2013012106, 03, NGPS, 138, 206S, 1509E,  51,  985, XX,  34, NEQ, 0155, 0227, 0165, 0116
SH, 92, 2013012106, 03, NGPS, 138, 206S, 1509E,  51,  985, XX,  50, NEQ, 0085, 0000, 0078, 0000
SH, 92, 2013012106, 03, NGPS, 144, 207S, 1510E,  57,  981, XX,  34, NEQ, 0205, 0250, 0143, 0200
SH, 92, 2013012106, 03, NGPS, 144, 207S, 1510E,  57,  981, XX,  50, NEQ, 0000, 0128, 0109, 0000
SH, 92, 2013012112, 03, NG01, 000, 160S, 1411E,  20, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012112, 03, NG01, 006, 155S, 1412E,  29,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012112, 03, NG01, 012, 151S, 1415E,  25,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012112, 03, NG01, 018, 148S, 1418E,  24,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012112, 03, NG01, 024, 144S, 1419E,  26,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012112, 03, NG01, 030, 147S, 1419E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012112, 03, NG01, 036, 149S, 1420E,  23,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012112, 03, NG01, 042, 151S, 1421E,  19,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012112, 03, NG01, 048, 155S, 1417E,  19,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 92, 2013012112, 03, NG01, 054, 159S, 1410E,  16,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
