WP, 16, 2017082412, 03, CTCX, 000, 153N, 1262E,  30, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 055
WP, 16, 2017082412, 03, CTCX, 006, 154N, 1247E,  41, 1003, XX,  34, NEQ, 0027, 0000, 0000, 0000,    0,    0, 013
WP, 16, 2017082412, 03, CTCX, 012, 152N, 1237E,  37, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0015,    0,    0, 012
WP, 16, 2017082412, 03, CTCX, 018, 156N, 1228E,  38, 1000, XX,  34, NEQ, 0259, 0000, 0000, 0102,    0,    0, 046
WP, 16, 2017082412, 03, CTCX, 024, 162N, 1217E,  38,  997, XX,  34, NEQ, 0131, 0035, 0000, 0000,    0,    0, 024
WP, 16, 2017082412, 03, CTCX, 030, 170N, 1201E,  39, 1001, XX,  34, NEQ, 0227, 0017, 0051, 0000,    0,    0, 015
WP, 16, 2017082412, 03, CTCX, 036, 181N, 1195E,  44, 1001, XX,  34, NEQ, 0132, 0084, 0089, 0189,    0,    0, 036
WP, 16, 2017082412, 03, CTCX, 042, 186N, 1183E,  46,  999, XX,  34, NEQ, 0168, 0151, 0246, 0144,    0,    0, 051
WP, 16, 2017082412, 03, CTCX, 048, 193N, 1169E,  47,  998, XX,  34, NEQ, 0215, 0163, 0000, 0176,    0,    0, 069
WP, 16, 2017082412, 03, CTCX, 054, 200N, 1157E,  46,  997, XX,  34, NEQ, 0272, 0202, 0054, 0150,    0,    0, 036
WP, 16, 2017082412, 03, CTCX, 060, 209N, 1149E,  57,  995, XX,  34, NEQ, 0113, 0208, 0071, 0092,    0,    0, 038
WP, 16, 2017082412, 03, CTCX, 060, 209N, 1149E,  57,  995, XX,  50, NEQ, 0064, 0000, 0000, 0000,    0,    0, 038
WP, 16, 2017082412, 03, CTCX, 066, 215N, 1135E,  59,  991, XX,  34, NEQ, 0149, 0199, 0082, 0066,    0,    0, 029
WP, 16, 2017082412, 03, CTCX, 066, 215N, 1135E,  59,  991, XX,  50, NEQ, 0026, 0031, 0000, 0000,    0,    0, 029
WP, 16, 2017082412, 03, CTCX, 072, 223N, 1121E,  44,  990, XX,  34, NEQ, 0000, 0063, 0043, 0000,    0,    0, 039
WP, 16, 2017082412, 03, CTCX, 078, 233N, 1107E,  27,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 047
WP, 16, 2017082412, 03, CTCX, 084, 241N, 1098E,  24,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 041
WP, 16, 2017082412, 03, CTCX, 090, 246N, 1087E,  20, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 084
WP, 16, 2017082412, 03, CTCX, 096, 249N, 1077E,  21,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 071
WP, 16, 2017082412, 03, CTCX, 102, 257N, 1064E,  17, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 055
WP, 16, 2017082412, 03, CTCX, 108, 261N, 1059E,  14, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 026
WP, 16, 2017082412, 03, CTCX, 114, 259N, 1047E,  18, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 075
WP, 16, 2017082412, 03, CTCX, 120, 255N, 1039E,  17, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 056
WP, 16, 2017082412, 03, NG01, 000, 149N, 1260E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 128
WP, 16, 2017082412, 03, NG01, 006, 147N, 1246E,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 139
WP, 16, 2017082412, 03, NG01, 012, 154N, 1233E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 118
WP, 16, 2017082412, 03, NG01, 018, 159N, 1213E,  23, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 160
WP, 16, 2017082412, 03, NG01, 024, 169N, 1186E,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 125
WP, 16, 2017082412, 03, NG01, 030, 176N, 1172E,  32, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 123
WP, 16, 2017082412, 03, NG01, 036, 183N, 1157E,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 104
WP, 16, 2017082412, 03, NG01, 042, 190N, 1141E,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 092
