EP, 84, 2006011312, 01, CARQ, -24, 129N, 1018W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 84, 2006011312, 01, CARQ, -18, 139N, 1052W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 84, 2006011312, 01, CARQ, -12, 140N, 1066W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 278,  15, 
EP, 84, 2006011312, 01, CARQ,  -6, 143N, 1083W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
EP, 84, 2006011312, 01, CARQ,   0, 150N, 1100W,  25, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1010,  150,  30,   0,   0,   E,   0,   X, 285,  16,    EP-TEST, M, 
EP, 84, 2006011312, 01, CARQ,   0, 150N, 1100W,  25, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1010,  150,  30,   0,   0,   E,   0,   X, 285,  16,    EP-TEST, M, 
EP, 84, 2006011312, 01, CARQ,   0, 150N, 1100W,  25, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1010,  150,  30,   0,   0,   E,   0,   X, 285,  16,    EP-TEST, M, 
EP, 84, 2006011312, 03, BAMD,  12, 178N, 1093W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMD,  24, 209N, 1083W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMD,  36, 245N, 1056W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMD,  48, 277N,  997W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMD,  60, 297N,  903W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMD,  72, 283N,  803W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMD,  84, 253N,  740W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMD,  96, 229N,  726W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMD, 108, 221N,  733W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMD, 120, 222N,  746W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM,  12, 170N, 1101W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM,  24, 192N, 1103W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM,  36, 222N, 1097W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM,  48, 259N, 1063W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM,  60, 294N,  985W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM,  72, 326N,  892W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM,  84, 348N,  793W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM,  96, 341N,  706W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM, 108, 322N,  660W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMM, 120, 305N,  656W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS,  12, 160N, 1121W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS,  24, 171N, 1138W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS,  36, 190N, 1152W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS,  48, 209N, 1144W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS,  60, 222N, 1114W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS,  72, 233N, 1064W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS,  84, 254N, 1007W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS,  96, 282N,  960W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS, 108, 309N,  922W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, BAMS, 120, 345N,  875W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLIP,  12, 157N, 1128W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLIP,  24, 162N, 1155W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLIP,  36, 169N, 1177W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLIP,  48, 179N, 1187W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLIP,  60, 177N, 1194W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLIP,  72, 165N, 1202W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5,  12, 157N, 1130W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5,  24, 162N, 1159W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5,  36, 167N, 1186W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5,  48, 171N, 1209W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5,  60, 176N, 1233W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5,  72, 180N, 1258W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5,  84, 181N, 1279W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5,  96, 186N, 1300W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5, 108, 191N, 1329W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, CLP5, 120, 196N, 1355W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP,   0, 150N, 1100W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP,  12, 170N, 1101W,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP,  24, 192N, 1103W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP,  36, 222N, 1097W,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP,  48, 259N, 1063W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP,  60, 294N,  985W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP,  72, 326N,  892W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP,  84, 348N,  793W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP,  96, 341N,  706W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 84, 2006011312, 03, DSHP, 108, 322N,  660W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
