Basin,Storm_Number,Storm_Name,Storm_Start_Date,Storm_End_Date,Storm_Year,adeck_path,adeck_path_parquet
sh,14,Neil,09/02/2019 18:00,10/02/2019 12:00,2019.0,./forecast_data/ash142019.dat,./forecast_data_parquet/ash142019.parquet
sh,14,Disturbance,06/02/2020 06:00,08/02/2020 18:00,2020.0,./forecast_data/ash142020.dat,./forecast_data_parquet/ash142020.parquet
sh,14,Disturbance,22/01/2021 00:00,22/01/2021 06:00,2021.0,./forecast_data/ash142021.dat,./forecast_data_parquet/ash142021.parquet
sh,14,Vernon,25/02/2022 06:00,04/03/2022 18:00,2022.0,./forecast_data/ash142022.dat,./forecast_data_parquet/ash142022.parquet
sh,14,Enala,22/02/2023 06:00,01/03/2023 06:00,2023.0,./forecast_data/ash142023.dat,./forecast_data_parquet/ash142023.parquet
sh,14,Lincoln,2024-02-15 18:00:00,2024-02-24 18:00:00,2024.0,./forecast_data/ash142024.dat,./forecast_data_parquet/ash142024.parquet
sh,15,Evan,28/02/2004 18:00,05/03/2004 12:00,2004.0,./forecast_data/ash152004.dat,./forecast_data_parquet/ash152004.parquet
sh,15,Meena,02/02/2005 12:00,07/02/2005 18:00,2005.0,./forecast_data/ash152005.dat,./forecast_data_parquet/ash152005.parquet
sh,15,Disturbance,28/02/2006 00:00,28/02/2006 12:00,2006.0,./forecast_data/ash152006.dat,./forecast_data_parquet/ash152006.parquet
sh,15,Disturbance,22/02/2007 00:00,02/03/2007 12:00,2007.0,./forecast_data/ash152007.dat,./forecast_data_parquet/ash152007.parquet
sh,15,Disturbance,11/02/2010 00:00,17/02/2010 00:00,2010.0,./forecast_data/ash152010.dat,./forecast_data_parquet/ash152010.parquet
sh,15,Disturbance,16/02/2011 06:00,26/02/2011 00:00,2011.0,./forecast_data/ash152011.dat,./forecast_data_parquet/ash152011.parquet
sh,15,Disturbance,01/03/2012 00:00,03/03/2012 18:00,2012.0,./forecast_data/ash152012.dat,./forecast_data_parquet/ash152012.parquet
sh,15,Disturbance,11/02/2013 00:00,15/02/2013 18:00,2013.0,./forecast_data/ash152013.dat,./forecast_data_parquet/ash152013.parquet
sh,15,Disturbance,18/02/2014 12:00,22/02/2014 18:00,2014.0,./forecast_data/ash152014.dat,./forecast_data_parquet/ash152014.parquet
sh,15,Disturbance,05/03/2015 12:00,10/03/2015 00:00,2015.0,./forecast_data/ash152015.dat,./forecast_data_parquet/ash152015.parquet
sh,15,Disturbance,16/03/2016 00:00,22/03/2016 06:00,2016.0,./forecast_data/ash152016.dat,./forecast_data_parquet/ash152016.parquet
sh,15,Ernie,06/04/2017 06:00,11/04/2017 06:00,2017.0,./forecast_data/ash152017.dat,./forecast_data_parquet/ash152017.parquet
sh,15,Disturbance,15/03/2018 18:00,25/03/2018 00:00,2018.0,./forecast_data/ash152018.dat,./forecast_data_parquet/ash152018.parquet
sh,15,Oma,12/02/2019 00:00,26/02/2019 00:00,2019.0,./forecast_data/ash152019.dat,./forecast_data_parquet/ash152019.parquet
sh,15,Disturbance,09/02/2020 06:00,13/02/2020 00:00,2020.0,./forecast_data/ash152020.dat,./forecast_data_parquet/ash152020.parquet
sh,15,Disturbance,30/01/2021 00:00,02/02/2021 18:00,2021.0,./forecast_data/ash152021.dat,./forecast_data_parquet/ash152021.parquet
sh,15,Anika,25/02/2022 12:00,03/03/2022 18:00,2022.0,./forecast_data/ash152022.dat,./forecast_data_parquet/ash152022.parquet
sh,15,Judy,27/02/2023 00:00,05/03/2023 00:00,2023.0,./forecast_data/ash152023.dat,./forecast_data_parquet/ash152023.parquet
sh,15,Disturbance,2024-02-15 18:00:00,2024-02-17 06:00:00,2024.0,./forecast_data/ash152024.dat,./forecast_data_parquet/ash152024.parquet
sh,16,Gafilo,29/02/2004 12:00,11/03/2004 18:00,2004.0,./forecast_data/ash162004.dat,./forecast_data_parquet/ash162004.parquet
sh,16,Harvey,04/02/2005 00:00,07/02/2005 12:00,2005.0,./forecast_data/ash162005.dat,./forecast_data_parquet/ash162005.parquet
sh,16,Disturbance,04/03/2006 00:00,09/03/2006 00:00,2006.0,./forecast_data/ash162006.dat,./forecast_data_parquet/ash162006.parquet
sh,16,Disturbance,22/02/2007 00:00,26/02/2007 12:00,2007.0,./forecast_data/ash162007.dat,./forecast_data_parquet/ash162007.parquet
sh,16,Disturbance,16/02/2010 00:00,21/02/2010 12:00,2010.0,./forecast_data/ash162010.dat,./forecast_data_parquet/ash162010.parquet
sh,16,Disturbance,16/02/2011 12:00,22/02/2011 00:00,2011.0,./forecast_data/ash162011.dat,./forecast_data_parquet/ash162011.parquet
sh,16,Koji,07/03/2012 12:00,12/03/2012 12:00,2012.0,./forecast_data/ash162012.dat,./forecast_data_parquet/ash162012.parquet
sh,16,Disturbance,19/02/2013 00:00,01/03/2013 12:00,2013.0,./forecast_data/ash162013.dat,./forecast_data_parquet/ash162013.parquet
sh,16,Disturbance,28/02/2014 06:00,04/03/2014 00:00,2014.0,./forecast_data/ash162014.dat,./forecast_data_parquet/ash162014.parquet
sh,16,Haliba,08/03/2015 18:00,11/03/2015 06:00,2015.0,./forecast_data/ash162015.dat,./forecast_data_parquet/ash162015.parquet
sh,16,Disturbance,16/03/2016 12:00,16/03/2016 12:00,2016.0,./forecast_data/ash162016.dat,./forecast_data_parquet/ash162016.parquet
sh,16,Cook,08/04/2017 00:00,12/04/2017 00:00,2017.0,./forecast_data/ash162017.dat,./forecast_data_parquet/ash162017.parquet
sh,16,Disturbance,22/03/2018 12:00,25/03/2018 00:00,2018.0,./forecast_data/ash162018.dat,./forecast_data_parquet/ash162018.parquet
sh,16,Pola,26/02/2019 00:00,02/03/2019 00:00,2019.0,./forecast_data/ash162019.dat,./forecast_data_parquet/ash162019.parquet
sh,16,Disturbance,15/02/2020 06:00,18/02/2020 12:00,2020.0,./forecast_data/ash162020.dat,./forecast_data_parquet/ash162020.parquet
sh,16,Disturbance,30/01/2021 18:00,01/02/2021 06:00,2021.0,./forecast_data/ash162021.dat,./forecast_data_parquet/ash162021.parquet
sh,16,Kevin,01/03/2023 18:00,07/03/2023 12:00,2023.0,./forecast_data/ash162023.dat,./forecast_data_parquet/ash162023.parquet
sh,16,Eleanor,2024-02-19 00:00:00,2024-02-24 18:00:00,2024.0,./forecast_data/ash162024.dat,./forecast_data_parquet/ash162024.parquet
sh,17,Nicky-Helm,05/03/2004 12:00,13/03/2004 12:00,2004.0,./forecast_data/ash172004.dat,./forecast_data_parquet/ash172004.parquet
sh,17,Vivienne,23/01/2005 06:00,08/02/2005 12:00,2005.0,./forecast_data/ash172005.dat,./forecast_data_parquet/ash172005.parquet
sh,17,Disturbance,18/03/2006 00:00,20/03/2006 00:00,2006.0,./forecast_data/ash172006.dat,./forecast_data_parquet/ash172006.parquet
sh,17,Disturbance,03/03/2007 12:00,09/03/2007 00:00,2007.0,./forecast_data/ash172007.dat,./forecast_data_parquet/ash172007.parquet
sh,17,Disturbance,22/02/2010 00:00,27/02/2010 12:00,2010.0,./forecast_data/ash172010.dat,./forecast_data_parquet/ash172010.parquet
sh,17,Disturbance,19/02/2011 06:00,23/02/2011 18:00,2011.0,./forecast_data/ash172011.dat,./forecast_data_parquet/ash172011.parquet
sh,17,Lua,13/03/2012 06:00,17/03/2012 18:00,2012.0,./forecast_data/ash172012.dat,./forecast_data_parquet/ash172012.parquet
sh,17,Disturbance,24/02/2013 06:00,28/02/2013 12:00,2013.0,./forecast_data/ash172013.dat,./forecast_data_parquet/ash172013.parquet
sh,17,Disturbance,08/03/2014 12:00,27/03/2014 00:00,2014.0,./forecast_data/ash172014.dat,./forecast_data_parquet/ash172014.parquet
sh,17,Pam,09/03/2015 06:00,15/03/2015 18:00,2015.0,./forecast_data/ash172015.dat,./forecast_data_parquet/ash172015.parquet
sh,17,Disturbance,29/03/2016 00:00,30/03/2016 06:00,2016.0,./forecast_data/ash172016.dat,./forecast_data_parquet/ash172016.parquet
sh,17,Frances,27/04/2017 00:00,30/04/2017 12:00,2017.0,./forecast_data/ash172017.dat,./forecast_data_parquet/ash172017.parquet
sh,17,Disturbance,25/03/2018 00:00,11/04/2018 18:00,2018.0,./forecast_data/ash172018.dat,./forecast_data_parquet/ash172018.parquet
sh,17,Haleh,02/03/2019 06:00,09/03/2019 18:00,2019.0,./forecast_data/ash172019.dat,./forecast_data_parquet/ash172019.parquet
sh,17,Disturbance,21/02/2020 00:00,21/02/2020 18:00,2020.0,./forecast_data/ash172020.dat,./forecast_data_parquet/ash172020.parquet
sh,17,Disturbance,31/01/2021 00:00,04/02/2021 12:00,2021.0,./forecast_data/ash172021.dat,./forecast_data_parquet/ash172021.parquet
sh,17,Disturbance,02/03/2022 06:00,03/03/2022 18:00,2022.0,./forecast_data/ash172022.dat,./forecast_data_parquet/ash172022.parquet
sh,17,Herman,29/03/2023 06:00,02/04/2023 18:00,2023.0,./forecast_data/ash172023.dat,./forecast_data_parquet/ash172023.parquet
sh,17,Filipo,2024-03-10 18:00:00,2024-03-14 18:00:00,2024.0,./forecast_data/ash172024.dat,./forecast_data_parquet/ash172024.parquet
sh,18,Fay,13/03/2004 12:00,27/03/2004 18:00,2004.0,./forecast_data/ash182004.dat,./forecast_data_parquet/ash182004.parquet
sh,18,Nancy,11/02/2005 00:00,16/02/2005 18:00,2005.0,./forecast_data/ash182005.dat,./forecast_data_parquet/ash182005.parquet
sh,18,Disturbance,20/03/2006 00:00,24/03/2006 00:00,2006.0,./forecast_data/ash182006.dat,./forecast_data_parquet/ash182006.parquet
sh,18,Disturbance,07/03/2007 00:00,12/03/2007 12:00,2007.0,./forecast_data/ash182007.dat,./forecast_data_parquet/ash182007.parquet
sh,18,Disturbance,10/03/2010 00:00,10/03/2010 00:00,2010.0,./forecast_data/ash182010.dat,./forecast_data_parquet/ash182010.parquet
sh,18,Disturbance,17/03/2011 12:00,22/03/2011 06:00,2011.0,./forecast_data/ash182011.dat,./forecast_data_parquet/ash182011.parquet
sh,18,Disturbance,02/04/2012 00:00,02/04/2012 00:00,2012.0,./forecast_data/ash182012.dat,./forecast_data_parquet/ash182012.parquet
sh,18,Disturbance,24/02/2013 12:00,04/03/2013 18:00,2013.0,./forecast_data/ash182013.dat,./forecast_data_parquet/ash182013.parquet
sh,18,Disturbance,09/03/2014 18:00,13/03/2014 18:00,2014.0,./forecast_data/ash182014.dat,./forecast_data_parquet/ash182014.parquet
sh,18,Nathan,10/03/2015 18:00,28/03/2015 06:00,2015.0,./forecast_data/ash182015.dat,./forecast_data_parquet/ash182015.parquet
sh,18,Disturbance,05/04/2016 12:00,07/04/2016 06:00,2016.0,./forecast_data/ash182016.dat,./forecast_data_parquet/ash182016.parquet
sh,18,Donna,02/05/2017 18:00,10/05/2017 18:00,2017.0,./forecast_data/ash182017.dat,./forecast_data_parquet/ash182017.parquet
sh,18,Disturbance,31/03/2018 12:00,04/04/2018 00:00,2018.0,./forecast_data/ash182018.dat,./forecast_data_parquet/ash182018.parquet
sh,18,Idai,09/03/2019 06:00,15/03/2019 12:00,2019.0,./forecast_data/ash182019.dat,./forecast_data_parquet/ash182019.parquet
sh,18,Disturbance,22/02/2020 00:00,23/02/2020 12:00,2020.0,./forecast_data/ash182020.dat,./forecast_data_parquet/ash182020.parquet
sh,18,Disturbance,31/01/2021 12:00,06/02/2021 18:00,2021.0,./forecast_data/ash182021.dat,./forecast_data_parquet/ash182021.parquet
sh,18,Eva,03/03/2022 00:00,05/03/2022 00:00,2022.0,./forecast_data/ash182022.dat,./forecast_data_parquet/ash182022.parquet
sh,18,Ilsa,08/04/2023 18:00,14/04/2023 00:00,2023.0,./forecast_data/ash182023.dat,./forecast_data_parquet/ash182023.parquet
sh,18,Neville,2024-03-11 06:00:00,2024-03-24 18:00:00,2024.0,./forecast_data/ash182024.dat,./forecast_data_parquet/ash182024.parquet
sh,19,Grace,02/03/2004 12:00,22/03/2004 18:00,2004.0,./forecast_data/ash192004.dat,./forecast_data_parquet/ash192004.parquet
sh,19,Olaf,11/02/2005 00:00,20/02/2005 06:00,2005.0,./forecast_data/ash192005.dat,./forecast_data_parquet/ash192005.parquet
sh,19,Disturbance,21/03/2006 12:00,24/03/2006 00:00,2006.0,./forecast_data/ash192006.dat,./forecast_data_parquet/ash192006.parquet
sh,19,Disturbance,12/03/2007 12:00,15/03/2007 12:00,2007.0,./forecast_data/ash192007.dat,./forecast_data_parquet/ash192007.parquet
sh,19,Disturbance,11/03/2010 12:00,17/03/2010 12:00,2010.0,./forecast_data/ash192010.dat,./forecast_data_parquet/ash192010.parquet
sh,19,Disturbance,24/03/2011 06:00,28/03/2011 18:00,2011.0,./forecast_data/ash192011.dat,./forecast_data_parquet/ash192011.parquet
sh,19,Disturbance,07/05/2012 00:00,10/05/2012 18:00,2012.0,./forecast_data/ash192012.dat,./forecast_data_parquet/ash192012.parquet
sh,19,Disturbance,07/03/2013 12:00,14/03/2013 00:00,2013.0,./forecast_data/ash192013.dat,./forecast_data_parquet/ash192013.parquet
sh,19,Disturbance,10/03/2014 06:00,13/03/2014 12:00,2014.0,./forecast_data/ash192014.dat,./forecast_data_parquet/ash192014.parquet
sh,19,Olwyn,11/03/2015 06:00,14/03/2015 00:00,2015.0,./forecast_data/ash192015.dat,./forecast_data_parquet/ash192015.parquet
sh,19,Disturbance,12/04/2016 00:00,24/04/2016 18:00,2016.0,./forecast_data/ash192016.dat,./forecast_data_parquet/ash192016.parquet
sh,19,Ella,09/05/2017 00:00,14/05/2017 18:00,2017.0,./forecast_data/ash192017.dat,./forecast_data_parquet/ash192017.parquet
sh,19,Disturbance,08/04/2018 18:00,11/04/2018 12:00,2018.0,./forecast_data/ash192018.dat,./forecast_data_parquet/ash192018.parquet
sh,19,Savannah,14/03/2019 00:00,22/03/2019 00:00,2019.0,./forecast_data/ash192019.dat,./forecast_data_parquet/ash192019.parquet
sh,19,Disturbance,23/02/2020 18:00,24/02/2020 12:00,2020.0,./forecast_data/ash192020.dat,./forecast_data_parquet/ash192020.parquet
sh,19,Disturbance,05/02/2021 06:00,16/02/2021 06:00,2021.0,./forecast_data/ash192021.dat,./forecast_data_parquet/ash192021.parquet
sh,19,Gombe,08/03/2022 00:00,15/03/2022 18:00,2022.0,./forecast_data/ash192022.dat,./forecast_data_parquet/ash192022.parquet
sh,19,Fabien,14/05/2023 06:00,23/05/2023 00:00,2023.0,./forecast_data/ash192023.dat,./forecast_data_parquet/ash192023.parquet
sh,19,Megan,2024-03-15 12:00:00,2024-03-19 00:00:00,2024.0,./forecast_data/ash192024.dat,./forecast_data_parquet/ash192024.parquet
sh,20,Oscar,20/03/2004 12:00,28/03/2004 00:00,2004.0,./forecast_data/ash202004.dat,./forecast_data_parquet/ash202004.parquet
sh,20,Percy,03/02/2005 00:00,04/03/2005 18:00,2005.0,./forecast_data/ash202005.dat,./forecast_data_parquet/ash202005.parquet
sh,20,Disturbance,25/03/2007 12:00,28/03/2007 00:00,2007.0,./forecast_data/ash202007.dat,./forecast_data_parquet/ash202007.parquet
sh,20,Disturbance,12/03/2010 00:00,19/03/2010 00:00,2010.0,./forecast_data/ash202010.dat,./forecast_data_parquet/ash202010.parquet
sh,20,Disturbance,02/04/2011 12:00,04/04/2011 12:00,2011.0,./forecast_data/ash202011.dat,./forecast_data_parquet/ash202011.parquet
sh,20,Kuena,06/06/2012 00:00,08/06/2012 12:00,2012.0,./forecast_data/ash202012.dat,./forecast_data_parquet/ash202012.parquet
sh,20,Disturbance,14/03/2013 00:00,18/03/2013 18:00,2013.0,./forecast_data/ash202013.dat,./forecast_data_parquet/ash202013.parquet
sh,20,Disturbance,19/03/2014 06:00,20/03/2014 00:00,2014.0,./forecast_data/ash202014.dat,./forecast_data_parquet/ash202014.parquet
sh,20,Reuben,21/03/2015 12:00,23/03/2015 12:00,2015.0,./forecast_data/ash202015.dat,./forecast_data_parquet/ash202015.parquet
sh,20,Disturbance,20/04/2016 12:00,25/04/2016 06:00,2016.0,./forecast_data/ash202016.dat,./forecast_data_parquet/ash202016.parquet
sh,20,Disturbance,23/04/2018 12:00,25/04/2018 12:00,2018.0,./forecast_data/ash202018.dat,./forecast_data_parquet/ash202018.parquet
sh,20,Trevor,17/03/2019 18:00,24/03/2019 00:00,2019.0,./forecast_data/ash202019.dat,./forecast_data_parquet/ash202019.parquet
sh,20,Disturbance,24/02/2020 00:00,29/02/2020 06:00,2020.0,./forecast_data/ash202020.dat,./forecast_data_parquet/ash202020.parquet
sh,20,Disturbance,10/02/2021 00:00,12/02/2021 06:00,2021.0,./forecast_data/ash202021.dat,./forecast_data_parquet/ash202021.parquet
sh,20,Billy,13/03/2022 18:00,17/03/2022 18:00,2022.0,./forecast_data/ash202022.dat,./forecast_data_parquet/ash202022.parquet
sh,20,Gamane,2024-03-26 00:00:00,2024-03-29 18:00:00,2024.0,./forecast_data/ash202024.dat,./forecast_data_parquet/ash202024.parquet
sh,21,Noname,23/03/2004 12:00,27/03/2004 00:00,2004.0,./forecast_data/ash212004.dat,./forecast_data_parquet/ash212004.parquet
sh,21,Rae,04/03/2005 12:00,06/03/2005 18:00,2005.0,./forecast_data/ash212005.dat,./forecast_data_parquet/ash212005.parquet
sh,21,Disturbance,06/04/2006 12:00,08/04/2006 00:00,2006.0,./forecast_data/ash212006.dat,./forecast_data_parquet/ash212006.parquet
sh,21,Disturbance,26/03/2007 12:00,29/03/2007 12:00,2007.0,./forecast_data/ash212007.dat,./forecast_data_parquet/ash212007.parquet
sh,21,Disturbance,23/03/2010 00:00,27/03/2010 00:00,2010.0,./forecast_data/ash212010.dat,./forecast_data_parquet/ash212010.parquet
sh,21,Disturbance,15/04/2011 06:00,20/04/2011 00:00,2011.0,./forecast_data/ash212011.dat,./forecast_data_parquet/ash212011.parquet
sh,21,Twentyone,29/06/2012 12:00,30/06/2012 12:00,2012.0,./forecast_data/ash212012.dat,./forecast_data_parquet/ash212012.parquet
sh,21,Disturbance,06/04/2013 06:00,19/04/2013 12:00,2013.0,./forecast_data/ash212013.dat,./forecast_data_parquet/ash212013.parquet
sh,21,Disturbance,28/03/2014 18:00,04/04/2014 00:00,2014.0,./forecast_data/ash212014.dat,./forecast_data_parquet/ash212014.parquet
sh,21,Ikola,05/04/2015 18:00,08/04/2015 18:00,2015.0,./forecast_data/ash212015.dat,./forecast_data_parquet/ash212015.parquet
sh,21,Disturbance,28/04/2018 06:00,02/05/2018 06:00,2018.0,./forecast_data/ash212018.dat,./forecast_data_parquet/ash212018.parquet
sh,21,Veronica,19/03/2019 18:00,27/03/2019 00:00,2019.0,./forecast_data/ash212019.dat,./forecast_data_parquet/ash212019.parquet
sh,21,Disturbance,11/03/2020 12:00,12/03/2020 00:00,2020.0,./forecast_data/ash212020.dat,./forecast_data_parquet/ash212020.parquet
sh,21,Disturbance,17/02/2021 18:00,22/02/2021 06:00,2021.0,./forecast_data/ash212021.dat,./forecast_data_parquet/ash212021.parquet
sh,21,Charlotte,20/03/2022 12:00,27/03/2022 00:00,2022.0,./forecast_data/ash212022.dat,./forecast_data_parquet/ash212022.parquet
sh,21,Olga,2024-04-05 18:00:00,2024-04-11 00:00:00,2024.0,./forecast_data/ash212024.dat,./forecast_data_parquet/ash212024.parquet
sh,22,Noname,05/04/2004 18:00,09/04/2004 06:00,2004.0,./forecast_data/ash222004.dat,./forecast_data_parquet/ash222004.parquet
sh,22,Ingrid,03/03/2005 06:00,15/03/2006 18:00,2006.0,./forecast_data/ash222005.dat,./forecast_data_parquet/ash222005.parquet
sh,22,Disturbance,12/04/2006 12:00,15/04/2006 12:00,2006.0,./forecast_data/ash222006.dat,./forecast_data_parquet/ash222006.parquet
sh,22,Disturbance,30/03/2007 12:00,04/04/2007 12:00,2007.0,./forecast_data/ash222007.dat,./forecast_data_parquet/ash222007.parquet
sh,22,Disturbance,28/03/2010 00:00,30/03/2010 12:00,2010.0,./forecast_data/ash222010.dat,./forecast_data_parquet/ash222010.parquet
sh,22,Disturbance,09/04/2013 00:00,12/04/2013 12:00,2013.0,./forecast_data/ash222013.dat,./forecast_data_parquet/ash222013.parquet
sh,22,Disturbance,04/04/2014 18:00,06/04/2014 12:00,2014.0,./forecast_data/ash222014.dat,./forecast_data_parquet/ash222014.parquet
sh,22,Joalane,06/04/2015 00:00,13/04/2015 12:00,2015.0,./forecast_data/ash222015.dat,./forecast_data_parquet/ash222015.parquet
sh,22,Joaninh,22/03/2019 00:00,31/03/2019 06:00,2019.0,./forecast_data/ash222019.dat,./forecast_data_parquet/ash222019.parquet
sh,22,Disturbance,13/03/2020 12:00,19/03/2020 12:00,2020.0,./forecast_data/ash222020.dat,./forecast_data_parquet/ash222020.parquet
sh,22,Marian,26/02/2021 06:00,07/03/2021 06:00,2021.0,./forecast_data/ash222021.dat,./forecast_data_parquet/ash222021.parquet
sh,22,Halima,23/03/2022 12:00,03/04/2022 12:00,2022.0,./forecast_data/ash222022.dat,./forecast_data_parquet/ash222022.parquet
sh,22,Paul,2024-04-10 18:00:00,2024-04-12 06:00:00,2024.0,./forecast_data/ash222024.dat,./forecast_data_parquet/ash222024.parquet
sh,23,Juba,03/05/2004 12:00,14/05/2004 18:00,2004.0,./forecast_data/ash232004.dat,./forecast_data_parquet/ash232004.parquet
sh,23,Willy,08/03/2005 06:00,14/03/2005 00:00,2005.0,./forecast_data/ash232005.dat,./forecast_data_parquet/ash232005.parquet
sh,23,Disturbance,17/04/2006 00:00,25/04/2006 00:00,2006.0,./forecast_data/ash232006.dat,./forecast_data_parquet/ash232006.parquet
sh,23,Disturbance,04/04/2007 12:00,06/04/2007 12:00,2007.0,./forecast_data/ash232007.dat,./forecast_data_parquet/ash232007.parquet
sh,23,Disturbance,02/04/2010 12:00,06/04/2010 12:00,2010.0,./forecast_data/ash232010.dat,./forecast_data_parquet/ash232010.parquet
sh,23,Disturbance,30/04/2013 00:00,02/05/2013 18:00,2013.0,./forecast_data/ash232013.dat,./forecast_data_parquet/ash232013.parquet
sh,23,Disturbance,04/04/2014 18:00,14/04/2014 12:00,2014.0,./forecast_data/ash232014.dat,./forecast_data_parquet/ash232014.parquet
sh,23,Solo,10/04/2015 00:00,12/04/2015 18:00,2015.0,./forecast_data/ash232015.dat,./forecast_data_parquet/ash232015.parquet
sh,23,Wallace,05/04/2019 00:00,10/04/2019 06:00,2019.0,./forecast_data/ash232019.dat,./forecast_data_parquet/ash232019.parquet
sh,23,Disturbance,14/03/2020 18:00,16/03/2020 00:00,2020.0,./forecast_data/ash232020.dat,./forecast_data_parquet/ash232020.parquet
sh,23,Disturbance,01/03/2021 06:00,07/03/2021 06:00,2021.0,./forecast_data/ash232021.dat,./forecast_data_parquet/ash232021.parquet
sh,23,Fili,04/04/2022 06:00,11/04/2022 06:00,2022.0,./forecast_data/ash232022.dat,./forecast_data_parquet/ash232022.parquet
sh,23,Hidaya,2024-05-01 12:00:00,2024-05-04 18:00:00,2024.0,./forecast_data/ash232024.dat,./forecast_data_parquet/ash232024.parquet
sh,24,Hennie,17/03/2005 12:00,27/03/2005 06:00,2005.0,./forecast_data/ash242005.dat,./forecast_data_parquet/ash242005.parquet
sh,24,Disturbance,17/05/2007 12:00,19/05/2007 00:00,2007.0,./forecast_data/ash242007.dat,./forecast_data_parquet/ash242007.parquet
sh,24,Disturbance,22/04/2010 12:00,25/04/2010 00:00,2010.0,./forecast_data/ash242010.dat,./forecast_data_parquet/ash242010.parquet
sh,24,Disturbance,08/05/2013 12:00,15/05/2013 00:00,2013.0,./forecast_data/ash242013.dat,./forecast_data_parquet/ash242013.parquet
sh,24,Disturbance,18/04/2014 18:00,23/04/2014 00:00,2014.0,./forecast_data/ash242014.dat,./forecast_data_parquet/ash242014.parquet
sh,24,Quang,28/04/2015 18:00,02/05/2015 00:00,2015.0,./forecast_data/ash242015.dat,./forecast_data_parquet/ash242015.parquet
sh,24,Kennethsh,23/04/2019 00:00,27/04/2019 00:00,2019.0,./forecast_data/ash242019.dat,./forecast_data_parquet/ash242019.parquet
sh,24,Disturbance,02/04/2020 12:00,06/04/2020 06:00,2020.0,./forecast_data/ash242020.dat,./forecast_data_parquet/ash242020.parquet
sh,24,Disturbance,04/03/2021 12:00,16/03/2021 18:00,2021.0,./forecast_data/ash242021.dat,./forecast_data_parquet/ash242021.parquet
sh,24,Jasmine,24/04/2022 00:00,29/04/2022 06:00,2022.0,./forecast_data/ash242022.dat,./forecast_data_parquet/ash242022.parquet
sh,24,Ialy,2024-05-16 12:00:00,2024-05-22 18:00:00,2024.0,./forecast_data/ash242024.dat,./forecast_data_parquet/ash242024.parquet
sh,25,Isang,29/03/2005 00:00,06/04/2006 06:00,2006.0,./forecast_data/ash252005.dat,./forecast_data_parquet/ash252005.parquet
sh,25,Twenty-Fi,30/06/2015 12:00,01/07/2015 06:00,2015.0,./forecast_data/ash252015.dat,./forecast_data_parquet/ash252015.parquet
sh,25,Disturbance,01/07/2015 00:00,05/07/2015 12:00,2015.0,./forecast_data/ash252016.dat,./forecast_data_parquet/ash252016.parquet
sh,25,Lorna,23/04/2019 12:00,30/04/2019 06:00,2019.0,./forecast_data/ash252019.dat,./forecast_data_parquet/ash252019.parquet
sh,25,Disturbance,03/04/2020 00:00,09/04/2020 12:00,2020.0,./forecast_data/ash252020.dat,./forecast_data_parquet/ash252020.parquet
sh,25,Disturbance,07/03/2021 18:00,09/03/2021 06:00,2021.0,./forecast_data/ash252021.dat,./forecast_data_parquet/ash252021.parquet
sh,25,Karim,07/05/2022 12:00,11/05/2022 18:00,2022.0,./forecast_data/ash252022.dat,./forecast_data_parquet/ash252022.parquet
sh,25,Twenty-Fi,2024-05-19 18:00:00,2024-05-20 12:00:00,2024.0,./forecast_data/ash252024.dat,./forecast_data_parquet/ash252024.parquet
sh,26,Adeline,05/03/2005 18:00,09/04/2008 00:00,2008.0,./forecast_data/ash262005.dat,./forecast_data_parquet/ash262005.parquet
sh,26,Lili,09/05/2019 06:00,11/05/2019 12:00,2019.0,./forecast_data/ash262019.dat,./forecast_data_parquet/ash262019.parquet
sh,26,Disturbance,15/04/2020 00:00,15/04/2020 18:00,2020.0,./forecast_data/ash262020.dat,./forecast_data_parquet/ash262020.parquet
sh,26,Seroja,31/03/2021 18:00,12/04/2021 00:00,2021.0,./forecast_data/ash262021.dat,./forecast_data_parquet/ash262021.parquet
sh,26,Gina,18/05/2022 12:00,23/05/2022 00:00,2022.0,./forecast_data/ash262022.dat,./forecast_data_parquet/ash262022.parquet
sh,27,Ann,11/05/2019 18:00,17/05/2019 00:00,2019.0,./forecast_data/ash272019.dat,./forecast_data_parquet/ash272019.parquet
sh,27,Mangga,21/05/2020 00:00,24/05/2020 00:00,2020.0,./forecast_data/ash272020.dat,./forecast_data_parquet/ash272020.parquet
sh,27,Disturbance,04/04/2021 18:00,10/04/2021 18:00,2021.0,./forecast_data/ash272021.dat,./forecast_data_parquet/ash272021.parquet
sh,28,Twenty-Ei,08/04/2021 00:00,12/04/2021 00:00,2021.0,./forecast_data/ash282021.dat,./forecast_data_parquet/ash282021.parquet
sh,29,Jobo,15/04/2021 12:00,25/04/2021 00:00,2021.0,./forecast_data/ash292021.dat,./forecast_data_parquet/ash292021.parquet
sh,90,Disturbance,,,,./forecast_data/ash902004.dat,./forecast_data_parquet/ash902004.parquet
sh,90,Disturbance,,,,./forecast_data/ash902005.dat,./forecast_data_parquet/ash902005.parquet
sh,90,Disturbance,23/02/2012 18:00,06/06/2012 06:00,2012.0,./forecast_data/ash902012.dat,./forecast_data_parquet/ash902012.parquet
sh,90,Disturbance,15/01/2013 00:00,30/03/2013 06:00,2013.0,./forecast_data/ash902013.dat,./forecast_data_parquet/ash902013.parquet
sh,90,Disturbance,18/04/2014 12:00,18/04/2014 12:00,2014.0,./forecast_data/ash902014.dat,./forecast_data_parquet/ash902014.parquet
