Basin,Storm_Number,Storm_Name,Storm_Start_Date,Storm_End_Date,Storm_Year,adeck_path,adeck_path_parquet
al,67,Disturbance,26/06/2018 12:00,27/06/2018 00:00,2018.0,./forecast_data/aal672018.dat,./forecast_data_parquet/aal672018.parquet
al,69,Disturbance,03/11/2016 00:00,03/11/2016 00:00,2016.0,./forecast_data/aal692016.dat,./forecast_data_parquet/aal692016.parquet
al,70,Disturbance,,,,./forecast_data/aal702013.dat,./forecast_data_parquet/aal702013.parquet
al,70,Noname,03/07/2016 00:00,03/07/2016 06:00,2016.0,./forecast_data/aal702016.dat,./forecast_data_parquet/aal702016.parquet
al,71,Disturbance,27/07/2016 06:00,27/07/2016 06:00,2016.0,./forecast_data/aal712016.dat,./forecast_data_parquet/aal712016.parquet
al,71,Disturbance,03/08/2017 12:00,03/08/2017 18:00,2017.0,./forecast_data/aal712017.dat,./forecast_data_parquet/aal712017.parquet
al,72,Ryan,23/08/2014 06:00,23/08/2014 06:00,2014.0,./forecast_data/aal722014.dat,./forecast_data_parquet/aal722014.parquet
al,72,Disturbance,01/08/2019 00:00,01/08/2019 06:00,2019.0,./forecast_data/aal722019.dat,./forecast_data_parquet/aal722019.parquet
al,72,Disturbance,20/09/2021 06:00,20/09/2021 12:00,2021.0,./forecast_data/aal722021.dat,./forecast_data_parquet/aal722021.parquet
al,72,Disturbance,20/08/2023 12:00,20/08/2023 18:00,2023.0,./forecast_data/aal722023.dat,./forecast_data_parquet/aal722023.parquet
al,73,Disturbance,15/11/2016 12:00,15/11/2016 18:00,2016.0,./forecast_data/aal732016.dat,./forecast_data_parquet/aal732016.parquet
al,75,Disturbance,14/06/2021 00:00,14/06/2021 06:00,2021.0,./forecast_data/aal752021.dat,./forecast_data_parquet/aal752021.parquet
al,76,Disturbance,08/07/2019 12:00,08/07/2019 18:00,2019.0,./forecast_data/aal762019.dat,./forecast_data_parquet/aal762019.parquet
al,76,Disturbance,23/08/2021 12:00,24/08/2021 00:00,2021.0,./forecast_data/aal762021.dat,./forecast_data_parquet/aal762021.parquet
al,77,Disturbance,18/08/2016 12:00,19/08/2016 00:00,2016.0,./forecast_data/aal772016.dat,./forecast_data_parquet/aal772016.parquet
al,77,Disturbance,21/09/2018 00:00,21/09/2018 00:00,2018.0,./forecast_data/aal772018.dat,./forecast_data_parquet/aal772018.parquet
al,77,Disturbance,13/10/2019 12:00,13/10/2019 18:00,2019.0,./forecast_data/aal772019.dat,./forecast_data_parquet/aal772019.parquet
al,78,Test,01/05/2013 12:00,01/05/2013 18:00,2013.0,./forecast_data/aal782013.dat,./forecast_data_parquet/aal782013.parquet
al,78,Disturbance,24/10/2017 00:00,24/10/2017 00:00,2017.0,./forecast_data/aal782017.dat,./forecast_data_parquet/aal782017.parquet
al,79,Wmodemo,18/08/2013 12:00,29/08/2013 18:00,2013.0,./forecast_data/aal792013.dat,./forecast_data_parquet/aal792013.parquet
al,79,Disturbance,24/06/2022 00:00,24/06/2022 00:00,2022.0,./forecast_data/aal792022.dat,./forecast_data_parquet/aal792022.parquet
al,80,Test,07/09/2005 18:00,07/09/2005 18:00,2005.0,./forecast_data/aal802005.dat,./forecast_data_parquet/aal802005.parquet
al,80,Test,27/12/2006 18:00,28/12/2006 18:00,2006.0,./forecast_data/aal802006.dat,./forecast_data_parquet/aal802006.parquet
al,80,Test,12/08/2007 12:00,28/08/2007 18:00,2007.0,./forecast_data/aal802007.dat,./forecast_data_parquet/aal802007.parquet
al,80,Noname,18/09/2008 18:00,18/09/2008 18:00,2008.0,./forecast_data/aal802008.dat,./forecast_data_parquet/aal802008.parquet
al,80,Hpctest,05/09/2012 12:00,05/09/2012 12:00,2012.0,./forecast_data/aal802012.dat,./forecast_data_parquet/aal802012.parquet
al,80,Test,21/02/2014 12:00,21/02/2014 12:00,2014.0,./forecast_data/aal802014.dat,./forecast_data_parquet/aal802014.parquet
al,80,Disturbance,13/02/2017 12:00,13/02/2017 12:00,2017.0,./forecast_data/aal802017.dat,./forecast_data_parquet/aal802017.parquet
al,80,Simon,29/09/2018 12:00,01/10/2018 12:00,2018.0,./forecast_data/aal802018.dat,./forecast_data_parquet/aal802018.parquet
al,80,Disturbance,17/12/2020 12:00,17/12/2020 18:00,2020.0,./forecast_data/aal802020.dat,./forecast_data_parquet/aal802020.parquet
al,81,Noname,11/11/2005 12:00,12/11/2005 12:00,2005.0,./forecast_data/aal812005.dat,./forecast_data_parquet/aal812005.parquet
al,81,Test,18/05/2006 12:00,19/05/2006 18:00,2006.0,./forecast_data/aal812006.dat,./forecast_data_parquet/aal812006.parquet
al,81,Test,08/08/2007 12:00,08/08/2007 12:00,2007.0,./forecast_data/aal812007.dat,./forecast_data_parquet/aal812007.parquet
al,81,Noname,04/06/2008 18:00,18/06/2008 12:00,2008.0,./forecast_data/aal812008.dat,./forecast_data_parquet/aal812008.parquet
al,81,Noname,01/06/2010 12:00,01/06/2010 12:00,2010.0,./forecast_data/aal812010.dat,./forecast_data_parquet/aal812010.parquet
al,81,Test,19/05/2012 12:00,20/05/2012 00:00,2012.0,./forecast_data/aal812012.dat,./forecast_data_parquet/aal812012.parquet
al,81,Simpson,13/05/2014 12:00,22/05/2014 06:00,2014.0,./forecast_data/aal812014.dat,./forecast_data_parquet/aal812014.parquet
al,81,Disturbance,21/05/2018 12:00,21/05/2018 12:00,2018.0,./forecast_data/aal812018.dat,./forecast_data_parquet/aal812018.parquet
al,82,Noname,12/11/2005 12:00,12/11/2005 18:00,2005.0,./forecast_data/aal822005.dat,./forecast_data_parquet/aal822005.parquet
al,82,Test,31/05/2006 18:00,01/06/2006 18:00,2006.0,./forecast_data/aal822006.dat,./forecast_data_parquet/aal822006.parquet
al,82,Hpctest,17/01/2007 18:00,02/06/2007 06:00,2007.0,./forecast_data/aal822007.dat,./forecast_data_parquet/aal822007.parquet
al,82,Test,09/08/2009 12:00,12/08/2009 12:00,2009.0,./forecast_data/aal822009.dat,./forecast_data_parquet/aal822009.parquet
al,82,Test,28/04/2014 06:00,28/05/2014 12:00,2014.0,./forecast_data/aal822014.dat,./forecast_data_parquet/aal822014.parquet
al,82,Disturbance,18/01/2017 18:00,23/05/2017 18:00,2017.0,./forecast_data/aal822017.dat,./forecast_data_parquet/aal822017.parquet
al,82,Disturbance,01/05/2018 12:00,01/05/2018 12:00,2018.0,./forecast_data/aal822018.dat,./forecast_data_parquet/aal822018.parquet
al,83,Test,31/07/2007 18:00,31/07/2007 18:00,2007.0,./forecast_data/aal832007.dat,./forecast_data_parquet/aal832007.parquet
al,83,Test,18/05/2009 12:00,21/08/2009 12:00,2009.0,./forecast_data/aal832009.dat,./forecast_data_parquet/aal832009.parquet
al,83,Test,27/03/2014 12:00,27/03/2014 18:00,2014.0,./forecast_data/aal832014.dat,./forecast_data_parquet/aal832014.parquet
al,83,Disturbance,13/11/2017 18:00,13/11/2017 18:00,2017.0,./forecast_data/aal832017.dat,./forecast_data_parquet/aal832017.parquet
al,84,Test,06/03/2006 18:00,06/03/2006 18:00,2006.0,./forecast_data/aal842006.dat,./forecast_data_parquet/aal842006.parquet
al,84,Dean,11/08/2007 12:00,23/08/2007 06:00,2007.0,./forecast_data/aal842007.dat,./forecast_data_parquet/aal842007.parquet
al,84,Testtwo,28/04/2014 06:00,23/06/2014 12:00,2014.0,./forecast_data/aal842014.dat,./forecast_data_parquet/aal842014.parquet
al,84,Disturbance,13/04/2018 12:00,13/04/2018 12:00,2018.0,./forecast_data/aal842018.dat,./forecast_data_parquet/aal842018.parquet
al,85,Hpctest,18/09/2005 00:00,18/09/2005 00:00,2005.0,./forecast_data/aal852005.dat,./forecast_data_parquet/aal852005.parquet
al,85,Test,06/12/2006 18:00,07/12/2006 12:00,2006.0,./forecast_data/aal852006.dat,./forecast_data_parquet/aal852006.parquet
al,85,Test,17/05/2007 12:00,17/05/2007 12:00,2007.0,./forecast_data/aal852007.dat,./forecast_data_parquet/aal852007.parquet
al,85,Noname,02/10/2008 18:00,02/10/2008 18:00,2008.0,./forecast_data/aal852008.dat,./forecast_data_parquet/aal852008.parquet
al,85,Test,10/06/2010 18:00,10/06/2010 18:00,2010.0,./forecast_data/aal852010.dat,./forecast_data_parquet/aal852010.parquet
al,85,Test,18/06/2012 18:00,18/06/2012 18:00,2012.0,./forecast_data/aal852012.dat,./forecast_data_parquet/aal852012.parquet
al,85,Duff,30/04/2014 12:00,03/09/2014 06:00,2014.0,./forecast_data/aal852014.dat,./forecast_data_parquet/aal852014.parquet
al,85,Disturbance,23/05/2018 12:00,23/05/2018 12:00,2018.0,./forecast_data/aal852018.dat,./forecast_data_parquet/aal852018.parquet
al,86,Test,12/07/2006 18:00,23/08/2006 12:00,2006.0,./forecast_data/aal862006.dat,./forecast_data_parquet/aal862006.parquet
al,86,Test,29/05/2007 18:00,29/05/2007 18:00,2007.0,./forecast_data/aal862007.dat,./forecast_data_parquet/aal862007.parquet
al,86,Test,22/05/2008 18:00,22/05/2008 18:00,2008.0,./forecast_data/aal862008.dat,./forecast_data_parquet/aal862008.parquet
al,86,Test,12/05/2009 18:00,12/05/2009 18:00,2009.0,./forecast_data/aal862009.dat,./forecast_data_parquet/aal862009.parquet
al,86,Test,08/07/2014 12:00,08/07/2014 12:00,2014.0,./forecast_data/aal862014.dat,./forecast_data_parquet/aal862014.parquet
al,87,Test,13/01/2006 12:00,13/01/2006 12:00,2006.0,./forecast_data/aal872006.dat,./forecast_data_parquet/aal872006.parquet
al,87,Test,23/07/2007 12:00,23/07/2007 12:00,2007.0,./forecast_data/aal872007.dat,./forecast_data_parquet/aal872007.parquet
al,87,Noname,27/10/2008 12:00,27/10/2008 12:00,2008.0,./forecast_data/aal872008.dat,./forecast_data_parquet/aal872008.parquet
al,87,Test,08/07/2014 12:00,09/07/2014 12:00,2014.0,./forecast_data/aal872014.dat,./forecast_data_parquet/aal872014.parquet
al,87,Disturbance,21/02/2017 18:00,21/02/2017 18:00,2017.0,./forecast_data/aal872017.dat,./forecast_data_parquet/aal872017.parquet
al,87,Disturbance,24/05/2018 12:00,24/05/2018 12:00,2018.0,./forecast_data/aal872018.dat,./forecast_data_parquet/aal872018.parquet
al,88,Test,30/08/2005 18:00,30/08/2005 18:00,2005.0,./forecast_data/aal882005.dat,./forecast_data_parquet/aal882005.parquet
al,88,Test,21/12/2006 12:00,21/12/2006 18:00,2006.0,./forecast_data/aal882006.dat,./forecast_data_parquet/aal882006.parquet
al,88,Noname,16/10/2008 12:00,16/10/2008 18:00,2008.0,./forecast_data/aal882008.dat,./forecast_data_parquet/aal882008.parquet
al,88,Test,13/07/2009 18:00,13/07/2009 18:00,2009.0,./forecast_data/aal882009.dat,./forecast_data_parquet/aal882009.parquet
al,88,Testnew,07/05/2014 18:00,29/05/2014 00:00,2014.0,./forecast_data/aal882014.dat,./forecast_data_parquet/aal882014.parquet
al,88,Disturbance,14/04/2017 18:00,14/04/2017 18:00,2017.0,./forecast_data/aal882017.dat,./forecast_data_parquet/aal882017.parquet
al,88,Disturbance,04/06/2018 18:00,22/06/2018 18:00,2018.0,./forecast_data/aal882018.dat,./forecast_data_parquet/aal882018.parquet
al,89,Chris,09/11/2005 12:00,09/12/2005 18:00,2005.0,./forecast_data/aal892005.dat,./forecast_data_parquet/aal892005.parquet
al,89,Test,21/12/2006 18:00,21/12/2006 18:00,2006.0,./forecast_data/aal892006.dat,./forecast_data_parquet/aal892006.parquet
al,89,Test,11/05/2007 12:00,14/05/2007 18:00,2007.0,./forecast_data/aal892007.dat,./forecast_data_parquet/aal892007.parquet
al,89,Disturbance,,,,./forecast_data/aal892013.dat,./forecast_data_parquet/aal892013.parquet
al,89,Disturbance,14/04/2017 18:00,09/11/2017 12:00,2017.0,./forecast_data/aal892017.dat,./forecast_data_parquet/aal892017.parquet
al,90,Invest,30/09/2005 06:00,27/10/2005 00:00,2005.0,./forecast_data/aal902005.dat,./forecast_data_parquet/aal902005.parquet
al,90,Invest,03/09/2006 12:00,20/10/2006 12:00,2006.0,./forecast_data/aal902006.dat,./forecast_data_parquet/aal902006.parquet
al,90,Invest,01/10/2007 12:00,27/10/2007 18:00,2007.0,./forecast_data/aal902007.dat,./forecast_data_parquet/aal902007.parquet
al,90,Invest,02/08/2008 12:00,14/10/2008 18:00,2008.0,./forecast_data/aal902008.dat,./forecast_data_parquet/aal902008.parquet
al,90,Invest,13/08/2009 06:00,05/10/2009 00:00,2009.0,./forecast_data/aal902009.dat,./forecast_data_parquet/aal902009.parquet
al,90,Invest,21/10/2010 12:00,29/10/2010 12:00,2010.0,./forecast_data/aal902010.dat,./forecast_data_parquet/aal902010.parquet
al,90,Invest,23/08/2011 06:00,01/12/2011 18:00,2011.0,./forecast_data/aal902011.dat,./forecast_data_parquet/aal902011.parquet
al,90,Invest,20/10/2012 12:00,22/10/2012 18:00,2012.0,./forecast_data/aal902012.dat,./forecast_data_parquet/aal902012.parquet
al,90,Invest,21/10/2013 00:00,06/12/2013 18:00,2013.0,./forecast_data/aal902013.dat,./forecast_data_parquet/aal902013.parquet
al,90,Disturbance,06/09/2014 18:00,12/10/2014 18:00,2014.0,./forecast_data/aal902014.dat,./forecast_data_parquet/aal902014.parquet
al,90,Erika,06/05/2015 06:00,13/01/2016 18:00,2016.0,./forecast_data/aal902015.dat,./forecast_data_parquet/aal902015.parquet
al,90,Invest,13/01/2016 12:00,21/11/2016 06:00,2016.0,./forecast_data/aal902016.dat,./forecast_data_parquet/aal902016.parquet
al,90,Invest,26/03/2017 18:00,04/10/2017 12:00,2017.0,./forecast_data/aal902017.dat,./forecast_data_parquet/aal902017.parquet
al,90,Invest,22/09/2018 18:00,23/09/2018 12:00,2018.0,./forecast_data/aal902018.dat,./forecast_data_parquet/aal902018.parquet
al,90,Sebastien,20/05/2019 12:00,19/11/2019 18:00,2019.0,./forecast_data/aal902019.dat,./forecast_data_parquet/aal902019.parquet
al,90,Invest,15/05/2020 12:00,01/12/2020 12:00,2020.0,./forecast_data/aal902020.dat,./forecast_data_parquet/aal902020.parquet
al,90,Invest,20/05/2021 00:00,29/09/2021 18:00,2021.0,./forecast_data/aal902021.dat,./forecast_data_parquet/aal902021.parquet
al,90,Invest,22/05/2022 18:00,23/09/2022 18:00,2022.0,./forecast_data/aal902022.dat,./forecast_data_parquet/aal902022.parquet
al,90,Invest,16/01/2023 18:00,25/11/2023 18:00,2023.0,./forecast_data/aal902023.dat,./forecast_data_parquet/aal902023.parquet
al,90,Invest,2024-06-11 12:00:00,2024-09-30 00:00:00,2024.0,./forecast_data/aal902024.dat,./forecast_data_parquet/aal902024.parquet
al,91,Invest,03/10/2005 12:00,26/10/2005 18:00,2005.0,./forecast_data/aal912005.dat,./forecast_data_parquet/aal912005.parquet
al,91,Invest,06/09/2006 06:00,13/10/2006 12:00,2006.0,./forecast_data/aal912006.dat,./forecast_data_parquet/aal912006.parquet
al,91,Invest,03/10/2007 12:00,04/11/2007 18:00,2007.0,./forecast_data/aal912007.dat,./forecast_data_parquet/aal912007.parquet
al,91,Invest,11/09/2008 12:00,21/10/2008 00:00,2008.0,./forecast_data/aal912008.dat,./forecast_data_parquet/aal912008.parquet
al,91,Invest,16/08/2009 00:00,06/10/2009 18:00,2009.0,./forecast_data/aal912009.dat,./forecast_data_parquet/aal912009.parquet
al,91,Invest,27/10/2010 18:00,29/10/2010 12:00,2010.0,./forecast_data/aal912010.dat,./forecast_data_parquet/aal912010.parquet
al,91,Invest,26/08/2011 18:00,24/09/2011 18:00,2011.0,./forecast_data/aal912011.dat,./forecast_data_parquet/aal912011.parquet
al,91,Invest,30/11/2012 18:00,03/12/2012 00:00,2012.0,./forecast_data/aal912012.dat,./forecast_data_parquet/aal912012.parquet
al,91,Invest,07/09/2013 12:00,08/09/2013 18:00,2013.0,./forecast_data/aal912013.dat,./forecast_data_parquet/aal912013.parquet
al,91,Disturbance,07/09/2014 18:00,11/09/2014 18:00,2014.0,./forecast_data/aal912014.dat,./forecast_data_parquet/aal912014.parquet
al,91,Invest,04/09/2015 00:00,07/10/2015 06:00,2015.0,./forecast_data/aal912015.dat,./forecast_data_parquet/aal912015.parquet
al,91,Invest,25/05/2016 18:00,28/08/2016 12:00,2016.0,./forecast_data/aal912016.dat,./forecast_data_parquet/aal912016.parquet
al,91,Invest,17/04/2017 18:00,09/10/2017 06:00,2017.0,./forecast_data/aal912017.dat,./forecast_data_parquet/aal912017.parquet
al,91,Invest,05/10/2018 18:00,06/10/2018 18:00,2018.0,./forecast_data/aal912018.dat,./forecast_data_parquet/aal912018.parquet
al,91,Invest,01/09/2019 18:00,09/10/2019 12:00,2019.0,./forecast_data/aal912019.dat,./forecast_data_parquet/aal912019.parquet
al,91,Invest,26/05/2020 18:00,02/10/2020 12:00,2020.0,./forecast_data/aal912020.dat,./forecast_data_parquet/aal912020.parquet
al,91,Invest,21/05/2021 00:00,30/09/2021 06:00,2021.0,./forecast_data/aal912021.dat,./forecast_data_parquet/aal912021.parquet
al,91,Invest,01/06/2022 12:00,06/10/2022 18:00,2022.0,./forecast_data/aal912022.dat,./forecast_data_parquet/aal912022.parquet
al,91,Invest,01/06/2023 18:00,28/09/2023 18:00,2023.0,./forecast_data/aal912023.dat,./forecast_data_parquet/aal912023.parquet
al,91,Invest,2024-06-17 12:00:00,2024-10-02 18:00:00,2024.0,./forecast_data/aal912024.dat,./forecast_data_parquet/aal912024.parquet
al,92,Invest,30/10/2005 00:00,30/10/2005 06:00,2005.0,./forecast_data/aal922005.dat,./forecast_data_parquet/aal922005.parquet
al,92,Invest,07/09/2006 00:00,15/10/2006 18:00,2006.0,./forecast_data/aal922006.dat,./forecast_data_parquet/aal922006.parquet
al,92,Invest,03/10/2007 12:00,08/11/2007 00:00,2007.0,./forecast_data/aal922007.dat,./forecast_data_parquet/aal922007.parquet
al,92,Noname,13/09/2008 12:00,29/10/2008 18:00,2008.0,./forecast_data/aal922008.dat,./forecast_data_parquet/aal922008.parquet
al,92,Invest,24/08/2009 12:00,09/10/2009 12:00,2009.0,./forecast_data/aal922009.dat,./forecast_data_parquet/aal922009.parquet
al,92,Invest,27/10/2010 18:00,29/10/2010 00:00,2010.0,./forecast_data/aal922010.dat,./forecast_data_parquet/aal922010.parquet
al,92,Invest,09/08/2011 00:00,03/10/2011 12:00,2011.0,./forecast_data/aal922011.dat,./forecast_data_parquet/aal922011.parquet
al,92,Invest,15/09/2012 18:00,17/09/2012 18:00,2012.0,./forecast_data/aal922012.dat,./forecast_data_parquet/aal922012.parquet
al,92,Gabrielle,31/08/2013 12:00,10/09/2013 06:00,2013.0,./forecast_data/aal922013.dat,./forecast_data_parquet/aal922013.parquet
al,92,Disturbance,11/09/2014 00:00,22/10/2014 12:00,2014.0,./forecast_data/aal922014.dat,./forecast_data_parquet/aal922014.parquet
al,92,Invest,08/09/2015 00:00,18/10/2015 12:00,2015.0,./forecast_data/aal922015.dat,./forecast_data_parquet/aal922015.parquet
al,92,Invest,31/05/2016 12:00,11/09/2016 00:00,2016.0,./forecast_data/aal922016.dat,./forecast_data_parquet/aal922016.parquet
al,92,Invest,16/06/2017 12:00,17/10/2017 06:00,2017.0,./forecast_data/aal922017.dat,./forecast_data_parquet/aal922017.parquet
al,92,Invest,06/10/2018 18:00,07/10/2018 12:00,2018.0,./forecast_data/aal922018.dat,./forecast_data_parquet/aal922018.parquet
al,92,Invest,09/07/2019 18:00,09/10/2019 12:00,2019.0,./forecast_data/aal922019.dat,./forecast_data_parquet/aal922019.parquet
al,92,Invest,29/05/2020 18:00,04/10/2020 18:00,2020.0,./forecast_data/aal922020.dat,./forecast_data_parquet/aal922020.parquet
al,92,Invest,12/06/2021 18:00,11/10/2021 06:00,2021.0,./forecast_data/aal922021.dat,./forecast_data_parquet/aal922021.parquet
al,92,Invest,03/06/2022 12:00,05/10/2022 00:00,2022.0,./forecast_data/aal922022.dat,./forecast_data_parquet/aal922022.parquet
al,92,Invest,17/06/2023 00:00,11/10/2023 06:00,2023.0,./forecast_data/aal922023.dat,./forecast_data_parquet/aal922023.parquet
al,92,Invest,2024-06-20 00:00:00,2024-10-05 18:00:00,2024.0,./forecast_data/aal922024.dat,./forecast_data_parquet/aal922024.parquet
al,93,Noname,11/11/2005 12:00,18/11/2005 00:00,2005.0,./forecast_data/aal932005.dat,./forecast_data_parquet/aal932005.parquet
al,93,Invest,27/10/2006 00:00,03/11/2006 12:00,2006.0,./forecast_data/aal932006.dat,./forecast_data_parquet/aal932006.parquet
al,93,Invest,06/10/2007 00:00,12/11/2007 12:00,2007.0,./forecast_data/aal932007.dat,./forecast_data_parquet/aal932007.parquet
al,93,Invest,19/09/2008 00:00,05/11/2008 18:00,2008.0,./forecast_data/aal932008.dat,./forecast_data_parquet/aal932008.parquet
al,93,Invest,24/08/2009 18:00,20/10/2009 12:00,2009.0,./forecast_data/aal932009.dat,./forecast_data_parquet/aal932009.parquet
al,93,Invest,09/11/2010 06:00,10/11/2010 06:00,2010.0,./forecast_data/aal932010.dat,./forecast_data_parquet/aal932010.parquet
al,93,Invest,10/08/2011 18:00,10/10/2011 12:00,2011.0,./forecast_data/aal932011.dat,./forecast_data_parquet/aal932011.parquet
al,93,Invest,16/09/2012 12:00,17/09/2012 18:00,2012.0,./forecast_data/aal932012.dat,./forecast_data_parquet/aal932012.parquet
al,93,Invest,10/09/2013 12:00,13/09/2013 00:00,2013.0,./forecast_data/aal932013.dat,./forecast_data_parquet/aal932013.parquet
al,93,Disturbance,30/07/2014 12:00,22/10/2014 06:00,2014.0,./forecast_data/aal932014.dat,./forecast_data_parquet/aal932014.parquet
al,93,Invest,13/09/2015 12:00,07/11/2015 12:00,2015.0,./forecast_data/aal932015.dat,./forecast_data_parquet/aal932015.parquet
al,93,Invest,03/06/2016 18:00,14/09/2016 00:00,2016.0,./forecast_data/aal932016.dat,./forecast_data_parquet/aal932016.parquet
al,93,Invest,17/06/2017 18:00,27/10/2017 18:00,2017.0,./forecast_data/aal932017.dat,./forecast_data_parquet/aal932017.parquet
al,93,Invest,08/10/2018 12:00,09/10/2018 12:00,2018.0,./forecast_data/aal932018.dat,./forecast_data_parquet/aal932018.parquet
al,93,Invest,02/09/2019 12:00,11/10/2019 12:00,2019.0,./forecast_data/aal932019.dat,./forecast_data_parquet/aal932019.parquet
al,93,Invest,01/06/2020 06:00,15/10/2020 00:00,2020.0,./forecast_data/aal932020.dat,./forecast_data_parquet/aal932020.parquet
al,93,Invest,14/06/2021 06:00,12/10/2021 12:00,2021.0,./forecast_data/aal932021.dat,./forecast_data_parquet/aal932021.parquet
al,93,Invest,14/06/2022 12:00,12/10/2022 00:00,2022.0,./forecast_data/aal932022.dat,./forecast_data_parquet/aal932022.parquet
al,93,Invest,19/06/2023 12:00,11/10/2023 00:00,2023.0,./forecast_data/aal932023.dat,./forecast_data_parquet/aal932023.parquet
al,93,Invest,2024-06-22 00:00:00,2024-10-10 06:00:00,2024.0,./forecast_data/aal932024.dat,./forecast_data_parquet/aal932024.parquet
al,94,Invest,13/11/2005 00:00,14/11/2005 00:00,2005.0,./forecast_data/aal942005.dat,./forecast_data_parquet/aal942005.parquet
al,94,Invest,15/08/2006 00:00,12/09/2006 06:00,2006.0,./forecast_data/aal942006.dat,./forecast_data_parquet/aal942006.parquet
al,94,Invest,06/10/2007 12:00,11/12/2007 00:00,2007.0,./forecast_data/aal942007.dat,./forecast_data_parquet/aal942007.parquet
al,94,Invest,24/09/2008 12:00,09/11/2008 12:00,2008.0,./forecast_data/aal942008.dat,./forecast_data_parquet/aal942008.parquet
al,94,Invest,27/08/2009 12:00,20/10/2009 12:00,2009.0,./forecast_data/aal942009.dat,./forecast_data_parquet/aal942009.parquet
al,94,Invest,12/11/2010 18:00,19/11/2010 00:00,2010.0,./forecast_data/aal942010.dat,./forecast_data_parquet/aal942010.parquet
al,94,Invest,12/08/2011 06:00,14/10/2011 12:00,2011.0,./forecast_data/aal942011.dat,./forecast_data_parquet/aal942011.parquet
al,94,Invest,20/09/2012 00:00,22/09/2012 00:00,2012.0,./forecast_data/aal942012.dat,./forecast_data_parquet/aal942012.parquet
al,94,Humberto,07/09/2013 12:00,16/09/2013 12:00,2013.0,./forecast_data/aal942013.dat,./forecast_data_parquet/aal942013.parquet
al,94,Disturbance,10/08/2014 12:00,27/10/2014 12:00,2014.0,./forecast_data/aal942014.dat,./forecast_data_parquet/aal942014.parquet
al,94,Invest,13/09/2015 18:00,09/11/2015 00:00,2015.0,./forecast_data/aal942015.dat,./forecast_data_parquet/aal942015.parquet
al,94,Invest,18/06/2016 18:00,12/09/2016 12:00,2016.0,./forecast_data/aal942016.dat,./forecast_data_parquet/aal942016.parquet
al,94,Invest,03/07/2017 00:00,31/10/2017 12:00,2017.0,./forecast_data/aal942017.dat,./forecast_data_parquet/aal942017.parquet
al,94,Invest,14/10/2018 18:00,16/10/2018 18:00,2018.0,./forecast_data/aal942018.dat,./forecast_data_parquet/aal942018.parquet
al,94,Invest,21/07/2019 06:00,14/10/2019 18:00,2019.0,./forecast_data/aal942019.dat,./forecast_data_parquet/aal942019.parquet
al,94,Twenty-Sev,03/08/2020 12:00,19/10/2020 12:00,2020.0,./forecast_data/aal942020.dat,./forecast_data_parquet/aal942020.parquet
al,94,Invest,14/06/2021 18:00,31/10/2021 06:00,2021.0,./forecast_data/aal942021.dat,./forecast_data_parquet/aal942021.parquet
al,94,Invest,24/06/2022 00:00,26/10/2022 18:00,2022.0,./forecast_data/aal942022.dat,./forecast_data_parquet/aal942022.parquet
al,94,Invest,11/07/2023 12:00,19/10/2023 00:00,2023.0,./forecast_data/aal942023.dat,./forecast_data_parquet/aal942023.parquet
al,94,Invest,2024-06-25 18:00:00,2024-10-19 18:00:00,2024.0,./forecast_data/aal942024.dat,./forecast_data_parquet/aal942024.parquet
al,95,Invest,20/11/2005 12:00,23/11/2005 18:00,2005.0,./forecast_data/aal952005.dat,./forecast_data_parquet/aal952005.parquet
al,95,Invest,17/09/2006 18:00,25/11/2006 18:00,2006.0,./forecast_data/aal952006.dat,./forecast_data_parquet/aal952006.parquet
al,95,Invest,06/10/2007 12:00,30/12/2007 12:00,2007.0,./forecast_data/aal952007.dat,./forecast_data_parquet/aal952007.parquet
al,95,Invest,28/09/2008 12:00,13/11/2008 18:00,2008.0,./forecast_data/aal952008.dat,./forecast_data_parquet/aal952008.parquet
al,95,Invest,04/09/2009 12:00,24/10/2009 00:00,2009.0,./forecast_data/aal952009.dat,./forecast_data_parquet/aal952009.parquet
al,95,Invest,20/12/2010 18:00,21/12/2010 18:00,2010.0,./forecast_data/aal952010.dat,./forecast_data_parquet/aal952010.parquet
al,95,Invest,12/08/2011 12:00,18/10/2011 12:00,2011.0,./forecast_data/aal952011.dat,./forecast_data_parquet/aal952011.parquet
al,95,Invest,25/09/2012 12:00,25/09/2012 18:00,2012.0,./forecast_data/aal952012.dat,./forecast_data_parquet/aal952012.parquet
al,95,Invest,17/09/2013 00:00,21/09/2013 00:00,2013.0,./forecast_data/aal952013.dat,./forecast_data_parquet/aal952013.parquet
al,95,Disturbance,16/08/2014 00:00,30/10/2014 12:00,2014.0,./forecast_data/aal952014.dat,./forecast_data_parquet/aal952014.parquet
al,95,Invest,04/08/2015 12:00,18/09/2015 18:00,2015.0,./forecast_data/aal952015.dat,./forecast_data_parquet/aal952015.parquet
al,95,Invest,24/06/2016 00:00,14/09/2016 12:00,2016.0,./forecast_data/aal952016.dat,./forecast_data_parquet/aal952016.parquet
al,95,Invest,16/07/2017 06:00,06/11/2017 06:00,2017.0,./forecast_data/aal952017.dat,./forecast_data_parquet/aal952017.parquet
al,95,Invest,24/10/2018 06:00,27/10/2018 00:00,2018.0,./forecast_data/aal952018.dat,./forecast_data_parquet/aal952018.parquet
